project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
10581,10581,398456,"A Copa do Mundo de Rugby no Rádio","O Brasil com a #CulturaDeRugby","<p>Passagem aérea: R$4.500,00 (Porto Alegre - São Paulo - Londres - São Paulo - Porto Alegre)<br></p><p>Seguro-saúde: R$100,00<br>Deslocamentos dentro do Reino Unido: R$1.000,00 (Londres - Cardiff - Leicester - Manchester)<br>Hospedagem: R$1.000,00<br>Alimentação: R$1.000,00<br>Equipamentos: R$1.100,00 (câmera, mochila, microfone, 3G)</p><p>Orçamento: R$8.700,00</p><p>Taxa Catarse (13%): R$1.300,00</p><p>TOTAL: R$10.000,00 (dez mil reais)</p>",10000.0,"<p>Queremos transmitir através de webrádio Copa do Mundo de Rugby deste ano, 2015, desde a Inglaterra, entre os meses de Setembro e Outubro. O evento - dentro do esporte - é o terceiro maior do planeta e o principal deste ano. Com base nos valores do esporte e da nossa equipe de webrádio (Integridade, Solidariedade, Paixão, Respeito, Disciplina, Imparcialidade e Criatividade), queremos levar o universo do rugby para os Brasileiros, através de Brasileiros. Ao final do projeto, em Novembro/2015, será apresentado um relatório das atividades e repercussão.</p><p>O “Rugby Clube"" é projeto de webrádio e webTV criado em 18/7/2013 por Virgílio Franceschi Neto (@virgiliofneto), que trabalha para a difusão do rugby através do debate e da valorização de quem faz o esporte no Brasil, na América do Sul e no mundo.</p><p>Nossa missão: difundir o rugby e seus valores pelo Brasil e para a sociedade Brasileira, através de uma cultura de respeito, coletividade e solidariedade, que julgamos ser uma cultura que o rugby proporciona. Acreditamos fortemente que isso é capaz de ajudar a construir um País melhor e mais justo. Nesse sentido, queremos fazer o rugby ser um dos esportes mais seguidos e praticados no Brasil.</p><p>Nossos valores: Integridade | Paixão | Respeito | Imparcialidade | Criatividade</p><p>Acreditamos que história gera cultura, cultura gera orgulho, orgulho gera dedicação, dedicação gera vitória.</p><p>Com base nos valores do rugby, na cultura que existe a partir dele, e também na nossa missão e nossos valores que procuramos exercer no cotidiano, definimos o nosso slogan: <strong>#CulturaDeRugby</strong></p><p>Em 8/9/2013 fizemos uma transmissão experimental de um jogo por webrádio, que chamamos de <strong>Jornada Ovalada</strong>: a etapa do Rio Grande do Sul do 'Super Sevens' feminino, no estádio da Unisinos, em São Leopoldo.</p><p>Depois desta experiência, dia 20/9/2013 fizemos uma parceria com a REW (Rádio Estação Web, Porto Alegre/RS) e lançamos o 'Estação Rugby Clube', programa de rádio semanal às sextas-feiras, ao vivo, a partir das 13h (hora Brasilia) em <strong><a class=""alt-link"" href=""http://www.radioestacaoweb.com.br"" target=""_blank"">www.radioestacaoweb.com.br</a></strong>. A REW está no ar desde Julho/2010 com a direção dos radialistas Rogério Barbosa e Paula Cardoso. Nesses quase 5 anos no ar, transmitiu inúmeros eventos esportivos. </p><p>No primeiro programa, tivemos 86 acessos únicos de audiência. Entretanto atualmente temos em média 750 por programa. Nosso recorde foi de 1217 acessos únicos no jogo Farrapos 28 x 45 Desterro, pelo <em>Super 10 - Campeonato Brasileiro de Rugby</em>, o que nos dá uma audiência estimada em 50 mil pessoas.</p><p class=""video youtube""><iframe width=""600"" height=""403"" src=""//www.youtube.com/embed/2AlqwzDaJL0?wmode=opaque"" frameborder=""0"" allowfullscreen=""""></iframe></p><p>Caso queiram nos ajudar, temos as recompensas, desde citações em nossa programação e nas nossas redes sociais até <a href=""http://www.rwcshop.com/rwc-collection/accessories/48410200/Gilbert-B"" target=""_blank"">chaveiros</a> da Copa do Mundo, <a href=""http://www.rwcshop.com/rwc-collection/accessories/48410001/RWC-2015-"" target=""_blank"">mini-bolas</a> do mundial e camisa da seleção brasileira!<br></p><p>Nossos podcasts estão em <strong><a class=""alt-link"" href=""http://www.soundcloud.com/radiorugbyclube"" target=""_blank"">http://www.soundcloud.com/radiorugbyclube</a></strong></p><p>Nossa página no Facebook <strong><a class=""alt-link"" href=""http://www.facebook.com/CulturaRugbyClube"" target=""_blank"">http://www.facebook.com/CulturaRugbyClube</a></strong> tem mais de 1500 curtidas e segue em alta. Procuramos publicar conteúdo de qualidade, no máximo 2 vezes por dia.</p><p>O mesmo no twitter, buscamos por qualidade nas publicações e interações: <strong><a class=""alt-link"" href=""http://www.twitter.com/@rugbyclube"" target=""_blank"">http://www.twitter.com/rugbyclube</a></strong></p><p>Não compartilhamos temas e discussões que não são saudáveis para o esporte. Infelizmente isso é repleto dentro da cobertura jornalística do esporte. Acreditamos que polêmicas prejudicam o universo esportivo. É assim que queremos divulgar o rugby e sua Copa do Mundo.</p>",rugbyclube,//player.vimeo.com/video/123556376,https://vimeo.com/123556376,Jornalismo,15,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10581/Rugby_Clube_Logo__2_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10581/project_thumb_thumb_Rugby_Clube_Logo__2_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10581/project_thumb_small_Rugby_Clube_Logo__2_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10581/project_thumb_large_Rugby_Clube_Logo__2_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10581/project_thumb_video_cover_Rugby_Clube_Logo__2_.jpg,32.20000000000000000000,3220.0,28,23,failed,aon,finished,"2015-07-04 02:59:59","2015-07-03 23:59:59","2015-05-04 18:18:47.02735","2015-05-04 15:18:47.02735",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 398456, ""name"" : ""Virgílio Franceschi Neto""}",0,,f,f,0,f,f,f
