project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
41516,41516,633539,"Rock & Read: literatura, filosofia e pub ","Pub temático, inspiração literária, para incentivar e motivar a leitura e o pensamento crítico.","<p>- Ar condicionado R$ 3.000,00;<br></p><p>	- 01 microcomputador completo, software, impressora e impressora de </p><p>cupom fiscal R$ 2.000,00;<br></p><p>	- Construção de um site na internet R$ 2.000,00;<br></p><p>	- Despesas de registro da empresa. R$ 2.000,00;<br></p><p>	- Estoque inicial de bebidas R$ 5.000,00;<br></p><p>	- Instalações (elétricas, telefone, internet, vídeo, gás, etc.) R$ </p><p>1.000,00;<br></p><p>	- Móveis, equipamentos de serviço, utensílios, estantes, balcões, </p><p>prateleiras, espelhos R$ 15.000,00;<br></p><p>	- Reforma e adaptação da loja de 40m² - incluindo letreiro R$ </p><p>10.000,00;<br></p><p>	- Itens de decoração e entretenimento tais como TV e sistema de som R$ </p><p>5.000,00 .<br></p><p>	- Capital de giro inicial R$ 5.000,00;</p><p>- Taxa do Catarse R$ 7.471,26;<br></p>",57471.26,"<p>Já imaginou ir a pub para se entreter e aproveitar a ida para renovar o fôlego das ideias? A literatura e filosofia tem proporcionado e impulsionado as inovações há muito tempo, oferecendo ao homem acessos de motivação, esperança, compreensão e muitos outros sentimentos engrandecedores.</p><p>Por outro lado, a geração atual, vivendo de forma ligeira, não pratica, como em outros tempos, os hábitos de leitura e reflexão. A falta desses hábitos prejudica o girar da roda da vida, atrasando o desenvolvimento humano. As pessoas têm andado distantes do seu ser interior, a maior fonte de  motivação para realização dos seus sonhos.</p><p>E se fosse possível recuperar/reforçar esses hábitos a partir de outra atividade de interesse? Com entretenimento e entusiasmo é possível deixar qualquer atividade interessante.</p><p>A ideia do projeto é oferecer um pub temático, com ambientes aplicados para o desenvolvimento de conversas, críticas e estudos de obras literárias e filosóficas, mas sem deixar de ser uma conversa de bar. Proporcionando mais conforto à discussão enquanto fomenta o acesso à cultura e ao pensamento crítico.</p><p>As pessoas envolvidas serão capacitadas para enriquecer os diálogos e despertar o interesse por obras que são necessárias para o desenvolvimento do pensamento crítico. Multiplicar é palavra-chave.</p>",rocknread,,,Literatura,20,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41516/livrariabar3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41516/project_thumb_thumb_livrariabar3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41516/project_thumb_small_livrariabar3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41516/project_thumb_large_livrariabar3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41516/project_thumb_video_cover_livrariabar3.jpg,0,0,0,0,online,aon,published,"2016-11-10 01:59:59.999999","2016-11-09 23:59:59.999999","2016-09-10 18:57:33.921155","2016-09-10 15:57:33.921155",,t,f,t,60,"{""total"" : 45, ""unit"" : ""days""}","{""total"" : 14, ""unit"" : ""days""}",0,"{""city"" : ""Brasília"", ""state_acronym"" : ""DF"", ""state"" : ""Distrito Federal""}","{""id"" : 633539, ""name"" : ""João Pedro Macleure""}",0,,f,f,0,f,f,f
