project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
3756,3756,227972,"Arranjos para Piano e Voz - Gravação e Filmagem - Vídeos em FULL HD - Para Internet","Arranjos para Piano e Voz","O orçamento para projetos anteriores a 24/02/2015 normalmente pode ser encontrado na descrição acima.",15500.0,"<p>Arranjos para Piano e Voz</p>
",pianoevoz,//player.vimeo.com/video/84357759,"",Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/3756/tumblr_mzsk1ewv761sefy31o1_500.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/3756/project_thumb_thumb_tumblr_mzsk1ewv761sefy31o1_500.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/3756/project_thumb_small_tumblr_mzsk1ewv761sefy31o1_500.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/3756/project_thumb_large_tumblr_mzsk1ewv761sefy31o1_500.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/3756/project_thumb_video_cover_tumblr_mzsk1ewv761sefy31o1_500.jpg,0.32258064516129032300,50.0,1,1,failed,aon,finished,"2014-01-26 01:59:59","2014-01-25 23:59:59","2014-01-21 13:56:38.511835","2014-01-21 11:56:38.511835",,t,t,f,4,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 4, ""unit"" : ""days""}",0,"{""city"" : ""Santo André"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 227972, ""name"" : ""Adriano Dierken""}",0,,f,f,0,f,f,f
