project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
11822,11822,320088,"""O Beijo no Asfalto"", de Nelson Rodrigues","Grupo de Segunda apresenta seu primeiro espetáculo: ""O Beijo no Asfalto"", de Nelson...","<p><strong>O que faremos com o dinheiro arrecadado?</strong></p><p>- Aluguel do teatro (duas vezes por semana, R$500 por dia) para o primeiro mês de temporada: R$4000<br> - Material para cenário: R$1500<br> - Confecção de figurinos: R$550<br> - Materiais de divulgação: R$1000<br> - Equipe técnica: R$1000<br> <br> <strong>E se ultrapassarmos a meta?</strong></p> - Usaremos o dinheiro para pagar o aluguel do teatro no próximo mês de temporada<br> - Abateremos parte do valor gasto com os direitos autorais",8050.0,"<p>EXTRA! EXTRA! Preparem-se para muito babado, confusão e (nada de) baixaria rodriguiana: apresentamos <strong><i>O Beijo no Asfalto</i></strong>, de Nelson Rodrigues, a primeira montagem do <strong>Grupo de Segunda</strong>, dirigida por Jair Aguiar.</p><p><span class=""_5yl5"">Em tempos de beijo lésbico em rede nacional causando mais polêmica que vilão que maltrata criancinha, discussão sobre o poder da mídia tradicional e ""deitaço"" no asfalto (em 1960 Nelson já previa), o Grupo de Segunda une passado e presente para sacudir os palcos paulistanos com a montagem de uma das mais brilhantes obras do revolucionário dramaturgo brasileiro. Inspirado numa história real, <em>O Beijo no Asfalto</em> tem como discussão principal um beijo na boca dado por Arandir a um rapaz desconhecido que foi atropelado em sua frente. </span></p><p>Pra você conhecer brevemente a nossa história, o Grupo de Segunda nasceu no começo de 2014, por meio de um projeto de formação de grupos da <strong>Cia das Artes</strong> e, desde então, vem estudando a obra de diversos autores brasileiros. A paixão maior, no entanto, foi por Nelson.</p><p> O elenco conta com as atrizes e atores do Grupo de Segunda (Alvaro Costa, Edivaldo Gomes, Marcio Vasconcelos, Natália Martins e Samira Aguiar) e Antonio Netto (que também faz a preparação de ator do espetáculo), Diego Rodda, Fernanda Gonçalves, Leão Lobo e Niveo Diegues como atores convidados.</p><p>Sendo um colaborador, você nos ajuda a quitar boa parte da produção e a entrar em cartaz em São Paulo. Além de ter nosso amor pra sempre! <br><br>Podendo colaborar com dinheiro ou não, esperamos muito vê-lo na plateia :) <br><br><strong>Ficha técnica</strong> Direção: Jair Aguiar | Direção artística: Antonio Netto | Cenografia: Marcio Tadeu | Figurino: Marcio Tadeu | Iluminação: Will Damas | Atores convidados: Antonio Netto, Diego Rodda, Fernanda Gonçalves, Leão Lobo e Niveo Diegues | Elenco: Alvaro Costa, Edivaldo Gomes, Marcio Vasconcelos, Natália Martins e Samira Aguiar</p>",beijonoasfalto,//player.vimeo.com/video/121210984,http://vimeo.com/121210984,"Teatro e Dança",19,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11822/2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11822/project_thumb_thumb_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11822/project_thumb_small_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11822/project_thumb_large_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11822/project_thumb_video_cover_2.jpg,114.6583850931677000,9230.0,87,72,successful,aon,finished,"2015-06-07 02:59:59","2015-06-06 23:59:59","2015-04-07 17:48:08.068654","2015-04-07 14:48:08.068654",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",1,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 320088, ""name"" : ""Natália Borges Martins""}",0,,f,f,1,f,f,f
