project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
31431,31431,561092,"Criação de um site para adolescentes LGBT","""Você vai matar sua mãe de desgosto"". Mas no final das contas, quem acaba morrendo somos nós"" Aliyah","<ol><li>Domínio (1 ano): 30,00</li><li>Hospedagem (3 anos): 539,64</li><li>Taxa operacional (13%): valor aproximado 75,00 </li></ol><ul><li>Total: 644,64 </li><li>Valor aproximado: 645,00</li></ul>",645.0,"<p style=""text-align: justify;"">A proposta do site é trabalhar a comunicação em Direitos Humanos. Comumente adolescentes lésbicas, gays e transexuais sofrem algum tipo de violência e , em seu mais extremo, são expulsos/as de casa ou são assassinados/as devido a sua orientação sexual ou identidade de gênero. Muitos desses adolescentes não possuem informações sobre as instituições de acolhimento ou onde recorrer nos casos de violência ou violações de direitos. Além disso, a desinformação sobre aspectos da sexualidade ocasionam  graves consequências: a exemplo do alto índice desses adolescentes infectados/as pelo vírus do HIV, segundo a Ministério da Saúde, em decorrência das práticas sexuais de risco. Dado isso, o site objetiva oferecer um espaço onde possam acessar informações sobre direitos do adolescente, saúde sexual, Direitos Humanos e outras temáticas que contemplem o universo desse público. Um espaço onde possam enviar dúvidas, trocar experiências e ter acesso a informações em uma linguagem próxima do seu universo. Visando, portanto, em se tornar um espaço de referência para esses adolescentes. Vale ressaltar que não há espaços onde possam compartilhar suas dúvidas, inquietações entre outras, sobrando como solução a busca por outros adolescentes que compartilham das mesmas questões citadas, formando um ciclo de desinformação somada a pressão social e aos estigmas que, consequentemente, os levam ao suicídio. Portanto, peço o apoio de vocês para ajudar esses adolescentes. Eles precisam de nós! A saber: o valor arrecadado serão utilizados para compra de um domínio (30,00) e hospedagem durante 3 anos (539,64) na HostGator. A sobra serão utilizadas nas taxas operacionais. Os/as adolescentes agradecem!</p>",doacao_site_adolescenteslgbt,,,Educação,31,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/31431/dua.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/31431/project_thumb_thumb_dua.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/31431/project_thumb_small_dua.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/31431/project_thumb_large_dua.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/31431/project_thumb_video_cover_dua.jpg,0,0,0,0,failed,aon,finished,"2016-07-12 02:59:59.999999","2016-07-11 23:59:59.999999","2016-05-13 00:04:59.718288","2016-05-12 21:04:59.718288",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Salvador"", ""state_acronym"" : ""BA"", ""state"" : ""Bahia""}","{""id"" : 561092, ""name"" : ""Carlos Henrique Pereira Franco""}",0,,f,f,0,f,f,f
