project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
34150,34150,578323,"E-Wars Torneios Brasil Online","Somos E-Gamers, somos E-Wars","<p><strong><u>Nossas Metas:</u></strong></p><ol><li><strong>R$ 30.000,00</strong> - Novo Site automatizado + MKT mídias sociais + Aplicativo de Celular.</li><li><strong>R$ 50.000,00</strong> - Novo Site automatixado + MKT mídias sociais + Aplicativo de Celular + Investimento em Novos Equipamentos de Transmissão.</li><li><strong>R$ 100.000,00</strong> - Novo Site automatizado + MKT mídias sociais + Aplicativo de Celular + Investimento em Novos Equipamentos de Transmissão + Torneio Online Com Grande Premiação.</li><li><strong>R$ 500.000,00</strong> - Novo Site automatizado + MKT mídias sociais + Aplicativo de Celular + Investimento em Novos Equipamentos de Transmissão + Torneio Online Com Grande Premiação + propaganda nas mídias (Rádio / TV / Youtubers).</li><li><strong>R$ 2.000.000,00</strong> - Novo Site automatizado + MKT mídias sociais + Aplicativo de Celular + Investimento em Novos Equipamentos de Transmissão + Torneio Online Com Grande Premiação + propaganda nas mídias (Rádio / TV / Youtubers) + Ferramentasde gerenciamento + crescimento da equipe + Participação em feiras e eventos + Criação de enventos presenciais + Locação de espaço fisico completo.</li></ol>",30000.0,"<iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/j0BSE8TpY3I"" frameborder=""0"" allowfullscreen=""""></iframe><p><strong>E-Wars Torneios Brasil,</strong> é um projeto de infância que aos poucos vem se tornando uma realidade não só para mim, mas para muitos brasileiros.<br></p><p><iframe src=""//www.youtube.com/embed/V4HvBYzK7Ao"" frameborder=""0"" allowfullscreen="""" style=""font-size: 14px; line-height: 1.6em; width: 500px; height: 281px;""></iframe><br></p><p>Ele foi desenvolvido para realizar o desejo, que a meu ponto de vista, compartilha com a de muitas pessoas, que é:</p><ul><li>Fazer o que <strong>AMA</strong>;</li><li>Se <strong>DIVERTIR</strong>;</li><li>Conhecer várias <strong>PESSOAS</strong>;</li><li>Fazer disso um <strong>MEIO DE VIDA</strong>;</li></ul><p>Nosso objetivo é organizar torneios ONLINE, em diverdos TÍTULOS e em diversas PLATAFORMAS, como:</p><p><u>TÍTULOS</u></p><ul><li>Battlefield 4</li><li>Call of Duty - Black Ops 3</li><li>Halo 5</li><li>Rainbow Six Siege</li><li>E lançamentos...</li></ul><p><u>PLATAFORMAS</u></p><ul><li>Playstation 4</li><li>Playstation 3 </li><li>Xbox One </li><li>Xbox 360</li><li>E lançamentos...</li></ul><p><img src=""https://drupalcdn.kickante.com.br/styles/content_big/media/banner_de_propaganda_e-wars_2016_-_bf4_360_20_fev.jpg?itok=XmUgvH_2"" alt=""""></p><p><img src=""https://drupalcdn.kickante.com.br/styles/content_big/media/banner_de_propaganda_e-wars_2017_-_hl5_18jun.png?itok=pGt3rjJl"" alt=""""></p><p><img src=""https://drupalcdn.kickante.com.br/styles/content_big/media/banner_de_propaganda_e-wars_2017_-_cod_06abr.png?itok=7WogDgfa"" alt=""""></p><p><img src=""https://drupalcdn.kickante.com.br/styles/content_big/media/banner_de_propaganda_e-wars_2017_-_r6_siege_09jul.png?itok=0Nq2bl7v"" alt=""""></p><p><img src=""https://drupalcdn.kickante.com.br/styles/content_big/media/banner_de_propaganda_e-wars_2017_-_bf4_27ago.png?itok=aYBihzhO"" alt=""""></p><p>além de novas plataformas que ja estão em estudos pela nossa equipe, visamos crescer o <strong>e-Sports</strong> <em>(</em><em>nome da a modalidade de esportes eletrônicos)</em> no Brasil, reconhecer nosso talentos brasileiros e fazer disso um meio de vida. Tudo isso, na <strong>segurança e no conforto</strong> da sua casa.</p><p><br></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/qD6Ej7UBfIE"" frameborder=""0"" allowfullscreen=""""></iframe><p>Todos os nossos torneios são <strong>narrados e transmitidos</strong>, assim como um jogo televisivo de futebol.</p><p>E para esses eventos online, oferecemos torneios GRATUITOS e PAGOS, ambos com premiação para os competidores.</p><p>Estamos com esse projeto a mais de <strong>10 meses</strong>, ja organizamos mais de <strong>60 partidas</strong> nesse período, possuímos mais de <strong>25 mil seguidores no facebook</strong>, estamos em várias <strong>mídias sociais</strong>, pagamos várias <strong>premiações</strong>, temos uma <strong>EQUIPE enxuta,</strong> apaixonada e que acredita muito no crescimento do <strong>E-Wars.</strong></p><p><strong><br></strong></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/JNnLj7LWF5M"" frameborder=""0"" allowfullscreen=""""></iframe><p>E agora estamos aqui, contando com sua participação, para tornar esse GIGANTE ADORMECIDO, em uma grande revolução do mercado brasileiro.</p><p>Obrigado por toda atenção e espero que aprecie o nosso trabalho.</p><p>Grande abraço</p><p>Jefferson Sathler</p>",e_wars_torneios_brasil_online_66f0,,,Jogos,14,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34150/Kikante.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34150/project_thumb_thumb_Kikante.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34150/project_thumb_small_Kikante.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34150/project_thumb_large_Kikante.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34150/project_thumb_video_cover_Kikante.png,0,0,0,0,failed,flex,finished,"2016-08-17 02:59:59.999999","2016-08-16 23:59:59.999999","2016-06-17 22:13:55.682302","2016-06-17 19:13:55.682302",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Niterói"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 578323, ""name"" : ""Jefferson Sathler""}",0,,f,f,0,f,f,f
