project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
33253,33253,571199,"Sementário - Hortas Urbanas","Agricultura como estilo de vida e terapia!","<p>1) Divulgação - R$250,00</p><p>1.1 Designer Gráfico;</p><p>1.2 Impulsionamento de publicações;</p><p>1.3 Banners para stands em feiras (de produtores, de artesanato, de trocas na cidade de Belo Horizonte/MG);</p><p><br></p><p>2) Estoque - R$ 250,00</p><p>2.1) Material a ser comprado em atacado: Caixa, vasos, porta-sementes, Sementes orgânicas;</p><p>2.2) Impressão da apostila e etiquetamento do produto;</p><p><br></p><p>3) Novos produtos - R$ 500,00</p><p>3.a) Composteira Compacta:</p><p>3.a.1) Material a ser comprado em atacado: Caixas, torneiras, cola para PVC;</p><p>3.a.2) Cultivo de minhocas nativas (e não as Californianas - para evitar impacto ambiental negativo) para a compostagem;</p><p>3.a.3) Desenvolvimento e impressão de uma Apostila com técnicas e dicas de manutenção de compostagem;</p><p><br></p><p>3.b) Mini Tanque de aquaponia em pequenos espaços:</p><p>3.b.1) Material a ser comprado em atacado: isopores, tela de proteção, arame, ração para peixe;</p><p>3.b.2) Compra de alevinos de Guppy selvagem (espécie de requer pouca manutenção, atuante no controle de larvas de Aedes Aegypti e semelhantes, não necessita de oxigenação mecânica do criadouro);</p><p>3.b.3) Desenvolvimento e impressão de uma Apostila explicando os benefícios da aquaponia e técnicas de manutenção.</p><p><br></p>",900.0,"<p>A <strong>Sementário - Hortas Urbanas</strong> acredita que todos tem um dedo verde e estamos aqui para fazê-lo germinar! Acreditamos na redesignação do espaço urbano em prol de uma <em>alimentação e um estilo de vida mais saudáveis</em> e na <em>agricultura como terapia</em>.<br>A ideia do Sementário surgiu a partir de um simples parapeito de janela ocioso em nossa casa onde resolvemos cultivar temperos. Após muitos erros e pouco sucesso notamos a grande dificuldade de reunir informações corretas e itens básicos para os primeiros passos de nossa pequena horta. Após algum tempo, finalmente elaboramos um kit que conta com a maior parte dos itens necessários para o start de uma horta para pequenos espaços: o <strong>Kit Primeira Viagem!</strong><br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/51360/13405433_1088372534568510_950754346_o.jpg"" style=""width: 550px; height: 311px;"" width=""550"" height=""311""></p><p>Que contém:</p><p>- Caixa cultivável</p><p>- 5 vasos </p><p>- 1 sementeira</p><p>- 1 porta-sementes com 5 espécies</p><p>- 5 palitos identificadores</p><p>- NPK 10/10/10</p><p>- Farinha de osso</p><p>- Substrato para sementeira</p><p>- Fumo de Rolo (p/repelente)</p><p>- 1 borrifador para rega</p><p>- Apostila - guia prático de manutenção (com infográficos, calendários de cultivo, tutoriais, dicas e fontes de informação)</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/51361/13389127_1088372434568520_1732799896_o.jpg"" width=""448"" height=""242"" style=""width: 448px; height: 242px;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/51362/13396565_1088374724568291_1246611962_o.jpg"" width=""136"" height=""243"" style=""width: 136px; height: 243px;""></p><p>O Kit Custa atualmente R$74,90 + Frete (<em>ou retirada em mãos para clientes de BH!</em>)</p><p><br></p><p><br></p><p>Esperamos com o Catarse investir em:<br>1) Divulgação;</p><p>2) Estoque (para diminuir o custo e baratear o produto final);<br></p><p>3) Outros produtos relacionados:</p><p>3.a) <strong>Composteira compacta</strong><br></p><p>3.b) <strong>Mini tanque de aquaponia em pequenos espaços</strong></p><p><br></p>",sementario_hortas_urbanas_0a30,,,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33253/13312636_1017737584982418_4665772250784409877_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33253/project_thumb_thumb_13312636_1017737584982418_4665772250784409877_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33253/project_thumb_small_13312636_1017737584982418_4665772250784409877_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33253/project_thumb_large_13312636_1017737584982418_4665772250784409877_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33253/project_thumb_video_cover_13312636_1017737584982418_4665772250784409877_n.jpg,0,0,0,0,online,flex,published,,,"2016-06-07 15:56:08.591769","2016-06-07 12:56:08.591769",,t,f,t,,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 109, ""unit"" : ""days""}",0,"{""city"" : ""Belo Horizonte"", ""state_acronym"" : ""MG"", ""state"" : ""Minas Gerais""}","{""id"" : 571199, ""name"" : ""Cindy Meira""}",0,,f,f,0,f,f,f
