project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
34505,34505,569939,"Juventude em Ação","1 +1 sempre será mais que 1 sozinho! Vamos juntos!","<p>1. Aquisição de um Imóvel com 4 cômodos no valor de R$ 20.000 reais, o valor total do imóvel é de R$ 25 mil reais, aqui iremos contribuir com R$ 5 mil reais. Local físico o projeto irá acontecer ou ser realizado.</p><p>2. Aparelhos para Fisioterapia, Educação Física, Engenharia de Alimentos e Nutrição R$18.000 reais, valor total dos equipamentos é de R$ 25 mil reais, aqui iremos contribuir com R$ 7 mil reais. Equipamentos para avaliação, Fisioterapeuta, Nutricional e Física, sessões de atividade física orientada e fisioterapêutica. </p><p>3. Reparos R$ 5.000 reais. Valor total dos reparos é de R$ 10 mil reais, aqui iremos  contribuir com R$ 5 mil reais. Valor importante e baixo porque conseguimos ajuda da comunidade, onde iremos fazer, pintura, forros, instalação eletrica, ventilação, telhado, divisorias, portas, iluminação e sistema hidrico da casa.</p><p>4.Caminhoneta usada para transporte de material R$ 12.000 reais. Valor total da caminhoneta é de R$ 18 mil reais, aqui iremos contribuir com R$ 6 mil reais. Importante para transportar material e facilitar logistica nas visitas a distritos e dia a dia do projeto.</p><p>5. Reservamos R$ 5 mil para possíveis avarias e gastos excedentes, imprevistos. Valor toral de R$ 13 mil reais, aqui iremos contribuir com R$ 7 mil reais. Aquisição de computadores, mesas, ventiladores, gelagua, moveis, cadeiras em geral.</p><p style=""margin-left: 20px;"">Por fim reunimos o montante de R$ 60 mil por meio do Crowdfunding e R$ 30 mil por nossa rede de amigos, familiares, empregadores, eventos e nos mesmo, o valor restante fica retido como taxa do Cartase por facilitar a apresentação e exposição desse projeto que é minha vida, desde ja agradeço a atenção de todos certo na colaboração e compreensao de todos que o que esta sendo proposto é muito maior que minha vontade de ajudar ao proximo, mas um canal que servirá para dispor ao necessitado uma ajuda de qualidade, irá permitir aos formando dos cursos que temos como serviços uma iniciação na rotina de profissional, ao recem formado uma atuação profissional .</p>",70000.0,"<p style=""margin-left: 20px;"">Bem pessoal antes de tudo obrigado por estarem visitando o projeto que personifica minha vontade de querer disseminar serviços para população mais carente. Meu nome é Yuri de Carvalho Cruz, 26, Educador Físico, estudante de Fisioterapia, Especialista em Pilates Solo e Clínico, noivo da Engenheira de Alimentos Ana Ranielle Costa Ramos, 23, estudante de Nutrição. </p><p style=""margin-left: 20px;"">Minha família tem origem maranhense, um pequeno distrito de nome Brejo, a família da minha noiva tem origem cearense de um pequeno distrito chamado Gavião, vimos e conhecemos de perto a realidade do povo que vive nessas localidades mais distantes dos grandes centros urbanos que também carecem de serviços, com o passar dos anos, as recentes visitas, percebemos uma necessidade latente desse povo por auxilio, assistência, minima que fosse, passamos então a organizar pequenos mutiroes de saúde, sempre que vamos tiramos um dia para atendermos a todos de graça, porem, nossas visitas são anuais devido a todo gasto de deslocamento da logística necessária para atende-los. Aqui em Fortaleza moramos na periferia, num bairro de nome Granja Portugal, o preço de serviços de Fisioterapia, Avaliação Física, Pratica Física orientada, Dieta, Direcionamento alimentar, Advocacia, são serviços de grande custo para maior parte da população, aqui não é diferente disso, nós começamos ajudar aos poucos, pessoa por pessoa, aqui em casa mesmo, contando com o Apoio do nosso amigo advogado Alan Jones Kjaer e sua Mãe também advogada, enfim, devido ser em nossa residencia, temos um numero de atendimentos e até mesmo de horários bem restrito, gostaríamos de expandir isso, de poder dispor a sociedade a comunidade carente essa assistência por baixo custo, como estamos fazendo. Gostaríamos também de poder dispor para as famílias dos distritos aos quais temos raízes mais visitas, mais assistência, mais informação, só que infelizmente isso gera um custo que para nos é bem alto. </p><p style=""margin-left: 20px;"">Nós sentamos e analisamos em criar a Empresa Junior Saúde Social, inicialmente iriamos oferecer serviços de Fisioterapia, Engenharia de Alimentos, Educação Física, Nutrição, Contabilidade e Advocacia.</p><p style=""margin-left: 20px;"">Fisioterapia- Atendimentos com técnicas de Pilates e avaliação Fisioterapeuta.</p><p style=""margin-left: 20px;"">Engenharia de Alimentos- Noções de limpeza e Higiene com alimentos, dispensa, preparo, produção e controle do solo e pequeno agricultor.</p><p style=""margin-left: 20px;"">Educação Física- Avaliação Física e Atividade física Orientada.</p><p style=""margin-left: 20px;"">Nutrição- Orientação alimentar e acompanhamento.</p><p style=""margin-left: 20px;"">Contabilidade- Orientação para finanças familiar, controle de gastos, como reduzir dívidas.</p><p style=""margin-left: 20px;"">Advocacia- Assistência Jurídica a pessoa que precisar, seja para duvida ou caso.</p><p style=""margin-left: 20px;"">Bem vamos aos gastos, usamos como base o calculo do orçamento R$100.000, mas nos concordamos em fazer acontecer por meios próprios R$30 mil, fazendo eventos aos finais de semana, organizando  festivais, pedindo a professores, alunos, pacientes, amigos, família uma contribuição para somar ao nosso sonho, o dinheiro restante se encontra nesse projeto, R$55.000 mil. O dinheiro será gasto de forma responsável e direcionada, com o intuito de oferecer apenas o necessário, ou seja, condições para ajudar a comunidade.</p><p style=""margin-left: 20px;"">Aquisição de um Imóvel com 4 cômodos no valor de R$ 20.000 reais.</p><p style=""margin-left: 20px;"">Aparelhos para Fisioterapia, Educação Física, Engenharia de Alimentos e Nutrição R$18.000 reais.</p><p style=""margin-left: 20px;"">Reparos R$ 5.000 reais.</p><p style=""margin-left: 20px;"">Caminhoneta usada para transporte de material R$ 12.000 reais.</p><p style=""margin-left: 20px;""> Reservamos R$ 5 mil para possíveis avarias e gastos excedentes, imprevistos.<br></p><p style=""margin-left: 20px;"">Totalizando R$60 mil reais,  o valor o qual estamos precisando para colocar o projeto a disposição da comunidade.</p><p style=""margin-left: 20px;"">O projeto tem como objetivo tambem, servir de experiencia para os formandos dos cursos que dispomos como serviço além de procurar absorver o recém formado, claro que em uma escala pequena mas o futuro poderá ser algo bem maior, dessa forma o formando poderá ter uma vivencia dentro da sua possivel area de atuação no futuro e o recem formado exercer sua profissao ao sair da faculdade.</p><p style=""margin-left: 20px;"">Obrigado pela leitura e já agradecemos o tempo destinado a leitura do nosso projeto, aqui está o projeto de nossas vidas, querer ajudar ao proximo e ao proximo que realmente precisa de nossa ajuda.</p><p style=""margin-left: 20px;""><br></p><p style=""margin-left: 20px;""><br></p>",saude_social_c6e5,,,Pessoais,35,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34505/1208201315593851_400x300.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34505/project_thumb_thumb_1208201315593851_400x300.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34505/project_thumb_small_1208201315593851_400x300.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34505/project_thumb_large_1208201315593851_400x300.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34505/project_thumb_video_cover_1208201315593851_400x300.jpg,0,0,0,0,failed,flex,finished,"2016-07-03 02:59:59.999999","2016-07-02 23:59:59.999999","2016-06-23 14:23:40.926417","2016-06-23 11:23:40.926417",,t,t,f,1,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 9, ""unit"" : ""days""}",0,"{""city"" : ""Fortaleza"", ""state_acronym"" : ""CE"", ""state"" : ""Ceará""}","{""id"" : 569939, ""name"" : ""Yuri de Carvalho Cruz""}",0,,f,f,0,f,f,f
