project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
27850,27850,535909,"Apoie o Bacuara","O seu apoio alimenta nosso sonho, no qual alimenta inspirações que podem florescer em qualquer lugar","<p>Maquina de estampa R$2.400,00<br>Notebook R$1300,00<br>Impressora R$250,00</p><p><br><br>Primeira fabricação <br>Camisas R$400,00<br>Canecas R$340,00<br>Bonés R$380,00<br>Chaveiros R$133,00<br>Tinta R$80,00<br>Catarse R$750,00</p><p><br><br>TOTAL R$6,196,00<br></p>",6196.0,"<p>O projeto visa a compra de uma máquina de estampa. Através dela podemos implantar uma forma de empreendedorismo em nosso entidade e incentivar ainda mais  a comunidade que nos apoia muito. Esses incentivos  será de grande ajuda para a próxima meta que é investir em nossa sede, contamos com o seu apoio e sua ajuda. A nossa causa pode ser a sua causa, que o Bacuara cresça, alimente o sonho de cada criança e até o seu.</p><p><br></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/wnHUwCKhh4o"" allowfullscreen="""" frameborder=""0""></iframe><p><br></p><p>Desde que foi fundado o Centro Social, Esporte, Cultura e Arte Bacuara vem realizando diversas atividades entre elas a promoção de cultura local e não local como a capoeira, dança (break dance), Grafitagem, o fortalecimento do esporte em nossa comunidade, o incentivo a arte através de objetos reciclados, o apoia a comunidade como um toldo e viu esse sonho quase ir por água abaixo no inicio de 2016 com a falta de recursos e sem ter sede própria. Viemos por meio desta campanha pedir o seu apoio.</p><p><br></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/rbhwyC6Lm94"" allowfullscreen="""" frameborder=""0""></iframe><p><br></p><p>Toda ajuda é bem vinda, contamos com ela.</p><p><br></p><p><br><iframe src=""//www.youtube.com/embed/E97p7q5yG08"" allowfullscreen="""" frameborder=""0"" height=""281"" width=""500""></iframe></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/40892/Projeto_Bacuara_Internet_01.jpg""></p><p><br></p>",apoieobacuara,//www.youtube.com/embed/7GGK8RJP5dI,https://www.youtube.com/watch?v=7GGK8RJP5dI,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/27850/Projeto_Bacuara_Internet_01.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/27850/project_thumb_thumb_Projeto_Bacuara_Internet_01.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/27850/project_thumb_small_Projeto_Bacuara_Internet_01.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/27850/project_thumb_large_Projeto_Bacuara_Internet_01.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/27850/project_thumb_video_cover_Projeto_Bacuara_Internet_01.jpg,0,0,0,0,failed,flex,finished,"2016-05-29 02:59:59.999999","2016-05-28 23:59:59.999999","2016-03-18 22:30:20.166397","2016-03-18 19:30:20.166397",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 71, ""unit"" : ""days""}",0,"{""city"" : ""Olinda"", ""state_acronym"" : ""PE"", ""state"" : ""Pernambuco""}","{""id"" : 535909, ""name"" : ""Centro Social Bacuara""}",0,,f,f,0,f,f,f
