project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
11052,11052,402557,"Turnê do Grupo Andora no México","A cultura do Brasil em suas mãos!","<ul><li>R$34.800,00 = Custeio<b> </b>de passagens aéreas internacionais para<b> 10 dançarinos para participar do festival em San Pedro de Atocpan, com a utilização de musicas gravada. <strong></strong></b> O festival se inicia no dia 10 e termina no dia 25 de julho. Nossa partida se dará quando pudermos embarcar pelo meno 10 componentes. </li><li>O valor individual de cada passagem de ida e volta é cerca de R$ 3.000,00 considerando o trajeto Vitória X Cidade do México. Quantia esperada: <strong>R$ 30.0000</strong> de passagens internacionais. </li><li>Considerando a taxa do Catarse, precisamos arrecadar cerca de <strong>33.900,00. R$ 30.000,00 x 13% = R$ 3.900,00</strong>. Sub-total: <strong>R$ 33.900,00</strong></li><li>As despesas com a remessa das recompensas terão um impacto de mais 3% do total inicial. No caso de <strong>R$30.000,00</strong>, será de <strong>R$ 900,00</strong>. Essa quantia é o resultado do valor solicitado dividido pela média dos valores de cada doação, multiplicado pelo valor da postagem de correio. Dessa forma, o valor solicitado passa a ser <strong>R$30.000,00 + R$3.900,00 + R$900,00 = R$34.800,00</strong></li><li>Caso a arrecadação seja maior, incorporaremos os 06 músicos e os demais dançarinos ao grupo para podermos participar do restante do <strong>Festival de</strong> <strong>San Pedro</strong> e também do <strong>Festival na Cidade de Zacatecas</strong> que começará no dia 26 de julho de 2015. A inclusão de cada Integrante custará mais <strong>R$3.000,00</strong>. A quantidade máxima é de 30 componentes: 21 dançarinos, 06 Músicos e 3 Apoiadores técnicos.</li></ul>",33900.0,"<p style=""margin-left: 20px;""><br></p><hr><p>A Cia de Dança Andora fará uma Turnê pelo México participando de dois Festivais Internacionais de Folclore nas Cidades de San Pedro de Atocpan e Zacatecas. Além disso visitará de praças públicas de outras cidades dos arredores, mostrando a Cultura e Arte popular do Brasil. São 30 integrantes entre dançarinos, músicos e pessoal de apoio, formado predominantemente por estudantes universitários com participação de professores da educação básica e artistas da comunidade do entorno da Universidade Federal do Espírito Santo.</p><p><a href=""https://www.youtube.com/watch?v=jjg29yOPMYs"">Reportagem da ITV</a><br></p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/4836/DSCF8569.JPG""></p><p>O grupo já possui recursos para produção, alimentação, hospedagem e deslocamentos internos em terras mexicanas. Os recursos que serão levantados nesse projeto serão utilizados no transporte aéreo do Brasil ao México. <br></p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/4839/Catira.jpg""></p><p><br></p><p>O grupo é um projeto de Extensão da Universidade, criado em 2008, para complementar a formação de professores para ensinar o Folclore nas escolas. Em sua trajetória foi além dos muros universitários e se transformou em uma Cia de Dança que está na estrada desde 2009 enriquecendo a vida cultural de seus integrantes que, consequentemente qualificam suas práticas de ensino e a bagagem cultural de seus alunos.<br></p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/4837/Festa_do_samba.jpg""></p><p>Desde 2010 o grupo participa de outros festivais internacionais no Brasil e na Europa  e, messe ano, fez a opção pela América Latina. A Turnê Mexicana acontecerá entre os dias 10 de julho a 02 de agosto de 2015.</p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/4838/DSC03582.JPG""></p><p>O presente projeto está dividido em três momentos de prioridades de acordo com a arrecadação de recursos: 1) Participação de 10 integrantes dançarinos no Festival na Cidade de San Pedro de Atocpan; 2) Participação de 14 dançarinos e 6 Músicos nos Festivais de San Pedro de Atocpan e de Zacatecas; 3) participação de 30 integrantes com 20 dançarinos, 6 músicos e 4 apoios técnicos nos dois festivais já mencionados.</p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/4840/Catira2.jpg""></p><p><br></p><p><br></p>",andora,//www.youtube.com/embed/f7AfqDZKjkM,"https://www.youtube.com/watch?v=f7AfqDZKjkM  ","Teatro e Dança",19,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11052/Ticumbi.JPG,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11052/project_thumb_thumb_Ticumbi.JPG,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11052/project_thumb_small_Ticumbi.JPG,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11052/project_thumb_large_Ticumbi.JPG,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11052/project_thumb_video_cover_Ticumbi.JPG,7.16814159292035398200,2430.0,36,34,failed,aon,finished,"2015-07-13 02:59:59","2015-07-12 23:59:59","2015-05-13 19:53:51.011139","2015-05-13 16:53:51.011139",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Cariacica"", ""state_acronym"" : ""ES"", ""state"" : ""Espírito Santo""}","{""id"" : 402557, ""name"" : ""Cia de Dança Andora""}",0,,f,f,0,f,f,f
