project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
36519,36519,599867,"Yangos: lançamento disco >> Chamamé <<","YANGOS convida você a lançar seu novo disco >> CHAMAMÉ << instrumental sul-americano.","<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/68513/custos_catarse.jpg""></p><p>Prensagem do disco R$ 5.260,00 (45%) <br>Mixagem e masterização R$ 2.500,00 (21%)<br>Projeto Gráfico e Assessoria de Comunicação R$ 2.500,00 (21%)<br>Porcentagem Catarse R$ 1.333,80 (13%)</p><p>TOTAL R$ 11.593,00<span class=""redactor-invisible-space""></span></p>",11593.0,"<p style=""text-align: center;""><strong>NOVO ÁLBUM | YANGOS CHAMAMÉ</strong></p><p style=""text-align: justify;"">Convidamos você a fazer parte da realização de um sonho: a finalização e lançamento do nosso novo disco YANGOS &gt;&gt; CHAMAMÉ &lt;&lt;. Ele representa a concretização de um longo processo de pesquisa e imersão em um dos ritmos que integram a cultura sul-americana e nossa formação musical, o <strong>Chamamé!</strong> Todo esse trabalho tem o acompanhamento e produção musical do grande maestro da guitarra pampeana, Dom Lucio Yanel. #FaçaParte, VAMOS JUNTOS fazer nosso novo disco existir!</p><p style=""text-align: center;""><strong>YANGOS</strong></p><p style=""text-align: justify;"">Somos uma banda de instrumental sul-americano que está localizada nas montanhas do sul do Brasil, mais especificamente em Caxias do Sul na Serra Gaúcha. Iniciamos nossa jornada musical no inverno de 2005 e desde então estamos juntos com mesma formação e atuação ininterrupta. Há quem diga que somos uma banda de Jazz Gaúcho Contemporâneo, ou então Instrumental de Raiz Sul-Americana com vibração jazzística e pegada rockeira, o que muitos ainda não sabem é que nossa alma é Chamamecera (isso mesmo, Chamamé), e é ela que impulsionou a realização deste álbum, o qual você é nosso convidado a fazer parte.</p><p style=""text-align: justify;"">Somos um quarteto formado pelos músicos César Casara (piano), Cristiano Klein (percussão), Rafael Scopel (acordeão) e Tomás Savaris (violão). Nesses mais de 10 anos de carreira, já lançamos 3 CDs e 1 DVD, você pode conferir clicando nos links: <a href=""https://youtu.be/aYL-eaY4L9s"" target=""_blank"">Tangos y Milongas</a> (2009), <a href=""https://youtu.be/XY1AvCSGxKk"" target=""_blank"">Às Pampas</a> (2013), <a href=""https://youtu.be/FujHx3WH8Vc"" target=""_blank"">Pampa: Pátria de Todos</a> com participação Dante Ramon Ledesma (CD e <a href=""https://www.youtube.com/playlist?list=PLcQWdI8A9hWPMUnsIFK6vra_1xKMmm7iE"" target=""_blank"">DVD</a> - 2013/2016). Agora, convidamos você a fazer parte da nossa história, apoiando a realização nosso 4º disco: Yangos &gt;&gt; CHAMAMÉ &lt;&lt;.<br></p><p style=""text-align: center;""><strong>LUCIO YANEL</strong></p><p style=""text-align: justify;"">Um avatar da música regional sul-americana, <em>Maestro Don Lucio Yanel</em> dispensa apresentações.  Violonista, cantor, compositor e folclorista argentino radicado no Brasil, Dom Lúcio é conhecido por sua vasta produção na história do violão gaúcho, além de gênio da guitarra pampeana. Sua maneira ímpar de tocar influenciou muitos de diferentes geração, como o violonista Yamandú Costa. </p><p style=""text-align: justify;"">Nossa amizade e parceria com Dom Lucio iniciou ainda em 2012, e foi através de sua sabedoria e ensinamentos que pudemos descobrir que o Chamamé ultrapassa a fronteira da música e representa também um sentimento. Em 2015, chegamos até o epicentro mundial do Chamamé, na <em>Fiesta Nacional del Chamamé</em>, em Corrientes/Argentina, onde subimos no palco principal do Festival ao lado do Maestro (<a href=""https://www.youtube.com/watch?v=nBphC3ACS6Q"" target=""_blank"">assista aqui</a>), e no ano seguinte, 2016, voltamos a Corrientes para o lançamento o EP Chamamé, o embrião do disco &gt;&gt; CHAMAMÉ &lt;&lt;.</p><p style=""text-align: center;""><strong>CHAMAMÉ</strong></p><p style=""text-align: justify;"">Chamamé é um ritmo folclórico originário da província de Corrientes na Argentina, que resulta da mescla das culturas dos povos guaranis e campesinos, e está fortemente presente na cultura do povo <em>gáucho (Sul do Brasil, Argentina, Paraguai, Uruguai)</em>. Quer saber mais? Confira o trailer do documentário <a href=""https://www.youtube.com/watch?v=BeLRDE-oDdg"" target=""_blank"">Ao Som do Chamamé</a> (Novelo Filmes).<br></p><p style=""text-align: center;"" rel=""text-align: center;""><strong>PORQUE APOIAR</strong></p><p style=""text-align: justify;"">Ao apoiar a finalização do álbum Yangos &gt;&gt; CHAMAMÉ &lt;&lt; você passa a fazer parte de um projeto que reúne a valorização da cultura latina sul-americana + música instrumental. Seu investimento retornará para você por meio das recompensas, que vão desde um CD autografado em suas mãos, até um show em sua casa ou onde você quiser. Ou seja, todos saem ganhando!</p><p style=""text-align: justify;"">Com o recurso do financiamento coletivo nós vamos finalizar e lançar o álbum Yangos &gt;&gt; CHAMAMÉ &lt;&lt; realizando as seguintes ações: mixagem e masterização, prensagem, arte gráfica e assessoria de comunicação. A previsão de lançamento do álbum é janeiro/2017, ou seja, logo menos ele estará em suas mãos. </p><p style=""text-align: justify;"">Com o disco &gt;&gt; CHAMAMÉ &lt;&lt; em mão, nosso objetivo é divulgar nosso trabalho para o MUNDO: distribuição em plataformas de <em>streaming</em> e, principalmente, fazendo shows!<br></p><p style=""text-align: justify;"">Quer conhecer uma prévia do que está por vir no novo disco? Clique nos links e confira: <a href=""https://www.youtube.com/watch?v=6IwTf6Dw1Zw"" target=""_blank"">ROMÁNTICA</a> | <a href=""https://youtu.be/LXCCjHiGabs"" target=""_blank"">RASGUIDO SERRANO</a></p><p style=""text-align: center;""><strong>O QUE É FINANCIAMENTO COLETIVO</strong></p><p style=""text-align: justify;"">O financiamento coletivo do Catarse é uma maneira de viabilizar projetos culturais da maneira coletiva, por meio de apoiadores, que são vocês. Cada um colabora com o valor que pode. Em troca são oferecidas recompensas, desde o próprio produto que será gerado a partir do financiamento, no caso, o disco Yangos Chamamé autografado, até pocket shows em sua casa.</p><p style=""text-align: justify;"">Toda movimentação financeira é feita por meio do Cartase: você faz ser cadastro, seleciona sua recompensa e forma de pagamento (boleto bancário e cartão de crédito, com possibilidade de parcelamento em 3x acima de R$ 100).</p><p style=""text-align: center;""><strong>FAÇA PARTE</strong></p><p style=""text-align: justify;"">Vamos juntos!!! Faça parte do disco Yangos &gt;&gt; CHAMAMÉ &lt;&lt;, que está sendo desenvolvido com muito carinho e dedicação. Você também ajuda convidando amigos pra somar. Escolha sua recompensa e venha curtir um CHAMAMÉ conosco!</p>",yangoschamame,//www.youtube.com/embed/6ZTrNv7sl9E,https://www.youtube.com/watch?v=6ZTrNv7sl9E,Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36519/card.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36519/project_thumb_thumb_card.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36519/project_thumb_small_card.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36519/project_thumb_large_card.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36519/project_thumb_video_cover_card.jpg,2.15647373414991805400,250.0,6,6,online,flex,published,"2016-11-08 01:59:59.999999","2016-11-07 23:59:59.999999","2016-09-23 03:48:22.430199","2016-09-23 00:48:22.430199",,t,f,t,45,"{""total"" : 43, ""unit"" : ""days""}","{""total"" : 2, ""unit"" : ""days""}",0,"{""city"" : ""Caxias do Sul"", ""state_acronym"" : ""RS"", ""state"" : ""Rio Grande do Sul""}","{""id"" : 599867, ""name"" : ""Yangos Quarteto Instrumental""}",0,,f,f,0,f,f,f
