project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
33500,33500,400565,"imagina.vc #4 #mulheres","Participe do nosso arraial e contribua com o conteúdo #4 do imagina.vc #mulheres","<p>Todo dinheiro será investido no conteúdo #4 do imagina.vc. </p>",500.0,"<p>|/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\|<br></p><p>Cumadres e cumpadis, como ceis tão?</p><p>Junho chega gelado em nossas vidas e para esquentar os todos “corpitchos”, convidamos vocês para o ARRAIAL DE LANÇAMENTO DO imagina.vc, um #encontraço para comemorar e celebrar as nossas conquistas. E, claro, não poderiam faltar vocês: pessoas queridas que acreditam e colaboram para este projeto ""bão dimais"" acontecer \\o/</p><p>|/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\|<br></p><p>O imagina.vc já está em seu terceiro conteúdo lançado, mas já se preparando para produzir o próximo.</p><p><strong>O tema #4 será das mulheres</strong>. O objetivo é despertar para o papel da mulher no mundo (cair a ficha) + instrumentalizar mulheres que querem desconstruir essa diferença.</p><p>Serão 5 dias de imersão em que reuniremos um grupo diverso de mulheres que pensam, vivem, lutam e experimentam dentro desse tema, para produzir conteúdo em formatos diversos.</p><p>Os 3 primeiros temas (Conflito, Viver com Menos e Hackeando na Política) foram financiados coletivamente. <strong>Para conseguir realizar o tema #4 estamos apostando na colaboração também para construir também o conteúdo. Os recursos levantados nessa breve campanha ajudarão a custear a imersão (alimentação, espaço, transporte, pessoas).</strong></p><p>Pra conhecer mais o nosso trabalho, dá um clique no <a href=""http://www.imagina.vc"">www.imagina.vc</a> ♥<br></p><p>|/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\| |/\\|<br></p>",lancamentoimaginavc,//www.youtube.com/embed/tSVtrqwlsQw,https://www.youtube.com/watch?v=tSVtrqwlsQw&feature=youtu.be,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33500/arraial_catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33500/project_thumb_thumb_arraial_catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33500/project_thumb_small_arraial_catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33500/project_thumb_large_arraial_catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33500/project_thumb_video_cover_arraial_catarse.jpg,61.00000000000000000000,305.0,10,9,successful,flex,finished,"2016-06-11 02:59:59.999999","2016-06-10 23:59:59.999999","2016-06-08 22:12:46.704426","2016-06-08 19:12:46.704426",,t,t,f,2,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 2, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 400565, ""name"" : ""IMAGINA COLETIVO""}",0,,f,f,0,t,f,f
