project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
14279,14279,430992,"Thiago Tavares na Bienal de Florença","Thiago Tavares na Bienal de Arte de Florença","<p>O custo total é de R$25.000,00 (vinte e cinco mil reais) e preparei boas recompensas para o apoio de vocês.</p><p><b>Os custos são:</b></p><p>Passagem aérea </p><p>Hospedagem</p><p>Alimentação </p><p>Translado local </p><p>Inscrição Bienal</p><p>Internacionalização das obras</p><p>Transporte das obras </p><p>Seguro</p><p>% Catarse </p>",25000.0,"<p>A Bienal Internacional de Arte Contemporânea de Florença é uma vitrine de excelência no cenário da arte contemporânea, com participação de artistas de todo o mundo.</p><p>A Bienal acontecerá do dia 17 a 25 de outubro de 2015 na localização histórica da Fortezza da Basso, na cidade de Florença, Itália.</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/11301/fb.jpg""></p><p>Com muito orgulho, fui selecionado para essa Bienal, mas preciso de apoio para cobrir os custos.</p><p>Fui selecionado com meu trabalho de Pintura e farei um vídeo documentário sobre a experiência na Bienal.</p><p>O custo total é de R$25.000,00 (vinte e cinco mil reais) e preparei boas recompensas para o apoio de vocês.</p><p><b>Os custos são:</b></p><p>Passagem aérea </p><p>Hospedagem</p><p>Alimentação </p><p>Translado local </p><p>Inscrição Bienal</p><p>Internacionalização das obras</p><p>Transporte das obras </p><p>Seguro</p><p>% Catarse </p><p>Fanpage: <a href=""https://www.facebook.com/thiagotavaresarte"">https://www.facebook.com/thiagotavaresarte</a></p><p> Site: <a href=""http://www.morfos.com.br/"">www.morfos.com.br</a></p><p><b>Recompensas:</b></p><p><b># R$20,00 </b>- Agradecimento especial na minha fanpage + agradecimento no vídeo documentário</p><p><b># R$100,00 -</b> Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”)</p><p><b># R$200,00 -</b> Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”)</p><p><b># R$400,00 -</b> Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Gravura</p><p><b># R$800 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Pintura (Trabalho da série “Pequenos Formatos” 10x10cm)</p><p><b># R$1.500 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Pintura 40x50cm (“Inversão”)</p><p><b># R$2.000 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Pintura 108x15cm (“Tábua de Caveiras”)</p><p><b># R$3.000 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Pintura 120x60cm (“Duas Caveiras Azuis”)</p><p><b># R$5.000 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 1 Camisa (Trabalho da série “Camisas Arte”) + 1 Garrafa (Trabalho da série “Olhos Atentos”) + 1 Pintura 150x150cm (pintura ainda não produzida, será realizada após contato com o apoiador)</p><p><b># R$10.000 - </b>Agradecimento especial na minha fanpage + agradecimento no vídeo documentário + 2 Camisas (Trabalho da série “Camisas Arte”) + 2 Garrafas (Trabalho da série “Olhos Atentos”) + 2 Pinturas 150x150cm (pinturas ainda não produzidas, serão realizadas após contato com o apoiador)</p><p>- “Camisas Arte”</p><p><a href=""https://www.facebook.com/media/set/?set=a.1407971246130895.1073741830.1407508759510477&amp;type=3"">https://www.facebook.com/media/set/?set=a.1407971246130895.1073741830.1407508759510477&amp;type=3</a></p><p>- “Olhos Abertos”</p><p><a href=""https://www.facebook.com/media/set/?set=a.1592421917685826.1073741843.1407508759510477&amp;type=3"">https://www.facebook.com/media/set/?set=a.1592421917685826.1073741843.1407508759510477&amp;type=3</a> </p><p>- “Gravuras”</p><p><a href=""https://www.facebook.com/media/set/?set=a.1593080597619958.1073741844.1407508759510477&amp;type=3"">https://www.facebook.com/media/set/?set=a.1593080597619958.1073741844.1407508759510477&amp;type=3</a> </p><p>- “Pequenos Formatos”</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/10646/pequenos_formatos.jpg""></p><p>- “Inversão”</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/10647/invers_o_vert.jpg""></p><p>-“Tábua de Caveiras”</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/10649/T_bua_de_Caveiras_-_T_cnica_mista_sobre_madeira_-_108x15cm.jpg""></p><p>-“Duas Caveiras Azuis”</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/10650/Duas_Caveiras_Azuis_-_T_cnica_mista_-_120x60.jpg""></p>",artethiagotavares,//www.youtube.com/embed/No7Ai6Lx6gw,https://youtu.be/No7Ai6Lx6gw,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/14279/1381950_10201618502561043_1312441822_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/14279/project_thumb_thumb_1381950_10201618502561043_1312441822_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/14279/project_thumb_small_1381950_10201618502561043_1312441822_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/14279/project_thumb_large_1381950_10201618502561043_1312441822_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/14279/project_thumb_video_cover_1381950_10201618502561043_1312441822_n.jpg,5.20000000000000000000,1300.0,5,5,failed,aon,finished,"2015-08-19 02:59:59","2015-08-18 23:59:59","2015-06-19 17:52:05.05681","2015-06-19 14:52:05.05681",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",2,"{""city"" : ""Niterói"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 430992, ""name"" : ""Thiago Tavares""}",0,,f,f,2,f,f,f
