project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
15100,15100,28333,"VERMELHO | paloma mecozzi","VERMELHO precisa da sua ajuda pra existir! primeiro livro de escritos e desenhos de PALOMA MECOZZI
","<p style=""margin-left: 20px;"">Pra que eu consiga fazer as 200 impressões do VERMELHO (112 páginas, tamanho A5, papéis diversos), será necessária uma verba de $7.000 - sendo $35 o valor de custo de cada unidade, considerando papel, tinta e encadernação. $970 é a porcentagem da arrecadação que vai para o catarse como forma de pagamento pelo uso da plataforma.</p><p style=""margin-left: 20px;""><strong></strong></p>",7500.0,"<p><iframe src=""https://player.vimeo.com/video/136757062?color=ff0f13&title=0&byline=0&portrait=0"" width=""640"" height=""360"" frameborder=""0"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen=""""></iframe></p><p><strong>éros<br></strong>poema de Paloma Mecozzi<br>musicado por Caio Amaral Falcão<br>câmera: Isadora Brant<br>edição: Caio Amaral Falcão</p><p><iframe src=""https://player.vimeo.com/video/133570548?color=ff0f13&title=0&byline=0&portrait=0"" width=""640"" height=""360"" frameborder=""0"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen=""""></iframe><br></p><p>poemas de Paloma Mecozzi<br>leitura: isabel Wolfenson<br>câmera: Isadora Brant<br>edição: Caio Amaral Falcão<br></p><p><iframe src=""https://player.vimeo.com/video/134209866?color=ff0f13&title=0&byline=0&portrait=0"" width=""640"" height=""360"" frameborder=""0"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen=""""></iframe><br></p><p><strong>porcelana chinesa<br></strong>poema de Paloma Mecozzi<br>musicado por André Sztutman<br>câmera: Isadora Brant<br>edição: Caio Amaral Falcão</p><p><em></em></p><p>Ω<br><br><strong>VERMELHO</strong> é a minha primeira publicação de escritos e trabalhos plásticos (desenhos e fotografias), editado em parceria com a Vibrant Editora ϟ</p><p style=""margin-left: 20px;""><strong>• PARA QUE ELE EXISTA FISICAMENTE, COM PESO E FORMA, CONTO COM A AJUDA DOS AMANTES & CURIOSOS •</strong><br></p><p><strong>aqui o link do meu site pra você conhecer melhor meu trabalho:<br><a href=""http://palomamecozzi.com/"">http://palomamecozzi.com/</a></strong></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/11969/11412401_925940187463986_7696775834907768090_n.jpg""></p><p><em>(dentro de mim guardo sons de um vulcão inativo)</em></p><p style=""margin-left: 20px;""><strong>•• </strong><br></p><p style=""margin-left: 20px;""><strong>ISTO É UMA PLATAFORMA DE PRÉ VENDA: </strong>você compra o livro e ajuda a bancar o custo das impressões.<strong><br></strong></p><p style=""margin-left: 40px;""><strong>PREÇO DE CUSTO: $35,00<br></strong></p><p style=""margin-left: 40px;""><strong>pré venda: $50 <br><strong>pré venda + frete:</strong> $60 </strong></p><p style=""margin-left: 40px;"">(parte da verba aqui arrecadada vai para o próprio catarse pelo uso da plataforma, e parte vai para gastos como correio, embalagens e afins).</p><p style=""margin-left: 20px;""><strong><span></span>como todo artista pena mas ninguém vive de ar, </strong>parte desses livros serão vendidos na pré-venda (através dessa plataforma) por um preço mais barato do que serão vendidos posteriormente, isto é,<strong> a $70</strong> cada. a grana arrecadada servirá para bancar o custo das impressões dos 200 exemplares. o restante será vendido em feiras independentes, como Tijuana, Feira Plana e por aí vai, <strong>já que todo o nosso trabalho não é pago</strong> - tanto o meu de artista quanto o da Isa e Martina como editoras e designers gráficas da Vibrant Editora, que toparam entrar no barco e se molharem junto comigo.</p><p style=""margin-left: 20px;"" rel=""margin-left: 20px;"">••<br></p><p style=""margin-left: 20px;""><strong>a pré venda funciona assim: </strong>você compra o livro e na compra ajuda a bancar o custo das impressões. além do livro, tem a opção de compra do pôster ou ainda a opção de compra do livro + pôster, que faz com que o livro custe menos. se você quiser gastar menos, fizemos a opção de compra e retirada no dia do lançamento, que não inclui gastos de envelope, embalagens e correio.<br></p><p style=""margin-left: 20px;"">••</p><p style=""margin-left: 20px;""><strong>VERMELHO </strong>é um livro que há um certo tempo vem sendo digerido; <br>é a vontade de tornar o meu trabalho mais palpável - ao imprimir e transformar desenhos e escritos num objeto material com peso e forma; é a maneira de acreditar nisso, na possibilidade de continuar fazendo e existindo.</p><p style=""margin-left: 20px;"">poderia ficar discorrendo sobre o livro ou sobre a importância dele, mas confesso que não sou boa de fazer isso. o que tá escrito lá tá escrito lá. alguns textos, assim como imagens, já foram publicados na internet - mas no livro eles se reconfiguram e ganham sentidos que pra mim foram completamente surpreendentes.</p><p style=""margin-left: 20px;"">acho um porre ter que vender meu peixe, as pessoas ficam cansadas e quando a coisa acontece ninguém quer mais ouvir falar sobre a coisa. mas a real é que <strong>eu preciso de verba para a impressão dos livros, com uma tiragem de 200 exemplares. e como sabemos, impressão é um troço caro pro diabo. </strong>pros que acham que vale a pena, ou pros que podem contribuir, a hora é agora.<br><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/11967/figo_baixa.png"" width=""289"" height=""407"" style=""width: 289px; height: 407px;""></p><p>pôster de figo | tamanho A3<br>impressão em papel de algodão hahnemühle</p><p style=""margin-left: 20px;"" rel=""margin-left: 20px;""><strong><br></strong></p>",palomamecozzi,//player.vimeo.com/video/136757062,https://vimeo.com/136757062,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15100/header2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15100/project_thumb_thumb_header2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15100/project_thumb_small_header2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15100/project_thumb_large_header2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15100/project_thumb_video_cover_header2.jpg,124.0000000000000000,9300.0,133,126,successful,aon,finished,"2015-09-03 02:59:59","2015-09-02 23:59:59","2015-07-24 20:24:03.225662","2015-07-24 17:24:03.225662",,t,t,f,40,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 40, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 28333, ""name"" : ""paloma mecozzi""}",0,,f,f,0,f,f,f
