project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
13680,13680,426632,"II Festival Cultural Mobiliza São Manuel","Queremos mais cultura para nossas cidades! Colabore e nos ajude a levar essa mensagem para frente.","<p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6869/Gr_fico_Pizza_II.gif"" alt="""" style=""width: 321px; height: 546px; display: block; margin: auto;"" width=""321"" height=""546""><br></p><p>Esses são valores aproximados. Eventualmente, poderão ser realocados conforme as necessidades da produção.</p><p>Por ser um festival colaborativo (sujeito a contribuições espontâneas) e aberto a toda e qualquer manifestação, fica difícil calcular com precisão os valores gastos em cada área. Porém, por nossa experiência, imaginamos que o resultado final tenderá para essa relação.</p><p>Nossas prioridades são:</p><p>1. Gastos de produção (equipamentos, alimentação para artistas e equipe, combustível, materiais diversos, comunicação).</p><p>2. Ajuda de custo para os artistas e proponentes mais distantes.</p><p>3. Ajuda de custo para os artistas das cidades vizinhas e os artistas locais.</p><p>Se, por ventura, conseguirmos arrecadar mais do que o necessário para concretizar essas prioridades,  dividiremos o excedente em:</p><ul> <li>50% para os artistas (de maneira igualitária);</li> <li>25% para o Mobiliza São Manuel e</li> <li>25% para o Fundo Municipal de Cultura.</li></ul>",10000.0,"<p style=""text-align: justify;""><strong>O Festival </strong></p><p style=""text-align: justify;"">O <a href=""http://festivalmobiliza.wix.com/2015"" target=""_blank"">Festival Cultural Mobilza São Manuel</a> é apenas um dos eventos organizados pelo Mobiliza São Manuel, coletivo que desde 2014 luta por mais cultura para a cidade de São Manuel.</p><p style=""text-align: justify;""><span></span>É, com certeza, nosso evento de maior visibilidade e impacto. Em 2014, fizemos a <a href=""http://festivalmobiliza.wix.com/saomanuel"" target=""_blank"">primeira edição do Festival</a>, quando mais de 1.000 pessoas prestigiaram as 24 atrações realizadas por 81 artistas de São Manuel, Botucatu, Itatinga, Tatuí, Lençóis Paulista e São Paulo.<span></span></p><p><img style=""width: 564px; height: 416px; display: block; margin: auto;"" src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6875/Geral_FEstival.jpg"" alt="""" width=""564"" height=""416""></p><p style=""text-align: justify;""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6878/Fernando.jpg""><br></p><p style=""text-align: justify;"">Dança, teatro, música, artesanato, artes plásticas, arte digital, circo, poesia e tecnologia trouxeram às ruas da cidade vida, reflexão e diversão.<br></p><p style=""text-align: justify;""><span></span>Para a segunda edição, que vai rolar no dia <strong>18 de julho no Jardim Municipal de São Manuel-SP</strong>, nossa meta é de triplicarmos o número de expectadores e dobramos o número de atividades.</p><p style=""text-align: justify;"">Baseados no sucesso da primeira edição e, principalmente, por estarmos desenvolvendo uma estratégia de comunicação melhor estruturada, acreditamos que esta seja uma meta bastante razoável.<br></p><p style=""text-align: justify;"">Para mais informações sobre o Festival Cultural acesse este <a href=""http://festivalmobiliza.wix.com/2015"" target=""_blank"">link</a>.</p><hr><p style=""text-align: justify;""><b>O Conceito</b><br></p><p>Inspirados no <i>Festival Baixo Centro</i> de São Paulo, resolvemos usar a ideia da ""cuidadoria"" - que vem da palavra cuidado. É uma espécie de subversão da curadoria, ou seja, nós não escolhemos as atividades que irão acontecer, quem for a fim de participar do evento, participa.</p><p>A pessoa inscreve sua proposta e todos, inclusive o proponente, ""cuidamos"" para que ela aconteça.</p><p>As possibilidades de inscrições são muito amplas, atividades artísticas de todas as linguagens, exposições, atividades esportivas, brincadeiras, workshops, palestras, cursos, tecnologia, intervenções e tudo o mais que a imaginação possa conceber.</p><p>O único impedimento é se não tivermos condições de atender as necessidades técnicas de que o projeto necessita.</p><p style=""text-align: justify;""><o:p></o:p></p><p style=""text-align: justify;""><strong><br></strong></p><hr><p style=""text-align: justify;""><strong>Qual o objetivo do Festival?</strong><o:p></o:p></p><p style=""text-align: justify;""><span class=""redactor-invisible-space"">Acreditamos que o poder público só vai dar a importância necessária para o desenvolvimento da cultura, quando a sociedade mostrar claramente que é isso o que ela deseja.</span><o:p></o:p></p><p style=""text-align: justify;""><span class=""redactor-invisible-space"">O Festival, além de ser um espaço para o fazer artístico e a reflexão coletiva, é também uma de nossas estratégias para gerar essa demanda social por mais arte e cultura.</span></p><p style=""text-align: justify;""><span class=""redactor-invisible-space""> Como diz o <a href=""http://mobilizasaomanuel.blogspot.com.br/2014/05/manifesto-do-grupo.html"">Manifesto de fundação do coletivo</a>, ""queremos </span>despertar nas pessoas a consciência para a importância da cultura no desenvolvimento de nossa sociedade"".<o:p></o:p></p><p style=""text-align: justify;""><br></p><hr><p style=""text-align: justify;""><strong>Por que precisamos de sua ajuda?</strong><o:p></o:p></p><p>Pois vamos construir o festival<b> SEM DINHEIRO PUBLICO</b>. Não que não queiramos relações com o poder público, não é isso! Nós até já realizamos eventos em parceria com a Prefeitura e a experiência foi positiva.</p><p>Mas, como a mensagem <b>“Queremos mais Cultura para São Manuel” </b>deverá<b> </b>ser ouvida principalmente por nossos governantes, nossa independência é essencial.</p><p>Toda a sociedade, principalmente o poder público, precisa de uma vez por todas, assumir suas responsabilidades para o fomento das artes e o reconhecimento da cultura como elemento central na construção de uma sociedade mais interessante.</p><p style=""text-align: justify;""><o:p></o:p></p>",festivalmobiliza,//www.youtube.com/embed/DHV-rNsfiWQ,https://www.youtube.com/watch?v=DHV-rNsfiWQ&feature=youtu.be,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/13680/Card_Apresenta__o.gif,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/13680/project_thumb_thumb_Card_Apresenta__o.gif,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/13680/project_thumb_small_Card_Apresenta__o.gif,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/13680/project_thumb_large_Card_Apresenta__o.gif,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/13680/project_thumb_video_cover_Card_Apresenta__o.gif,105.70000000000000000000,10570.0,105,92,successful,aon,finished,"2015-07-13 02:59:59","2015-07-12 23:59:59","2015-05-28 17:27:16.584792","2015-05-28 14:27:16.584792",,t,t,f,45,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 45, ""unit"" : ""days""}",13,"{""city"" : ""São Manuel"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 426632, ""name"" : ""Mobiliza São Manuel""}",1,,f,f,13,f,f,f
