project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
38388,38388,611252,"ONG Amor de Bicho de Volta ao Resgate","A ONG Amor de Bicho agora é quem pede socorro para voltar a resgatar animais que precisam de ajuda!","<p>com tal quantia vamos ajudar muitos deles, mas para ajudarmos vocês precisam primeiro nos ajudar! :)</p>",20000.0,"<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59069/capa_kickantev2.jpg""></p><h2>Muitos animais estão sofrendo e nos tem como única esperança de viver. Precisamos voltar ao resgate! </h2><p>Oi, amigos! Somos uma ONG de São Paulo que abriga atualmente mais de 80 animais e, como muitas outras na região, está totalmente sobrecarregada e realizando grandes esforços para suportar o cruel número de abandonos de animais por conta da crise. </p><p>Recebemos inúmeros pedidos de ajuda e vemos nossos amigos de patas sofrendo diariamente e resolvemos não resistir. Deixa-los à própria sorte expostos à fome, frio e maus tratos não é uma opção. Em quase todos os casos ONGs como a nossa são a única esperança para eles sobreviverem e estamos em uma situação de emergência, acumulando dívidas enormes com clínicas e fornecedores. Criamos essa campanha, pois já há mais de 30 dias não conseguimos resgatar nenhum animal sequer ou responder a qualquer chamado. </p><h2 class=""p1"" style=""font-family: &quot;Open Sans&quot;; line-height: 1.1; color: rgb(24, 24, 24); margin-top: 20px; margin-bottom: 10px; font-size: 35px;"">Os animais não desistiram e nós também não podemos</h2><h2><p class=""p1"" style=""margin-bottom: 10px; color: rgb(66, 66, 66); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif;"">Antes eram apenas os resgates suspensos agora está difícil mesmo continuar mantendo os que já estão conosco com os cuidados e amor necessários em nossos abrigos e clínicas parceiras. Temos um débito no valor de cerca R$ 20.000,00 que gradualmente tentaremos quitar com campanhas e outras formas de obter recursos. A situação acabou nos fazendo também gritar por ajuda! </p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59071/screen_shot_2016-07-06_at_1.25.33_am.png""> </p></h2><h2 class=""p2"" style=""font-family: &quot;Open Sans&quot;; line-height: 1.1; color: rgb(24, 24, 24); margin-top: 20px; margin-bottom: 10px; font-size: 35px;"">Mais de 600 animais puderam encontrar um lar! Ajude-nos a continuar.</h2><h2><p class=""p2"" style=""margin-bottom: 10px; color: rgb(66, 66, 66); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif;"">Por causa da Amor de Bicho, cerca de 600 animais abandonados já descobriram o que é ter uma vida feliz em um lar escolhido a dedo e acompanhado por nós após a adoção. Nessa situação crítica que estamos, sem sua ajuda não conseguiremos suportar mais resgates e seremos obrigados a continuar deixando os animais ao abandono. </p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59074/13575747_683743851806581_6831619438563401312_o.jpg""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59076/13619796_683718438475789_2427571587428051557_n.jpg""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59077/whatsapp-image-20160714.jpeg""></p></h2><h2 class=""p2"" style=""font-family: &quot;Open Sans&quot;; line-height: 1.1; color: rgb(24, 24, 24); margin-top: 20px; margin-bottom: 10px; font-size: 35px;"">O mais difícil está por vir e sem ajuda não conseguiremos!</h2><h2><p class=""p2"" style=""margin-bottom: 10px; color: rgb(66, 66, 66); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif;"">São inúmeros pedidos de ajuda diariamente mas sem pagar o que devemos não temos condições de assumir nada. </p><p class=""p2"" style=""margin-bottom: 10px; color: rgb(66, 66, 66); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif;"">Estamos com conta em aberto na seguinte pagina: </p><p class=""p2"" style=""margin-bottom: 10px; color: rgb(66, 66, 66); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif;""><a href=""https://www.facebook.com/amorzinhosparavoces/"">https://www.facebook.com/amorzinhosparavoces/</a> <br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59079/screen_shot_2016-07-06_at_1.45.13_am.png""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59080/screen_shot_2016-07-06_at_1.45.24_am.png""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59081/screen_shot_2016-07-06_at_1.45.31_am.png""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59084/screen_shot_2016-07-06_at_12.00.23_am.png""></p></h2>",ong_amor_de_bicho_de_volta_ao_resgate_d40c,//www.youtube.com/embed/IUyHYRIg62c,https://www.youtube.com/watch?v=IUyHYRIg62c,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38388/capa_kickantev2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38388/project_thumb_thumb_capa_kickantev2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38388/project_thumb_small_capa_kickantev2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38388/project_thumb_large_capa_kickantev2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38388/project_thumb_video_cover_capa_kickantev2.jpg,0,0,0,0,failed,flex,finished,"2016-08-15 02:59:59.999999","2016-08-14 23:59:59.999999","2016-07-26 01:22:28.212449","2016-07-25 22:22:28.212449",,t,t,f,20,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 20, ""unit"" : ""days""}",0,"{""city"" : ""Campinas"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 611252, ""name"" : ""Amor de Bicho""}",0,,f,f,0,f,f,f
