project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
36383,36383,587957,"Cálculo Inclusivo","Vamos somar esforços e contribuir para a ciência avançar. Faça parte deste projeto!","<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/55782/O_Or%C3%A7amento.jpg""></p><p>Ano 1</p><p>1 - Revisão literária pertinente ao desenvolvimento do projeto - R$ 65.000,00 (Relatório técnico que apresentará o estado da arte nas aplicações de engenharia elétrica).</p><p>2 - Reconhecimento dos sistemas matemáticos e de aplicação em engenharia. - R$ 62.000,00 (Relatório técnico que apresentará as informações coletadas e avaliação geral dos modelos matemáticos de engenharia que serão alvo do projeto).</p><p>3 - Reconhecimento e aquisição de dados dos modelos matemáticos - R$ 90.000,00 ( Relatório técnico exibindo o quadro resumo das principais informações organizada dos modelos, pertinentes ao desenvolvimento do projeto).</p><p>4 - Modelagem algébrica e montagem dos modelos matemáticos do cálculo inclusivo utilizando o Software TI-Nspire™ CX CAS e/ou o Matlab - R$ 135.000,00 (Relatório técnico contendo as informações sobre os resultados algébricos que evidenciam o cálculo inclusivo em função da necessidade aplicada a fenômenos físicos).</p><p>Ano 2</p><p>1 - Quantificação dos impactos causados pelo cálculo inclusivo - R$ 53.000,00 (Relatório técnico contendo o resultado do processamento das simulações e síntese gráfica dos resultados)<br></p><p>2 - Construção de modelo algébricos para uso direto e indireto do cálculo inclusivo. R$ 150.000,00 (Montagem de modelos matemáticos para avaliação de cenários e aplicações do cálculo inclusivo)</p><p>3 - Elaboração, registro e entrega dos resultados e modelagem matemática do cálculo inclusivo. R$95.000,00 (Montagem e editoração dos trabalhos conclusivos contendo os modelos matemáticos do cálculo inclusivo)</p><ol><li>Taxa do Catarse: 13%</li><li>Impostos: 4%<br></li></ol>",650000.0,"<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/55781/O_Projeto1.jpg""></p><p>Antes de iniciarmos o estudo dos fenômenos físicos é importante estabelecer o estudo de algumas medidas. Os fenômenos físicos apresentam conceitos diferentes e necessários.</p><p>Da necessidade de unidade conceitual decorre o objetivo de simplificar formulações comumente determinadas pelos fenômenos físicos. Conceitos como Massa Reduzida, Associação de Capacitores / Resistores, Máquina de Atwood, Impulso / Quantidade de Movimentos, etc., são fenômenos que apresentam similaridade em suas formulações matemáticas e conceitos diferentes.</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56066/catarse_ti_%C3%BCtulos_12_5.png""></p><p>Partindo destes pressupostos, este projeto objetiva conceituar e estabelecer modelos matemáticos que principiam a análise de suas similaridades e estabelece estudos como o Cálculo Inclusivo.</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56070/catarse_ti_%C3%BCtulos_06_5.png""></p><p>A tomar conhecimento e posse, o cálculo matemático, tal qual o conhecemos, será vigorosamente ampliado com este projeto, a ciência abrirá novas fronteiras do entendimento dos fenômenos físicos e das relações entre o Macro e o Micro. A insignificância das interações obterá demonstrações claramente evidenciadas.</p><p>O segundo projeto que será iniciado, Física das Interações, depende da conclusão deste. O projeto evidenciará o modelo matemático do campo eletromagnético e sua correlação gravitacional.</p><p>"" <a href=""https://www.catarse.me/Fisica"">https://www.catarse.me/Fisica</a> ""</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56072/catarse_ti_%C3%BCtulos_15_5.png""></p><p>Precisamos somar esforços e contribuir para que o projeto possa avançar. Precisamos de sua ajuda!<br></p><p>Contribua e Compartilhe esta iniciativa!</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56057/catarse_ti_%C3%BCtulos_18_5.png""></p><p>A colaboração de todos é muito bem-vinda, independentemente do valor. Os apoiadores estarão contribuindo para o desenvolvimento da ciência, especificamento, o cálculo matemático inclusivo. Cada apoiador deste projeto tem papel fundamental no desenvolvimento. Ao final terão o nome incluído no trabalho como apoiadores e receberão uma cópia digital.</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56052/catarse_ti_%C3%BCtulos_21_5.png""><br></p><p>Confira no vídeo o passo-a-passo para quem quer contribuir para <strong>o Projeto.</strong></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/IthuNnmsvsk"" frameborder=""0"" allowfullscreen=""""></iframe>",Calculo,,,"Ciência e Tecnologia",18,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36383/Screenshot_20160705-223802.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36383/project_thumb_thumb_Screenshot_20160705-223802.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36383/project_thumb_small_Screenshot_20160705-223802.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36383/project_thumb_large_Screenshot_20160705-223802.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/36383/project_thumb_video_cover_Screenshot_20160705-223802.png,0,0,0,0,online,flex,published,,,"2016-07-05 23:42:12.672069","2016-07-05 20:42:12.672069",,t,f,t,,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 81, ""unit"" : ""days""}",0,"{""city"" : ""Bauru"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 587957, ""name"" : ""Daniel Marques Santos""}",0,,f,f,0,f,f,f
