project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
24702,24702,514388,"Memórias de um Imperador - Ô sorte.","Uma breve biografia do sambista Wilson das Neves.","<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35685/2-1.3.jpeg""></p>",51211.0,"<p><br></p><p style=""text-align: center;""><iframe width=""500"" height=""281"" src=""//www.youtube.com/embed/cKlHi8u7Y60"" frameborder=""0"" allowfullscreen=""""></iframe><br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35623/2.3.jpeg"">  <img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35692/2.2.jpeg""><br></p><br>",memoriasdeumimperador,//www.youtube.com/embed/skMLzKhukUE,https://www.youtube.com/watch?v=skMLzKhukUE,Literatura,20,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24702/foto_dasneves_cortada.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24702/project_thumb_thumb_foto_dasneves_cortada.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24702/project_thumb_small_foto_dasneves_cortada.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24702/project_thumb_large_foto_dasneves_cortada.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24702/project_thumb_video_cover_foto_dasneves_cortada.png,11.54048934799164242100,5910.0,51,48,failed,aon,finished,"2016-03-09 02:59:59.999999","2016-03-08 23:59:59.999999","2016-01-18 17:24:01.336683","2016-01-18 15:24:01.336683",,t,t,f,50,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 50, ""unit"" : ""days""}",2,"{""city"" : ""Rio de Janeiro"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 514388, ""name"" : ""TIAGO P MAGALHAES""}",5,,f,f,10,f,f,f
