project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
37598,37598,607184,"Livro Menina Mulher por Bernardo Moreira","Um livro sobre sentimentos, amores e meninas mulheres.","<p style=""margin-left: 20px;"">Taxa do Catarse: 13%, R$3.900,00</p><p>Diagramação: R$2.000,00</p><p>Gráfica e envio dos livros: R$24.100,00</p>",30000.0,"<p>O Menina Mulher vem sendo desenvolvido há mais de três anos, foca na beleza dos sentimentos e corpos de mais de uma centena de modelos, das mais diversas idades, origens e cores. Cada Menina Mulher conta uma história, mesmo sem falar. Cada uma carrega no olhar, no jeito de andar, na forma de portar e de se apresentar. No jeito como segura o cabelo ou toca a si mesma. Os retratos são sobre o mais profundo de cada moça, procurando compreender sua história e num “clique”, fazer os meus sentimentos e os dela se encontrarem e... virarem arte. É disso que tratam as imagens. Dar força para quem mais precisa.</p><p>	Esse sonho cresceu pelas mídias sociais, alcançou sites internacionais e reconhecimento dentro do Brasil com duas exposições exclusivas na Fnac de Brasília e imagem principal do Mês da Fotografia de 2014, no Museu Nacional de Brasília. Eu não poderia estar mais grato por todo o apoio continuado de todos ao meu redor e online. Tudo isso é que me faz continuar criando e compartilhando com vocês a minha visão de mundo. </p><p>	Agora, perto do quarto aniversário, chegou a hora de fechar mais um ciclo com uma, mais que merecida, publicação em forma livro! Uma coletânea em 124 páginas e mais de 40 modelos, com as imagens mais marcantes do projeto, apresentando a maior diversidade possível de origens, corpos, cores, sentimentos e experiências. Do melancólico ao romântico, da alegria à nostalgia, quis trabalhar sensações, texturas e pensamentos de uma forma que as mídias sociais ainda não me permitiram. </p><p>	Para tornar esse sonho realidade, preciso da sua ajuda: seguidores, amigos, conhecidos, artistas e admiradores. Na carência de publicações de nu feminino artístico nacionais, essa é a minha tentativa de preencher um espaço vazio. Tantas sensações, histórias em forma de imagem e sentimentos merecem serem sentidos entre os dedos e ganharem o mundo físico.<img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/57845/Apresentac%CC%A7a%CC%83o-Cartarse-pt-1-0.jpg"" style=""font-size: 14px; line-height: 1.6em;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/57846/Apresentac%CC%A7a%CC%83o-Cartarse-pt-2-colorido.jpg"" style=""font-size: 14px; line-height: 1.6em;""></p>",meninamulher,//www.youtube.com/embed/p35NHwFGW8U,https://www.youtube.com/watch?v=p35NHwFGW8U&feature=youtu.be,Fotografia,17,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37598/CATARSE-FINAL.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37598/project_thumb_thumb_CATARSE-FINAL.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37598/project_thumb_small_CATARSE-FINAL.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37598/project_thumb_large_CATARSE-FINAL.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37598/project_thumb_video_cover_CATARSE-FINAL.jpg,14.03333333333333333300,4210.0,22,22,successful,flex,finished,"2016-09-15 02:59:59.999999","2016-09-14 23:59:59.999999","2016-07-16 20:33:08.090061","2016-07-16 17:33:08.090061",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Brasília"", ""state_acronym"" : ""DF"", ""state"" : ""Distrito Federal""}","{""id"" : 607184, ""name"" : ""Bernardo Moreira""}",10,,f,f,0,t,f,f
