project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
22850,22850,505631,"Sri Swami Vishwananda | Tour Brasil 2016","Jai Gurudev!","<p>Catarse 13%</p><p>Recompensas 39%</p><p>Divulgação: 13%</p><p>Estrutura física + equipamentos para evento: 17%</p><p>Aluguel de Equipamento de som + Microfone + Amplificadores + Mesa de Som: 5%</p><p>Alimentação: 8%</p><p>Imprevistos: 5%<br></p><p>Caso ultrapasse o valor da meta o restante arrecadado será destinado para construção e manutenção do Centro Sri Swami Vishwananda, em Moeda | MG.<br></p>",10000.0,"<p>Queridos Amigos,</p>  <p>Jai Guru Dev!</p>  <p>Swami Vishwananda virá ao Brasil, em Janeiro de 2016, e visitará 4 cidades (Florianópolis, Belo Horizonte, Goiânia e Salvador). Será um momento muito especial de conexão direta com nosso mestre e uma grande oportunidade para  vivenciarmos sua energia luminosa e amorosa. Ele fará uma temporada de 2 dias, em Belo Horizonte, com programação intensa. Então para esses 02 dias de  eventos resolvemos criar essa campanha de <i>crowdfunding </i>para ajudar nos custos desse nosso encontro e também para darmos início ao processo de construção do Centro Swami Vishwananda na Serra da Moeda, MG.</p>  <p>Convidamos você e sua rede de amigos para colaborar com a campanha de <i>crowdfunding </i>e você ainda levará uma recompensa especial por ter acreditado e ajudado nessa ideia. </p>  <p>Confira a programação da temporada de Swami em BH.</p>  <p><strong>16 de janeiro 2016 – Darshan  - às 16H | Escola da Serra | BH</strong></p>  <p><strong>17 de janeiro 2016 – Satsang, no Centro Swami Vishwananda - às 15H| na Serra da Moeda | MG</strong></p>  <p>Para quem não conhece e quer conhecer um pouco mais de cada um dos eventos veja a descrição abaixo e compartilhe essa ideia!</p><p>QUEM É MAHAMANDALESHWAR SRI SWAMI VISHWANANDA?</p><p>É um mestre espiritual iluminado das Ilhas Maurício. Os seus ensinamentos, a sua presença e carisma já tocaram os corações de milhares de pessoas. Seu amor, compaixão e humildade são exemplos constantes para todos que o conhecem. Swami ajuda cada um a redescobrir a própria natureza divina, e restaurar a conexão com Deus em nossas vidas cotidianas. Há anos que ele viaja incansavelmente por todo o mundo, a fim de cumprir a sua missão de ¨Abrir o coração das pessoas”, para o Amor Divino que já se encontra dentro de cada um de nós.<br></p><p><strong>O QUE É CADA EVENTO:</strong></p><p><strong>DARSHAN: <strong>“Darshan”</strong> significa literalmente “vislumbrar” o Divino. Na vida cotidiana é muito difícil reconhecer Deus nos outros e em nós mesmos. A maioria de nós, na verdade, se esquece de sua natureza divina. O objetivo do Darshan de <strong>Sri Swami Vishwananda</strong> é nos relembrar quem verdadeiramente somos. Swami vê em nós algo muito maior do que aquilo que somos capazes de enxergar.</strong></p><p><strong>SATSANG: A palavra Satsang é derivada da raiz Sânscrita “Sat”, que significa “verdade maior” e “sanga” que significa “companhia”. Satsang é uma oportunidade única para estar na presença de um Mestre iluminado juntamente com outros buscadores espirituais, onde podemos fazer perguntas e receber explicações claras e significativas sobre os grandes mistérios espirituais da vida.</strong></p><p><strong></strong><strong>Compartilhe </strong><strong>esse evento com sua rede de familiares e amigos. Acesse: https://www.facebook.com/events/330206427103235</strong></p><p><strong>IMPORTANTE:</strong></p><p><strong>Todas as recompensas serão entregues, somente, no evento ""Darshan"" que acontecera no dia 16 de janeiro de 2016, às 16H, na Escola da Serra, em BH|MG.</strong></p><p><strong>Rua do Ouro, nº 1900 | Serra | BH | MG</strong><br></p><p><strong>+ INFO: 31 99302- 3103 [Sushila]</strong></p><p><br></p>",swamitourbrasil2016,//www.youtube.com/embed/NBfMox1FxyM,"",Eventos,10,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/22850/12239689_868571916583708_834243964910597413_n__4_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/22850/project_thumb_thumb_12239689_868571916583708_834243964910597413_n__4_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/22850/project_thumb_small_12239689_868571916583708_834243964910597413_n__4_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/22850/project_thumb_large_12239689_868571916583708_834243964910597413_n__4_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/22850/project_thumb_video_cover_12239689_868571916583708_834243964910597413_n__4_.jpg,5.50000000000000000000,550.0,6,4,failed,aon,finished,"2016-01-08 01:59:59.999999","2016-01-07 23:59:59.999999","2015-12-08 21:24:27.36907","2015-12-08 19:24:27.36907",,t,t,f,30,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 30, ""unit"" : ""days""}",0,"{""city"" : ""Belo Horizonte"", ""state_acronym"" : ""MG"", ""state"" : ""Minas Gerais""}","{""id"" : 505631, ""name"" : ""Heloisa Feichas""}",0,,f,f,0,f,f,f
