project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
38573,38573,612555,"Ponto e Vírgula","""Indica um tom ligeiramente descendente, mas capaz de assinalar que o período não terminou.""","<p>Escolhemos o financiamento Tudo ou Nada do Catarse para o nosso projeto, ou seja, se não atingirmos nossa meta de R$1500,00 não poderemos colocar nosso projeto em prática e todo o dinheiro arrecada volta para cada um de vocês automaticamente.</p><p>MAS se vocês nos ajudarem a atingir nossa meta iremos usar o dinheiro arrecado, como mostra no gráfico, podendo assim lançar nosso zine e entregar as lindas recompensas para todos!</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60792/GR%C3%81FICO.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60793/AGRADECIMENTOS.jpg""></p><p style=""margin-left: 20px;"">Desde já nós agradecemos a todos que apoiaram, divulgaram,incentivaram e acreditaram nesse projeto. O incentivo e estimulo de cada um ficará guardado pra sempre em nossas memórias e nos fará seguir acreditando na nossa arte, naquilo que nos move e faz feliz. Gratidão!</p><p style=""text-align: right;"">""Troque certezas por alguns sonhos mágicos""</p>",1500.0,"<p style=""margin-left: 20px;"">Ponto e vírgula é um zine que reúne doze poemas escritos por Gessyka e nove ilustrações assinadas por Carol de Santi.<br></p><p style=""text-align: justify; margin-left: 20px;"" rel=""text-align: justify; margin-left: 20px;"">“O ponto é vírgula indica uma pausa maior que a vírgula e menor que o ponto. Quanto à melodia da frase, indica um tom ligeiramente descendente, mas capaz de assinalar que o período não terminou. ”</p><p style=""text-align: justify; margin-left: 20px;"">Essa é a essência do zine, uma pausa para respirar e recomeçar. Abordando algumas das fases do amor e os sentimentos gerados por ele, reafirmando que tudo é um ciclo e que quando algo termina abre a possibilidade pro novo.</p><p style=""text-align: justify; margin-left: 20px;"">*A seguir uma das páginas do zine ""Ponto e vírgula"":</p><p>                      <img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/61041/i.jpg""></p><p style=""text-align: justify;""><strong></strong></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60158/Como_ser%C3%A1.jpg"" data-pin-nopin=""true""></p><p style=""margin-left: 20px;"">O zine será feito no tamanho 14,8x21 cm. Sua capa será feita em papel recilcado, 240g e as outras 17 páginas também em papel reciclado, 75 g. Tudo vincado, dobrado e grampeado com muito amor e carinho!</p><p style=""text-align: justify;""><strong></strong></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60086/zine_ponto_e_virgula_tamanho.jpg""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60306/AS_AUTORAS.jpg""><br></p><p>Que tal agora dar uma olhada nas recompensas que preparamos?</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/61042/13932047_1008476835940214_446924539_o.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60162/RECOMPENSAS.jpg""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60796/001.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60797/002.jpg"" alt="""" style=""font-size: 14px; line-height: 1.6em; display: block; margin: auto;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60800/003.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60799/004.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60805/007_CART%C3%95ES.jpg"" alt="""" style=""display: block; margin: auto;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60802/006.jpg"" alt="""" style=""display: block; margin: auto;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60803/007.jpg"" alt="""" style=""display: block; margin: auto;""></p>",pontoevirgula,//player.vimeo.com/video/177721479,https://vimeo.com/177721479,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38573/Sem_título.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38573/project_thumb_thumb_Sem_título.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38573/project_thumb_small_Sem_título.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38573/project_thumb_large_Sem_título.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38573/project_thumb_video_cover_Sem_título.png,106.0000000000000000,1590.0,45,43,online,aon,published,"2016-10-05 02:59:59.999999","2016-10-04 23:59:59.999999","2016-08-05 22:56:05.113394","2016-08-05 19:56:05.113394",,t,f,t,60,"{""total"" : 9, ""unit"" : ""days""}","{""total"" : 50, ""unit"" : ""days""}",0,"{""city"" : ""Natal"", ""state_acronym"" : ""RN"", ""state"" : ""Rio Grande do Norte""}","{""id"" : 612555, ""name"" : ""Carolina de Santi""}",4,,f,f,0,f,f,f
