project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
24369,24369,514698,"Bloco Vira-Lata - 10 anos ","Dependemos de Você para botar nosso bloco na rua!",,10000.0,"<p><strong>Objetivo de Arrecadação:<br><br></strong>Com esta crise que ronda o cenário nacional, especialmente no ano em que comemoramos 10 anos de bloco estamos com dificuldade em acertar os parceiros deste ano, então a maioria dos realizadores do bloco estão disponibilizando verba pessoal para a realização do mesmo, na data do dia 24/01/2016. </p><p>Temos um custo mínimo aproximado de 50 mil reais, estamos pedido ajuda dos nossos amigos que como nós, amam este Bloco! Pretendemos arrecadar aproximadamente 20% dos custos com esta campanha.</p><p>*O Valor que passar dos nossos objetivos será destinado a projetos sociais ligados a animais.</p><p><strong>Apresentação:</strong></p><p><strong></strong>Desde 2007 o Bloco Vira-Lata desfila no pré-carnaval de Rua do Rio de Janeiro, arrastando uma multidão de foliões. E já é considerado um dos maiores blocos de Rua do Rio de Janeiro.</p><p><strong>Vejam alguns Vídeos do Bloco Vira Lata:</strong></p><p>Vira-Lata no Circuito Carioca</p><p><iframe width=""500"" height=""281"" src=""//www.youtube.com/embed/jAXPOfoB8sY"" frameborder=""0"" allowfullscreen=""""></iframe></p><p>2014</p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/CbOVYePKZBE"" frameborder=""0"" allowfullscreen=""""></iframe><p>2013</p><p><iframe width=""500"" height=""281"" src=""//www.youtube.com/embed/8jMnGGI78QQ"" frameborder=""0"" allowfullscreen=""""></iframe><br></p>2012<br><br><iframe width=""500"" height=""281"" src=""//www.youtube.com/embed/ASqFqU-OG5I"" frameborder=""0"" allowfullscreen=""""></iframe><p>2011</p><p><iframe src=""https://www.youtube.com/embed/fFEw0j77wGU"" frameborder=""0"" allowfullscreen="""" style=""line-height: 22.4px; width: 500px; height: 281px;""></iframe><br></p>",BlocoViraLata10anos,,,Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24369/bloco.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24369/project_thumb_thumb_bloco.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24369/project_thumb_small_bloco.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24369/project_thumb_large_bloco.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24369/project_thumb_video_cover_bloco.jpg,118.35000000000000000000,11835.0,102,88,successful,aon,finished,"2016-01-23 01:59:59.999999","2016-01-22 23:59:59.999999","2016-01-08 18:43:46.531218","2016-01-08 16:43:46.531218",,t,t,f,14,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 14, ""unit"" : ""days""}",0,"{""city"" : ""Rio de Janeiro"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 514698, ""name"" : ""Bloco Vira Lata""}",6,,f,f,0,f,f,f
