project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
12172,12172,390703,"NAC - Núcleo de Arte e Cidadania","O futuro é uma semente que plantamos hoje.","<p>Os valores arrecadados através do Catarse será direcionado exclusivamente para a realização da implantação desse projeto. Também estaremos buscando parcerias externas e que serão de grande importância para mais ações e a diversidade da programação.</p><p>E assim trabalharemos com o recurso:</p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/2584/orc.jpg""></p><p>Lembrando que a questão do aluguel está prevista já que não temos nenhuma parceria para a realização em espaços públicos. Mas caso tenhamos algum apoio nesse sentido o valor correspondente será alocado para mais atividades no Núcleo. Todas as prestações de contas do projeto ficarão disponíveis após a conclusão do período para os que assim desejarem.</p>",8023.0,"<p style=""text-align: justify;""><b>APRESENTAÇÃO</b></p><hr><p style=""text-align: justify;"">O projeto NAC - Núcleo de Arte e Cidadania funciona como um grande ponto de cultura que é instalado por um determinado tempo dentro de uma comunidade com alto risco de vulnerabilidade social. Levando semanalmente, durante 03 meses consecutivos, laboratórios de arte, cultura e cidadania, com foco em crianças e adolescentes que não possuem atividades em seu contra turno escolar.</p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/2581/chamada_geral_2.jpg""></p><p style=""text-align: justify;"" rel=""text-align: justify;"">Os altos índices de criminalidade e falta de acesso direto aos bens culturais é uma realidade vivida por milhares de jovens que não possuem a oportunidade de experimentação e novas vivências coletivas na comunidade em que vivem. Instalar um núcleo como esse direto no centro da comunidade, além de ser uma forte ferramenta para iniciar um processo de mudança, faz com que os moradores do entorno possam resgatar o sentimento de pertencimento e buscarem futuras parcerias para que o projeto se fortaleça e continue com suas próprias pernas.</p><p style=""text-align: justify;"">O nosso trabalho limita-se em mostrar o caminho, reestruturar e fortalecer equipes de multiplicadores do processo dentro da comunidade. Dessa forma a sustentabilidade de ações dessa natureza será muito mais dinâmica e com grandes chances de se tornar um espaço vivo e formador de jovens engajados e culturalmente ativos.</p><p><br></p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/2582/chamada_geral.jpg""></p><p><br></p><p style=""text-align: justify;"" rel=""text-align: justify;"">Após essa etapa de três meses, nossa equipe passa a cuidar de longe, prestando toda a assessoria necessária para que as atividades continuem e de lá surjam outras iniciativas que possam contribuir para a diminuição dos índices de criminalidade e evasão escolar, por exemplo. Partimos para outros bairros e assim, sucessivamente, vão-se criando Núcleos de Arte e Cidadania em diversos pontos da cidade. Modelo perfeitamente adaptável para outros municípios se assim houver interesse por parte dos grupos locais.</p><p style=""text-align: justify;"">O primeiro núcleo será instalado na cidade de Santa Rita do Sapucaí - MG, no conjunto de bairros populares conhecidos como “Nova Cidade”. Um local onde vivem milhares de famílias que sofrem com a falta de estrutura adequada, ausência de projetos sociais de grande impacto, altos índices de violência e que nos últimos anos busca oportunidades de transformação social em iniciativas isoladas, mas que ainda requer uma atenção especial por sua diversidade populacional.</p><p><b>QUAIS ATIVIDADES ESTARÃO PREVISTAS NO PROJETO?</b></p><hr><p>O projeto pretende oferecer 100 vagas nas mais diversas atividades interdisciplinares, como por exemplo:</p><p>1.<strong><em>OFICINA DE TEATRO</em></strong></p><p>2.<strong><em>OFICINA DE DANÇA</em></strong></p><p>3.<strong><em>OFICINA DE FOTOGRAFIA</em></strong></p><p>4.<strong><em>OFICINA DE ARTES VISUAIS E NOVAS LINGUAGENS CRIATIVAS</em></strong></p><p>Todas as aulas são semanais, com atividades extras durante outros horários como:</p><p>1.<strong><em>EXIBIÇÃO DE FILMES EDUCATIVOS</em></strong></p><p>2.<em><strong>APRESENTAÇÃO DE ESPETÁCULOS DE TEATRO</strong></em></p><p>3.<strong><em>PALESTRAS SOBRE CIDADANIA E CRIATIVIDADE</em></strong></p><p style=""text-align: justify;"">Todas as crianças e adolescentes que participam do projeto recebem um acompanhamento com relação aos assuntos que mais forem pertinentes para o seu desenvolvimento social, como apoio com aulas particulares, consultas psicológicas com profissionais voluntários e outras ações que forem pertinentes e possíveis de realização no período do projeto.</p><p><strong>A NOVA CIDADE</strong></p><p style=""text-align: justify;"">Região composta pelos bairros: José Gonçalves Mendes, Marcos Baracat, Santa Felicidade, São Benedito, São João, São Roque e Recanto das Margaridas, conta hoje com aproximadamente 8 mil habitantes sendo mais de 2 mil crianças e jovens.</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/2583/bairro1.jpg""></p><p style=""text-align: justify;"" rel=""text-align: justify;"">Uma região de Santa Rita do Sapucaí - MG que precisa de uma atenção especial em diversas áreas como segurança pública, infraestrutura básica, educação e cultura. Muita coisa já foi realizada mas existe a necessidade de implantação de um projeto onde todos façam parte e possam dar continuidade independente do Poder Público. No bairro também está localizado o Presídio da cidade onde já realizamos algumas atividades relacionadas ao cinema, com exibições de filmes aos reeducandos. Além de outras ações como apresentações de espetáculos na escola do bairro, filme na praça, etc.</p><p style=""text-align: justify;"">Atualmente somos os responsáveis pela programação do CEU da cidade de Itapira - SP, de onde aproveitaremos várias experiências com situações de resgate e formação de platéia.</p><p><strong>Agora só dependemos da sua ajuda para que tudo isso se torne realidade para os moradores desse bairro. Contamos com vocês!</strong></p>",nac,//www.youtube.com/embed/phCVkITHZ0M,https://youtu.be/phCVkITHZ0M,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12172/logo_jpg_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12172/project_thumb_thumb_logo_jpg_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12172/project_thumb_small_logo_jpg_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12172/project_thumb_large_logo_jpg_2.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12172/project_thumb_video_cover_logo_jpg_2.jpg,3.36532469151190327800,270.0,8,8,failed,aon,finished,"2015-06-01 02:59:59","2015-05-31 23:59:59","2015-04-16 22:18:19.610474","2015-04-16 19:18:19.610474",,t,t,f,45,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 45, ""unit"" : ""days""}",3,"{""city"" : ""Santa Rita do Sapucaí"", ""state_acronym"" : ""MG"", ""state"" : ""Minas Gerais""}","{""id"" : 390703, ""name"" : ""Sapucaí Eventos Criativos""}",0,,f,f,3,f,f,f
