project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
38402,38402,149946,"Ocupação Pandorga","Lutas, Resistências e Transformações através de ARTE, CULTURA & EDUCAÇÃO.","<p>&gt; MATERIAIS </p><p>Caibro 8x8 Eucalipto<br>Quantidade: 145,00<br>Preço: R$10,00<br>Subtotal: 1.450,00</p><p>Caibro 5x7 Eucalipto<br>Quantidade: 230,00<br>Preço: R$10,00<br>Subtotal: 2.300,00</p><p>Telha Fibrocimento 5mm<br>Quantidade: 335,00<br>Preço: R$40,00<br>Subtotal: 13.400,00</p><p>Cumeeira Fibrocimento<br>Quantidade: 50,00<br>Preço: R$33,90<br>Subtotal: 1.695,00</p><p>Parafuso travante p/telha<br>Quantidade: 1.316,00<br>Preço: R$1,00<br>Subtotal: 1.316,00</p><p>&gt; MÃO DE OBRA (reforma total do prédio, totalizando 770M² troca de toda estrutura em madeira e telhas)</p><p>Quantidade: 770,00<br>Preço: R$20,00<br>Subtotal: 15.400,00</p><p>&gt; TOTAL DA REFORMA (Materiais + Mão de obra + Desconto de 5%): R$33.782,95</p><p>&gt; TAXA DE 13% DO CATARSE: R$4.391,78</p><p>&gt; CONFECÇÃO DAS CONTRAPARTIDAS: R$1.825,27<br><br></p>",40000.0,"<p><strong>   A Pandorga é uma ocupação urbana que completa um ano de luta e resistência. Localizada na Vila Cabo Rocha (POA/RS) organiza-se através de um coletivo autônomo de sujeitos-desejantes comprometidos em criar, compartilhar e divulgar arte, cultura e educação. Nessa considerável trajetória percorrida se pode vivenciar na Ocupação Pandorga experiências transformadoras. Muitas alegrias e tristezas, conquistas e perdas constituíram o nosso caminhar. Entretanto, inegavelmente, todos os momentos serviram e servem como aprendizagens. Dentre tantas situações ocorridas, uma vem sendo o desafio emergencial a ser superado. Após o temporal catastrófico ocorrido em Porto Alegre no mês de fevereiro de 2016, a Pandorga sofreu fortes prejuízos nas suas estruturas físicas. Por isso, a Ocupação necessita urgentemente de reparos, em especial, o concerto do telhado.</strong><br></p>  <p><strong>   Desde o início da ocupação, o cenário encontrado era de total descaso e abandono desse local público. Porém, ao longo dos meses, construções, desconstruções e reconstruções foram sendo realizadas por muitas mãos amigas através de inspiradores mutirões. Significativas transformações ocorreram no território pandorguense. Os espaços ganharam vida, intencionalidades que potencializaram um voar alto da Pandorga enquanto arte, cultura e educação.</strong></p>  <p><strong>   Agora, precisamos dar continuidade a tudo isso. A Pandorguita necessita seguir alçando voo. E para que a estrutura não permaneça sendo deteriorada, as atividades não sejam canceladas em dias de chuva, bem como as pessoas não fiquem sem poder frequentar essa potente possibilidade artística, cultural e educacional é que solicitamos o seu apoio!</strong></p><p><strong></strong></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/59142/11745862_1641647249411630_3529272456720297888_n.jpg"" width=""330"" height=""212"" style=""width: 330px; height: 212px;""></p>",ocupacaopandorga,//www.youtube.com/embed/TJyEip4W4l4,https://youtu.be/TJyEip4W4l4,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38402/0PANDORGAAAA.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38402/project_thumb_thumb_0PANDORGAAAA.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38402/project_thumb_small_0PANDORGAAAA.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38402/project_thumb_large_0PANDORGAAAA.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/38402/project_thumb_video_cover_0PANDORGAAAA.jpg,6.36250000000000000000,2545.0,45,38,online,flex,published,"2016-10-08 02:59:59.999999","2016-10-07 23:59:59.999999","2016-08-08 15:03:02.569304","2016-08-08 12:03:02.569304",,t,f,t,60,"{""total"" : 12, ""unit"" : ""days""}","{""total"" : 47, ""unit"" : ""days""}",6,"{""city"" : ""Porto Alegre"", ""state_acronym"" : ""RS"", ""state"" : ""Rio Grande do Sul""}","{""id"" : 149946, ""name"" : ""Ocupação Pandorga""}",4,,f,f,24,f,f,f
