project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
11505,11505,406945,"Vitrola Sintética - Finalização do disco Sintético","Chegou o momento de finalizar nosso projeto. Precisamos da sua ajuda para torná-lo real! Quer saber ","<p>Para concretizarmos este projeto precisamos dos seguintes valores:</p><p><strong>Masterização - </strong>R$ 2.500,00<br></p><p><strong>Arte - </strong>R$ 1.500,00<br></p><p><strong>Prensagem dos CDs - </strong>R$ 3.500,00<br></p><p><strong>Prensagem dos Vinis 7"" - </strong>R$ 3.500,00</p><p><strong>Comissão do Catarse - </strong>R$ 1.643,68</p>",12643.68,"<p style=""text-align: center;"">Estamos prestes a finalizar nosso novo disco, <strong>""Sintético"".</strong></p><p>É o terceiro ""filho"" da banda. Mas diferente dos outros dois, este está enfrentando algumas dificuldades para ser finalizado. Nesse momento a gente precisa mais do que paixão para que ele realmente aconteça como planejado. </p><hr><p>O ""Sintético"" está cheio de gente boa participando:</p><p><strong>Maurício Pereira</strong> - Voz e Sax Soprano</p><p><strong>Bárbara Eugênia</strong> - Voz</p><p><strong>Gusta Ruiz</strong> - Guitarra</p><p><strong>Fê Stok</strong> - Slide</p><p><strong>Gui Calzavara</strong> - Flugelhorn</p><p><strong>André Molinero</strong> - Teclado</p><p><strong>Pedro Mibielli</strong> - Violino e Viola</p><hr><p style=""text-align: center;""><em><br>Ele foi gravado no <a href=""http://www.submarinofantastico.com.br"" target=""_blank"">Submarino Fantástico</a> entre janeiro de 2014 e janeiro de 2015. Foi na turnê <strong>""Expassos""</strong></em><em>, pela Argentina, em novembro de 2013, que decidimos gravar nosso novo disco de uma maneira diferente das que já tínhamos feito. Entramos no estúdio com alguns esboços das músicas e começamos a captar as primeiras sensações que as composições nos geravam, <em>sem ensaio</em>. Primeiro gravamos bases de violão e voz, depois bateria, fizemos arranjos de cordas e daí concluímos que era isso! O processo ia ser longo, de construção, trabalhoso! Mas ótimo! Teve muito carinho e dedicação.</em><br></p><hr><p>No disco físico (CD) serão 11 faixas. Ele faz parte das contrapartidas para quem contribuir com o projeto. Além dele, outros dois singles (com as participações de <strong>Kezo Nogueira</strong> e <strong>Wilson Brown</strong>), que serão lançados em vinil 7"" e só no final deste ano, já estarão disponíveis para quem ajudar no Catarse!</p><p>O encarte - que vira um poster frente-e-verso quando aberto - foi feito pelo artista e nosso parceiro <strong>Mario Cappi</strong> ( o mesmo que fez a arte do nosso disco anterior ""Expassos"" ).</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/1870/Sint_tico-capa.png"" alt="""" rel=""width: 266px; height: 376.927659574468px; float: left; margin: 0px 10px 10px 0px;"" style=""width: 266px; height: 376.927659574468px; float: left; margin: 0px 10px 10px 0px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/2000/Sint_tico-contracapa.png"" rel=""width: 269px; height: 380.792207792208px; float: right; margin: 0px 0px 10px 10px;"" alt="""" style=""width: 269px; height: 380.792207792208px; float: right; margin: 0px 0px 10px 10px;""></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p style=""text-align: center;"">Esta é a frente e o verso da arte. Será em um papel A2 ( 42cm × 59,4cm ).</p><p style=""text-align: center;""><br></p><p style=""text-align: center;"">Vitrola Sintética: <strong>Felipe Antunes - voz, guitarra e piano</strong> / <strong>Marcelo Bonin - bateria e octapad</strong> / <strong>Otávio Carvalho - baixo e programações</strong> / <strong>Rodrigo Fuji - guitarra, violão e piano</strong></p><p style=""text-align: center;"">A campanha de financiamento se encerra no final de maio, e esse projeto ficará pronto em julho!</p><p style=""text-align: center;"">***</p><p>Saiba mais sobre o nosso trabalho:</p><p>Inconsciente Inconsistente, single do disco “Sintético”, lançado ano passado e selecionado para a Mostra Internacional de Videodança - MIV 2014 – dança em foco: <br></p><p><iframe src=""//www.youtube.com/embed/VUKB8xrzDwI"" frameborder=""0"" allowfullscreen="""" style=""line-height: 1.6em; width: 500px; height: 281px;""></iframe><br></p><p>Prosa de um Silêncio (plano-sequência com áudio captado ao vivo): <br></p><p><iframe src=""//www.youtube.com/embed/Do7T4p8x56Q"" frameborder=""0"" allowfullscreen="""" style=""line-height: 1.6em; width: 500px; height: 281px;""></iframe><span></span><br></p><p><strong>Outros clipes:</strong></p><p>Inconsciente Inconsistente (versão ao vivo com a participação de Bárbara Eugênia): <a href=""https://www.youtube.com/watch?v=QIvCex0oj3M"">https://www.youtube.com/watch?v=QIvCex0oj3M</a></p><p>Trinta Anos: <a href=""https://www.youtube.com/watch?v=sTcndKq0wyY"">https://www.youtube.com/watch?v=sTcndKq0wyY</a><br></p><p><b>Links:</b></p><p><b><a href=""http://www.vitrolasintetica.com.br/""><strong>www.vitrolasintetica.com.br</strong></a></b></p><p><a href=""http://www.facebook.com/vitrolasintetica""><strong>www.facebook.com/vitrolasintetica</strong></a></p><p><a href=""https://www.youtube.com/vitrolasintetica""><strong>https://www.youtube.com/vitrolasintetica</strong></a></p><p> <strong><a href=""https://soundcloud.com/vitrolasintetica"">https://soundcloud.com/vitrolasintetica</a><br></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong><br></strong></p>",vitrolasintetica,//www.youtube.com/embed/GrVnMh6xT_8,https://www.youtube.com/watch?v=GrVnMh6xT_8,Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11505/finaliza__o-catarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11505/project_thumb_thumb_finaliza__o-catarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11505/project_thumb_small_finaliza__o-catarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11505/project_thumb_large_finaliza__o-catarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/11505/project_thumb_video_cover_finaliza__o-catarse.png,113.89089252496108727800,14400.0,125,114,successful,aon,finished,"2015-05-23 02:59:59","2015-05-22 23:59:59","2015-04-08 17:07:00.732686","2015-04-08 14:07:00.732686",,t,t,f,44,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 44, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 406945, ""name"" : ""Vitrola Sintética""}",3,,f,f,0,f,f,f
