project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
15011,15011,438342,"Uma peça que não se encaixa ","A música não pode parar !","<p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/11640/Arnoh5.jpeg""></p><p><br></p><p>Contamos com a sua ajuda, GRATIDÃO desde já !</p><p><br></p><p><br></p>",20000.0,"<p>Sou cantor e compositor maranhense, que decidiu se aventurar na selva de pedra em busca de novas experiências,  sou residente em São Paulo desde 1993, faço um som na praia do Cazuza e com o trabalho ""É Preciso Poesia"" lançado em novembro de 2011, fiz shows no SESI, SESC, entre outros, além de uma participação no Programa do Jô.</p><p>Convido você a conhecer o meu trabalho  e minhas músicas com  influências que vão do Blues, passando pelo Rock e chegam na MPB. </p><p><strong>Arnoh - "" É Preciso Poesia""</strong></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/DH7J_qCM3e0"" frameborder=""0"" allowfullscreen=""""></iframe><p><span class=""watch-title ""><br></span><strong>Arnoh - ""Cego Coração""</strong></p><p><iframe src=""//www.youtube.com/embed/1MPKTUZNoPQ"" frameborder=""0"" allowfullscreen="""" style=""line-height: 1.6em; width: 500px; height: 281px;""></iframe><br></p><p><strong>Arnoh - ""Não Tenho Pinta de Doutor""</strong></p><iframe style=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/ERNJTchLpgI"" frameborder=""0"" allowfullscreen=""""></iframe><p>Para conhecer mais e curtir o som acesse:</p><p>site oficial - <a href=""http://arnoh.com.br/"">http://arnoh.com.br/</a></p><p>Pagina oficial - <a href=""https://www.facebook.com/Arnohoficial"">https://www.facebook.com/Arnohoficial</a></p><p>O projeto de financiamento coletivo no Catarse é para levantar verba e produzir o clipe ""Uma Peça Que Não Se Encaixa"" :<br></p><p><strong>O CLIPE</strong> </p><p>Enquanto isso aperta o play e confere o som "" Uma peça que não se encaixa""</p><p><iframe src=""//www.youtube.com/embed/YSi0z-QypIU"" frameborder=""0"" allowfullscreen="""" style=""line-height: 1.6em; width: 500px; height: 281px;""></iframe><br></p><p>Ambientado em São Paulo, acompanha a história de zé, um homem comum, que se vê diante da brutalidade do mundo capitalista e solitário. </p><p style=""text-align: center;"">Trecho roteiro </p><p><em><strong>""O PAI CAPITAL sorrindo com dentes de ouro, oferece a ZÉ um frasco de comprimidos. </strong></em></p><p><em><strong>ZÉ recusa a oferta, força o vômito dos comprimidos que havia tomado, vomita, tira do bolso o que restou deles, joga fora e sai correndo.""...</strong></em></p><p>Ficou curioso para saber como essa história termina ? então nos ajude a concretizar este projeto.</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/14074/arnoh_2.jpeg""><span class=""redactor-invisible-space""><br></span></p><p>roteiro pronto, assim como uma equipe preparada e ansiosa para fazer este incrível trabalho acontecer.Vamos investir na locação dos equipamentos e nos espaços para as gravações.<br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",umapecaquenaoseencaixa,//www.youtube.com/embed/1XWX9VZKAfs,https://www.youtube.com/watch?v=1XWX9VZKAfs,Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15011/10250100_294806007365576_8192074183195001527_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15011/project_thumb_thumb_10250100_294806007365576_8192074183195001527_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15011/project_thumb_small_10250100_294806007365576_8192074183195001527_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15011/project_thumb_large_10250100_294806007365576_8192074183195001527_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/15011/project_thumb_video_cover_10250100_294806007365576_8192074183195001527_n.jpg,0.77500000000000000000,155.0,6,6,failed,aon,finished,"2015-08-29 02:59:59","2015-08-28 23:59:59","2015-07-14 20:30:23.703356","2015-07-14 17:30:23.703356",,t,t,f,45,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 45, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 438342, ""name"" : ""Arnoh""}",0,,f,f,0,f,f,f
