project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
33733,33733,575493,"IX Fórum Regional de Agroecologia - Rio Pomba / MG","Cultivando vida, água e solo. ","<p>Palestras R$ 3.341,48 </p><p>Oficinas R$ 2.880,00 </p><p>Relato de Experiência R$ 461,00 </p><p>Cartilha  R$ 1490,00 </p><p>Recursos de Divulgação R$ 2.760,50</p><p>Lanches Regionais	 R$ 1.800,00 </p><p>TOTAL: R$ 12.732,98</p>",10000.0,"<p>O Fórum Regional de Agroecologia que acontece no IFSudesteMG Campus Rio Pomba desde 2008, busca consolidar um espaço de discussão e formação da agroecologia como ciência, prática e movimento, através de trocas de experiência entre a academia, os profissionais e a comunidade, na busca da transição para um novo paradigma sociocultural e empoderamento das pessoas. No ano de 2016 acontecerá a nona edição do Fórum, nos dias 17, 18 e 19 de Agosto, com o tema: ""Cultivando vida, água e solo"".</p>",forumagroecologia,,https://youtu.be/u1jR6i0Fcss,Socioambiental,4,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33733/imagem_para_Catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33733/project_thumb_thumb_imagem_para_Catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33733/project_thumb_small_imagem_para_Catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33733/project_thumb_large_imagem_para_Catarse.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/33733/project_thumb_video_cover_imagem_para_Catarse.jpg,3.10000000000000000000,310.0,8,7,successful,flex,finished,"2016-08-02 02:59:59.999999","2016-08-01 23:59:59.999999","2016-06-12 23:59:51.719797","2016-06-12 20:59:51.719797",,t,t,f,50,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 50, ""unit"" : ""days""}",0,"{""city"" : ""Rio Pomba"", ""state_acronym"" : ""MG"", ""state"" : ""Minas Gerais""}","{""id"" : 575493, ""name"" : ""IX Fórum Regional de Agroecologia - Rio Pomba / MG""}",0,,f,f,0,t,f,f
