project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
21149,21149,489391,"PERNAS DE ALUGUEL","""Não seja empurrado por seus problemas. Seja conduzido pelos seus Sonhos.""","<p>Grana de 137,93 reais que é o valor da inscrição de uma participante incluindo taxas do *Catarse</p><p><a href=""http://www.tfrunseries.com.br/etapas.php?etapa=87"">http://www.tfrunseries.com.br/etapas.php?etapa=87</a> <br></p><p>*13% ficará retido no Catarse </p><p>12 amigos no valor de 10 reais já vou conseguir participar.</p><p>24 amigos no valor de 10 reais já vou conseguir participar e trazer outro amigo.<br></p><p>36 amigos o valor de 10 reais já vou conseguir participar e trazer outros amigos.</p><p>...</p><table><tbody><tr><td>Como contribuir em 5 minutos:</td></tr><tr><td>1.</td><td>Entre no site do CATARSE  - <a href=""https://www.catarse.me/pt/Pernasdealuguel"">https://www.catarse.me/pt/Pernasdealuguel</a></td></tr><tr><td>2.</td><td>Clique em APOIAR ESSE PROJETO</td></tr><tr><td>3.</td><td>Entre com seu perfil do Facebook, ou se cadastre no site</td></tr><tr><td>4.</td><td>Escolha a quantia que gostaria de contribuir e a recompensa</td></tr><tr><td>5.</td><td>Clique em REVISAR E REALIZAR O PAGAMENTO</td></tr><tr><td>6.</td><td>Preencha seus dados e os dados da conta</td></tr><tr><td>7.</td><td>Clique em EFETUAR O PAGAMENTO</td></tr><tr><td>8.</td><td>Parabéns, você virou um patrocinador. Muito obrigado.</td></tr></tbody></table><p>Estou oferecendo recompensas especiais especificadas ao lado, para pessoas físicas ou jurídicas, parentes, amigos, amigos de amigos, amantes de esporte, ou desconhecidos simpatizantes com meu projeto.</p><p>""Muitas pessoas pessoas gastam dinheiro que não tem,</p><p>Para comprar coisas que não precisam,</p><p>Para impressionar pessoas que não gostam.""</p><p>Will Smith</p>",137.93,"<p>Vamos Lá Amigos, Olá</p><p>Estava em uma corrida e ouvi falar desse projeto ""Pernas de Aluguel""</p><p>Site: <a href=""http://pernasdealuguel.com.br/"">http://pernasdealuguel.com.br/</a></p><p>Resolvi Alugar as minhas pernas por alguns minutos segundos ou até horas.</p><p style=""text-align: center;""><strong>Sobre o Projeto</strong></p><p>Com o objetivo de promover a diversão e autoestima de deficientes motores por meio de ajuda voluntária, o projeto Pernas de Aluguel – sem fins lucrativos – proporciona a esses cidadãos uma experiência diferenciada de, com a ajuda de corredores, participar de uma prova de rua.</p><p>Crianças e adolescentes da <strong><a href=""http://abcrainhadapaz.org.br/"" target=""_blank"">Associação Beneficente Comunidade de Amor Rainha da Paz</a> </strong>recebem a ajuda dos voluntários do Pernas de Aluguel. Qualquer pessoa  que apresente comprovadamente condições suficientes para concluir provas de 10 a 42 km também podem se inscrever.</p><p style=""text-align: center;""><strong>Beneficiados</strong></p><p>No Rainha da Paz temos mais de 300 crianças e adolescentes, mas nessa primeira fase, a equipe de fisioterapia selecionou 12 delas aptas a participar desse projeto. Uma segunda fase do projeto, mas que já pode ser iniciada, é a de dar acesso a qualquer cadeirante, mesmo que não seja atendido pelo Rainha da Paz e independente de idade ou deficiência. Mas, nesse caso, teria que, antecipadamente, fornecer laudos médicos atestando condições físicas para um determinado tempo de prova, autorização de pais etc. Isso tudo fazemos com as crianças do Rainha.<br></p><p style=""text-align: center;""><strong>Porque esse projeto?</strong></p><p>Com isso fiquei pensando como seria legal ajudar de alguma forma.</p><p>Resolvi fazer o que hoje tenho como paixão que é correr e apresentar benéficos que esse esporte pode trazer para os seus participantes e as mudanças que ela me trouxe.</p><p style=""text-align: center;""><strong>Os Benefícios da corrida são:</strong></p><p>• Contato com diferentes paisagens e contato com a natureza;<br>• Maior socialização; <br>• Maior gasto energético devido às irregularidades do terreno;<br>• Envolve diversos grupos musculares;<br>• Desenvolve o sistema de equilíbrio.<br></p><p style=""text-align: center;""><strong>Grande dia do Evento</strong></p><p> A próxima prova será dia 29 de novembro de 2015 - Corrida Track Fild - Vila Lobos - 10km</p><p><a href=""http://www.tfrunseries.com.br/etapas.php?etapa=87"">http://www.tfrunseries.com.br/etapas.php?etapa=87</a><br></p><p style=""text-align: center;""><strong>Premiação Apoiadores</strong></p><p>Para os apoiadores Com o valor integral da Inscrição <em>*** Regras de envios estão nas Recompensas.</em></p><p>1 sacola do evento<br>1 camiseta Thermodry® Track&Field do atleta<br>1 número de peito<br>1 boné<br>1 par de meias performance<br>1 toalha</p><p>Para os apoiadores Com o valor parcial da Inscrição:<em> *** Regras de envios estão nas Recompensas.</em><span class=""redactor-invisible-space""><em></em></span><br></p><p>- Vídeo do dia da Prova</p><p>- Fotos do dia da Prova</p><p>- Agradecimentos</p><p style=""text-align: center;""><strong>Investimento</strong>:</p><p>O valor coletado aqui será gasto na compra do kit da Corrida.</p><p>Será de 120 reais, + taxa do Catarse 13% do arrecadado, para que eu participe e leve mais uma pessoa que tem limitações físicas, para poder conhecer os benéficos da corrida de Rua.</p><p>***Caso consiga o dobro vou fazer duas inscrições e convidar outro amigo para participar. </p><p>E impactar outras pessoas:</p><p>***Uma inscrição 137.93 reais (1 Corredor + 1 Deficiente Motor)</p><p>***Duas Inscrições: 275,86 reais (2 Corredores + 2 Deficientes Motores)</p><p>*** Três Inscrições: 413,79 reais (3 Corredores + 3 Deficientes Motores)</p><p>*** ...</p><p>Conto com a sua ajuda para realizar esse sonho.</p><p style=""text-align: center;""><strong><em>""Não seja empurrado por seus problemas. Seja conduzido pelos seus Sonhos.""</em></strong></p><p><br></p><p><br></p>",Pernasdealuguel,//www.youtube.com/embed/CWArnQsZy2U,https://www.youtube.com/watch?v=CWArnQsZy2U,Esporte,21,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/21149/pernas-de-aluguel-4.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/21149/project_thumb_thumb_pernas-de-aluguel-4.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/21149/project_thumb_small_pernas-de-aluguel-4.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/21149/project_thumb_large_pernas-de-aluguel-4.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/21149/project_thumb_video_cover_pernas-de-aluguel-4.png,480.6278547089103200,662.93,10,10,successful,aon,finished,"2015-11-27 01:59:59.999999","2015-11-26 23:59:59.999999","2015-10-27 19:42:04.563945","2015-10-27 17:42:04.563945",,t,t,f,30,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 30, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 489391, ""name"" : ""Felipe Junior""}",2,,f,f,0,f,f,f
