project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
12727,12727,416885,"Diego Mendonça - Arte Brasileira em Paris","Ajude o Artista Mineiro/Brasileiro Diego Mendonça a participar do Salon International d'Art Contempo","<p><strong><br></strong><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8351/image.jpg"" width=""466"" height=""454"" style=""width: 466px; height: 454px; display: block; margin: auto;"" alt=""""></p><p><strong>O que exceder o valor solicitado será utilizado para cobrir gastos com passagens aéreas, alimentação e estadia durante a exposição sendo que o valor mínimo aqui apresentado (R$20.000,00) cobre apenas os custos para o envio das obras e montagem do stand. O orçamento total incluindo <strong>a ida, estadia, folders, material de divulgação, alimentação, tradutor, retorno das telas do artista é de </strong> R$50.000,00.</strong><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8265/tabela_1.PNG""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8266/tabela_2.PNG""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8268/tabela_4.PNG""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8269/tabela_4.1.PNG""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8120/tabela_5.PNG""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8121/tabela_6.PNG""><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8122/tabela_7.PNG""><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/8259/tabela_8.PNG""><strong><strong> </strong></strong></p><p><strong><strong>À direita você pode escolher o valor do seu apoio para receber as recomp</strong>ensas!</strong></p><p>Na aba ""novidades"" você confere o andamento desse projeto e fica informado à respeito da entrega da sua recompensa.</p><p>Fique à vontade para deixar suas sugestões e comentários na aba ""comentários"".</p><p><strong>Obrigado!</strong><br></p><p><strong>Diego Mendonça</strong></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6061/m_4_Diego_Mendon_a.jpg"" alt="""" width=""331"" height=""494"" style=""display: block; margin: auto; width: 331px; height: 494px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6062/mulher_com_crian_a.jpg"" alt="""" width=""335"" height=""407"" style=""display: block; margin: auto; width: 335px; height: 407px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6063/DSC_0071.jpg"" width=""500"" height=""353"" alt="""" style=""width: 500px; height: 353px; display: block; margin: auto;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6047/m_12_Diego_Mendon_a.jpg"" alt="""" width=""302"" height=""426"" style=""display: block; margin: auto; width: 302px; height: 426px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6082/m_1_Diego_Mendon_a.jpg"" alt="""" width=""304"" height=""418"" style=""display: block; margin: auto; width: 304px; height: 418px;""></p>",20000.0,"<p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6042/diego_atelie.jpg"" =""""="""" right;""="""" ""="""" s3.amazonaws.com="""" cdn.catarse="""" uploads="""" redactor_rails="""" picture="""" data="""" 6044="""" diego_mendon_a__musico_10.jpg""="""" width=""677"" height=""267"" alt="""" style=""width: 677px; height: 267px; display: block; margin: auto;""></p><p> <strong><b>Quem sou eu?</b></strong></p><p>Sou um artista mineiro de 32 anos e, durante toda minha vida, estive envolvido com a arte. Aos 15 anos, vendi meu primeiro quadro e, desde então, tenho trilhado minha jornada na pintura, delineando minha identidade artística e buscando expressá-la transmitindo a sensibilidade e a força da cultura e do povo brasileiro.<br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6049/Diego_Mendon_a__m_sico_27.jpg"" alt="""" width=""332"" height=""536"" style=""display: block; margin: auto; width: 332px; height: 536px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6043/atelie_mulheres.jpg"" width=""450"" height=""335"" alt="""" style=""width: 450px; height: 335px; display: block; margin: auto;""></p><p>(Foto: Reprodução/TV Integração)<br></p><p><strong>O convite para expor no Carrousel du Louvre</strong><br></p><p>Como artista, me vejo, agora, com essa oportunidade única de mostrar nossa brasilidade no espaço de exposição mais conhecido do mundo - o Carrousel du Louvre, em Paris. No entanto, não disponho de recursos e apoio financeiro suficientes para levar minhas obras até lá. Por isso, preciso da ajuda de pessoas que valorizem as expressões artísticas brasileiras, que apoiem artistas independentes e que desejem dar ao Brasil projeção internacional pelo que ele tem de melhor - o brasileiro e nossa cultura.</p><p>O espaço do Salão de arte abrigará várias galerias e seus artistas. Fui selecionado por intermédio da Galeria Heclectik-Art sob a curadoria de Heloiza Azevedo - Comissária de Exposições e Salões de Arte - France/Europe. <br></p><p>Abaixo o convite da edição de 2014 dessa mesma exposição:</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6031/Carrousel_Du_Louvre_Convite.jpg"" width=""315"" height=""248"" alt="""" style=""width: 315px; height: 248px; display: block; margin: auto;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/6030/Carrousel_Du_Louvre_Convites.jpg"" width=""403"" height=""281"" alt="""" style=""width: 403px; height: 281px; display: block; margin: auto;""></p><p>Reportagem veiculada em Abril de 2015 na TV Integração, afiliada da Rede Globo:<br></p><p><a href=""http://g1.globo.com/mg/zona-da-mata/mgtv-1edicao/videos/t/edicoes/v/artista-plastico-de-sao-joao-del-rei-vai-expor-obras-no-museu-do-louvre/4138482/"">http://g1.globo.com/mg/zona-da-mata/mgtv-1edicao/v...</a><br></p><p>Reportagem veiculada em Abril de 2015 na TV Campos de Minas, afiliada da Rede Minas:<br></p><p><iframe width=""500"" height=""281"" src=""https://www.youtube.com/embed/H1mHJoyY4zk"" frameborder=""0"" allowfullscreen=""""></iframe><br></p><p>À direita você pode escolher um valor para contribuir e receber as recompensas!</p>",diegomendonca,//player.vimeo.com/video/129602684,https://vimeo.com/129602684,Artes,1,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12727/diego_atelie.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12727/project_thumb_thumb_diego_atelie.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12727/project_thumb_small_diego_atelie.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12727/project_thumb_large_diego_atelie.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12727/project_thumb_video_cover_diego_atelie.jpg,4.22500000000000000000,845.0,9,9,failed,aon,finished,"2015-08-13 02:59:59","2015-08-12 23:59:59","2015-06-13 15:56:45.80604","2015-06-13 12:56:45.80604",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Coronel João Sá"", ""state_acronym"" : ""BA"", ""state"" : ""Bahia""}","{""id"" : 416885, ""name"" : ""Diego Mendonça""}",0,,f,f,0,f,f,f
