project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
34786,34786,503407,"Um violão pra Barnazinho!!","""Eu vou aonde você for mostrar toda essa paixão."" Barná Cardoso","<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/54150/pp.jpg"" alt="""" style=""float: right; width: 119px; height: 188px; margin: 0px 0px 10px 10px;"" width=""119"" height=""188""></p><p> - Violão</p><p> - Case para violão</p><p> - Despesas do CATARSE (13%)</p>",1000.0,"<p style=""text-align: center;"">UM VIOLÃO PRA BARNAZINHO!!</p><p style=""text-align: center;"">Nas vésperas da festa de São João deste ano, - uma noite antes de pegar a estrada com a “baranguinha” (seu carro) e ir curtir o feriado em Alagoinhas/BA com a família -, Barnahrd foi furtado. O vidro do fundo do carro foi meticulosamente retirado e o ladrão levou alguns pertences que estavam na mala do carro. Dentre estes pertences, o Violão!</p>  <p style=""text-align: center;"">Um Violão Tagima Dallas Turner.</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/54293/WP_20140617_003.jpg"" width=""349"" height=""468"" alt="""" style=""width: 349px; height: 468px; display: block; margin: auto;""></p>  <p style=""text-align: center;"">Muitos podem pensar: “mas porque um financiamento coletivo para comprar um violão?” ou até “já me roubaram um celular, e num fiz vaquinha pra comprar outro”...mas só quem conhece o dom que ele tem, entende a real necessidade dessa mobilização.</p>  <p style=""text-align: center;"">O Catarse, antes de mais nada, é uma porta aberta para que o trabalho de artistas como Barnahrd se comuniquem com outras pessoas, e nesse pressuposto que estou aqui para lhe apresentar ele.</p><p style=""text-align: center;""><br></p><hr><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/54290/SDC19430.JPG""></p><p style=""text-align: center;"">E AFINAL, quem é BARNAHRD??</p><p style=""text-align: center;"">Vale dizer primeiramente que este é realmente o nome dele!</p><p style=""text-align: center;"">Barnahrd Cardoso ou simplesmente “BARNÁ Cardoso”  é um <a href=""http://pt.wikipedia.org/wiki/Guitarrista"" title=""Guitarrista"">multi-instrumentista</a>, <a href=""http://pt.wikipedia.org/wiki/Compositor"" title=""Compositor"">compositor</a> e <a href=""http://pt.wikipedia.org/wiki/Produtor_musical"" title=""Produtor musical"">cantor</a> soteropolitano, mergulhando na música há 15 anos, e conhecido pela versatilidade em viajar por diversos estilos e ritmos.</p><p style=""text-align: center;"">Na adolescência, Barnazinho começou a se interessar por música – ouvindo Red <img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/54292/InstagramCapture_57c6d47c-1d0e-4848-802e-957ac5015ff4_jpg.jpg"" alt="""" width=""204"" height=""202"" style=""font-size: 14px; line-height: 1.6em; float: right; width: 204px; height: 202px; margin: 0px 0px 10px 10px;"">Hot Chilli Pepers, Cazuza, e outros ícones – compôs sua primeira música (em parceria com amigos) para um trabalho de escola. E logo em seguida formou uma banda, a Caracteres.</p><p style=""text-align: center;"">Saindo da escola, ele escolheu a música como profissão, como uma forma de viver, e entrou pra faculdade de música, onde teve a oportunidade de obter conhecimentos em regência, canto, teoria musical e arranjo, melhorando a qualidade de seu trabalho ainda mais.</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/54237/1.jpg"" width=""100"" height=""208"" alt="""" style=""width: 100px; height: 208px; float: left; margin: 0px 10px 10px 0px;"">Barná encabeçou bandas de rock no cenário underground de Salvador/BA e foi convidado para participar de diversos eventos artísticos na cidade. Hoje, ele possui cerca de 100 composições, - em rock, MPB, sampa, pop, funk, jazz... – e tem dois projetos musicais em andamento: a gravação independente de músicas para um projeto solo e uma banda de Funk Soul Rock, a Ádamas, também trabalhando com músicas de sua autoria.</p><p>Para escutar mais do trabalho desse artista acesse:</p><p style=""text-align: center;""><a href=""https://myspace.com/caracteresabanda"">https://myspace.com/caracteresabanda</a><br></p><p style=""text-align: center;""><a href=""https://soundcloud.com/banda-adamas"">https://soundcloud.com/banda-adamas</a><span class=""redactor-invisible-space""></span></p><p style=""text-align: center;"" rel=""text-align: center;""><span class=""redactor-invisible-space"">ou na Page da ÉNOIZ no facebook:</span></p><p style=""text-align: center;""><span class=""redactor-invisible-space""><a href=""https://www.facebook.com/page.enoiz/"">https://www.facebook.com/page.enoiz/</a><span class=""redactor-invisible-space""></span></span></p><p>""Somos eu e você como Isca e Anzol..."" (Barna Cardoso e Ádamas)</p><iframe style=""width: 500px; height: 281px;"" rel=""width: 500px; height: 281px;"" src=""//www.youtube.com/embed/MDlbNWHecwM"" frameborder=""0"" allowfullscreen=""""></iframe><hr><p>Gente, chegamos ao 100%!!!! Digo 100,5%!!</p><p>E agora?</p><p>Agora, ainda temos 22 dias para terminar a campanha, e como batemos a primeira</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/56187/Face_-_barna.jpg"" alt="""" style=""float: left; width: 274px; height: 254px;"" width=""274"" height=""254""></p><p> meta, estamos estabelecendo hoje a segunda meta da campanha ""Um violão pra Barnazinho!"".</p><p>Chegando a R$ 2.500,00 em arrecadações, iremos realizar um sarau com bandas de Salvador, onde apresentaremos as composições e o músico motivo da campanha, Barná Cardoso.</p><p>Venha conferir as novas recompensas!!</p><p><a href=""https://soundcloud.com/mila-cardoso-107220697/sets/barna-cardoso-um-violao-pra-barnazinho"">https://soundcloud.com/mila-cardoso-107220697/sets/barna-cardoso-um-violao-pra-barnazinho</a><br></p><p><br></p>",um_violao_pra_barnazinho,,,Música,16,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34786/Face_-_barna.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34786/project_thumb_thumb_Face_-_barna.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34786/project_thumb_small_Face_-_barna.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34786/project_thumb_large_Face_-_barna.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34786/project_thumb_video_cover_Face_-_barna.jpg,142.0000000000000000,1420.0,21,19,successful,flex,finished,"2016-07-30 02:59:59.999999","2016-07-29 23:59:59.999999","2016-06-29 10:17:35.314201","2016-06-29 07:17:35.314201",,t,t,f,30,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 30, ""unit"" : ""days""}",2,"{""city"" : ""Salvador"", ""state_acronym"" : ""BA"", ""state"" : ""Bahia""}","{""id"" : 503407, ""name"" : ""ÉNOIZ!""}",0,,f,f,2,t,f,f
