project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
40684,40684,627668,Opine,"O Opine dissemina informação e inteligência de uma forma particular e intuitiva.","<p>A meta por nós estabelecida é arrecadar R$ 350,00, que seriam distribuídos entre:<br></p><ol><li>Hospedagem do site e aplicativo - R$ 100,00;</li><li>Domínio - R$ 50, 00;</li><li>Manutenções em todo o projeto - R$ 50,00;</li><li>Confecção da parte gráfica (banners e encadernação da documentação em capa) - R$ 150,00.</li></ol><p style=""text-align: center;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64652/grafico.png"" width=""507"" height=""296"" style=""width: 507px; height: 296px;""></p><p style=""text-align: justify;""> Bom, esse é o nosso projeto, junto ao orçamento que precisamos. Espero que vocês ajudem !!!</p><p style=""text-align: right;""><span></span></p><p style=""text-align: right;"" rel=""text-align: right;"">Atenciosamente, a Equipe Opine agradece *--* .</p>",350.0,"<p> Opine, consiste numa aplicação mobile que visa primordialmente a liberdade de expressão. Dessa forma, seus usuários são livres para opinar, sem nenhuma repressão sobre todo e qualquer tipo de assunto, com tanto que o mesmo não seja vulgar e que possua uma mínima relevância.<br></p><p style=""text-align: center;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64604/foto.png"" width=""175"" height=""339"" style=""width: 175px; height: 339px;""><br></p><p><strong><br></strong></p><hr><p><strong></strong></p><p><strong>Problemática </strong><br></p><p style=""text-align: justify;""> O que é a liberdade de expressão? Em que momento de nossas vidas podemos demonstrar o que realmente pensamos? As pessoas precisam ser mais críticas? Necessitamos estar sempre informados? </p><p style=""text-align: center;""><a href=""http://www.londrinatur.com.br/saude-e-beleza-londrina/noticia/como-se-livrar-do-stress-confira-quatro-dicas-que-vao-aliviar-o-seu-dia-a-dia"" target=""_blank""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64640/pensando.jpg"" alt=""""></a></p><p style=""text-align: justify;""> O nosso projeto se iniciou com a premissa, a razão e o problema social contido nessas questões, as mesmas são simplórias, mas importantes para alavancar o desenvolvimento da nossa ferramenta. </p><hr><p><strong>Importância </strong><br></p><p style=""text-align: justify;""> A cada dia cresce o número de pessoas com acesso à internet em seus smartphones, com isso cresce o número de<span class=""apple-converted-space""><strong> </strong></span>aplicativos<strong> </strong>compartilhados e a variedade dos mesmos. Nós estamos vivendo uma fase onde a sua utilização torna a vida das pessoas muito mais simples em diversos parâmetros. Por esse, e por outros motivos, tais ferramentas possuem, uma enorme importância no mercado atual.</p><p style=""text-align: justify;"" rel=""text-align: justify;""> Se baseando nesse contexto, a nossa aplicação busca se focar na “não banalidade”, pois, temas e discussões sem sentido e fundamento, não adicionam nenhum senso crítico ou conhecimento a sociedade.</p><p style=""text-align: justify;""> Opine tenta trazer e disseminar mais informação e inteligência, de uma forma particular e intuitiva. </p><hr><p style=""text-align: justify;""><strong>Funcionamento</strong><br></p><p style=""text-align: justify;""> Seu funcionamento é bem fácil de se entender, pois tudo foi planejado para que o usuário não encontre dificuldades. O mesmo irá se cadastrar e logo após isso, ele poderá:</p><ul><li>Visualizar as notificações;</li><li>Configurar o perfil e as suas questões de segurança e privacidade;</li><li>Visualizar as postagens dos outros usuários;</li><li>Gerenciar suas preferências de postagem;</li><li>Publicar as suas opiniões, podendo destacá-las;</li><li>Classificar e rebater as opiniões dos outros;</li><li>Denunciar o conteúdo que considera ofensivo;</li><li>Adicionar e gerenciar mídias, dentre muitas outras opções de ações.</li></ul><p><br></p><p style=""text-align: center;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64641/image.png"" width=""249"" height=""412"" style=""width: 249px; height: 412px;""></p><p style=""text-align: center;""><br></p><p style=""text-align: justify;""> Inicialmente estamos desenvolvendo somente para o sistema operacional móvel Android 4.4 (KitKat) ou superior, mas futuramente, vamos expandir a aplicação para outras plataformas.</p><hr><p style=""text-align: center;""><br></p><p style=""text-decoration: line-through;""><br></p><p><br></p>",opine,,,"Ciência e Tecnologia",18,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40684/f.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40684/project_thumb_thumb_f.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40684/project_thumb_small_f.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40684/project_thumb_large_f.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40684/project_thumb_video_cover_f.png,0,0,0,0,online,flex,published,,,"2016-08-31 11:43:02.21743","2016-08-31 08:43:02.21743",,t,f,t,,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 24, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 627668, ""name"" : ""Opine""}",0,,f,f,0,f,f,f
