project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
29251,29251,537027,"Luna SEXY COSPLAY","Sexy sem ser vulgar, cosplay plus size com amor no coração!","<p>Estou criando cada vez mais cosplays, só que isto requerer  investimento, tempo e planejamento, mais com sua ajuda estarei me esforçando e me dedicando 100% no meu sonho de ser uma cosplay profissional. </p><p>Estarei utilizando a sua ajuda para está plenejando cosplays grandes como a Poppy do League of Legends e Angel Woman de Digimon entre outros...Vou utilizar também sua ajuda para aluguel de lugares para fazermos novas fotos, calendários, fotolivros e revistas. </p><p>Para melhorar ainda mais a nossa qualidade nas fotos, estaremos investindo uma parte do apoio em livros para estudo da arte boudoir, nu artístico, cursos na fotos TV e alguns DVDs para aperfeiçoar nossos ensaios e cada vez mais trazer fotos de bom gosto para você.</p><p>A nossa divisão de investimentos será assim:</p><ul><li>31%	RECOMPENSAS</li><li>21%	NOVOS COSPLAYS</li><li>20%	FOTOGRÁFO</li><li>15%	FREETE</li><li>13% 	CARTASE</li></ul>",4000.0,"<p>Estou começando este projeto porque assim como todos que me seguem no facebook podem notar, eu sou uma cosplayer que segue a linha de COSPLAY SEXY, e por este motivo, meus cosplays tem sempre pouca roupa, o que é perfeito para andar em eventos, ainda mais quando estou descalça, porque eu fico com uma sensação de liberdade enorme, e posso sorrir e animar ainda mais as pessoas &lt;3. <br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/43113/_MG_6619.jpg""></p><p>Porém, estou com alguns projetos de cosplays um pouco caros, e como não sou cosmaker e dependo de profissionais para fazerem os meus cosplays, e para que eles fiquem perfeitos, é preciso pagar um bom preço por eles. Por este motivo, preciso da sua ajuda para conseguir alcançar um dos meus sonhos que é viver como</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/43118/_MG_2095-Editar-Editar-2.jpg""></p><p> cosplays profissional. E como recompensa ofereço algumas fotos de três ensaios que já estão prontos e eu e meu fotógrafo não divulgamos em lugar algum, são fotos especiais, exclusivas e  da linha SEXY e NU ARTÍSTICO que nós estamos estudando juntos para poder oferecer ao público, só que isto também tem um custo.  </p><p><br></p><p>Eu normalmente tenho de pagar as sessões de fotos de cosplay para o meu fotógrafo, porque ele é um profissional assim como todos os outros e sem ele este projeto nem teria começado. </p><p>Quero oferecer para você cada vez mais fotos incríveis, e que lhe deixe muito feliz de está aqui me ajudando e patrocinando o meu trabalho, para mim é um honra ter alguém que gosta de mim e dos meus cosplays, por ser uma modelo Plus Size e com pouco reconhecimento, fica um pouco difícil crescer no meio de tantas cosplays maravilhosas e grandiosas como temos aqui em São Paulo, mais eu não me desanimo não!!! =3<br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/43116/_MG_6266-Edit.jpg""></p><p>Gostaria de ter feito mais fotos para poder postar várias aqui para que você pudesse conhecer todo o meu trabalho, porém, só posso postar algumas se não perde a graça não é mesmo?</p><p><br></p><p><br></p>",luna_sexycosplay,,,Fotografia,17,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/29251/AVA_-_sexy.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/29251/project_thumb_thumb_AVA_-_sexy.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/29251/project_thumb_small_AVA_-_sexy.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/29251/project_thumb_large_AVA_-_sexy.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/29251/project_thumb_video_cover_AVA_-_sexy.jpg,22.00000000000000000000,880.0,18,17,successful,flex,finished,"2016-06-11 02:59:59.999999","2016-06-10 23:59:59.999999","2016-04-12 00:32:24.045752","2016-04-11 21:32:24.045752",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",1,"{""city"" : ""Santos"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 537027, ""name"" : ""Luciana Marques""}",7,,f,f,7,t,f,f
