project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
12246,12246,412787,"Basquete Santa Gertrudes","Descubra novos talentos e tire os jovens das ruas através do Basquete.","<p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31831/imagem.JPG""></p><p>Total  - 6.000,00<br>Taxa Catarse - 780,00<br>Gastos com Camisetas (recompensas) - 720,00<br>Valor Tabelas - 4.500,00</p><span></span>",6000.0,"<p><strong>""Algumas pessoas querem que algo aconteça, outras desejam que aconteça e outras fazem acontecer"" </strong>M.J.</p><p class=""fontsize-larger fontweight-semibold"" style=""text-align: center;""><strong><u>Basquete – Santa Gertrudes</u></strong></p>  <p><strong></strong></p>  <p><strong></strong></p>  <p>Nosso projeto de Basquetebol têm como finalidade apresentar aos jovens uma alternativa de lazer e montar equipes que representem a cidade em campeonatos regionais.</p>  <p>Atualmente contamos com uma média de 30 alunos que variam de 9 a 30 anos.</p><p style=""text-align: center;""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31938/3_x_3_2014.jpg"" width=""711"" height=""527"" style=""width: 711px; height: 527px;""></p>      <p>Nossos Objetivos:</p>    <ul><li>Oferecer oportunidade de competições para jovens de diferentes níveis técnicos.</li><li>Formar equipes de basquete aptas a disputar competições locais, representando Santa Gertrudes, e revelar novos talentos na modalidade.</li><li>Promover a saúde, o bem-estar e a integração da comunidade.</li><li>Promover, no contra-turno escolar, o ensino e prática de uma modalidade esportiva, tirando assim o jovem das ruas.</li></ul>            <p><br></p><p>As aulas se caracterizam pela prática esportiva, com a finalidade de contribuir para a integração dos jovens na plenitude de sua vida social, na promoção da saúde e educação, alem do esporte de rendimento, praticado segundo regras internacionais, com a finalidade de obter resultados esportivos.</p><p>As aulas de Basquete são realizadas na Quadra de Esportes Archangelo Soave no Jd. Faxina de Segunda a Sexta nos períodos da Manhã, Tarde e Noite.<br></p>      <ul><li>Segunda e Quinta – 19:00</li><li>Sexta – 9:30</li><li>Terça e Sexta – 15:00</li></ul><p style=""text-align: center;""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31941/10390553_1006493059366997_6224750656499839992_n.jpg"" width=""669"" height=""501"" style=""width: 669px; height: 501px;""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31943/10624578_700626956717944_3140924571869730995_n.jpg"" width=""676"" height=""505"" style=""width: 676px; height: 505px;""></p><p><br></p><p>Nossas Metas para 2016 são:</p><ul><li>Manter as aulas de forma regular além de montar novas turmas especificas para o publico feminino. </li><li>Realizar o Campeonato interno de Basquete 3x3 que já esta em seu 3 ano.</li><li>Participar dos Jogos Regionais com a equipe Adulta, da Copa do Estado com a equipe sub-16, Jogos da Juventude com a equipe Sub-19 e dos Jogos Escolares.</li></ul><p style=""text-align: center;""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31944/FB_IMG_1447072695404.jpg"" width=""573"" height=""425"" style=""width: 573px; height: 425px;""></p><p class=""fontsize-large"" style=""text-align: center;""><strong>Porque precisamos de você!!!</strong></p><p>Estamos precisando de sua ajuda para que possamos mudar nossos treinos para o Ginásio de esportes que atualmente não tem Tabelas de Basquete, pois a três anos que enfrentamos problemas com vandalismo e depredações das tabelas de basquete do Jd. Faxina, alem de sujeira de pombos e dias de chuva, pois as laterais da quadra são abertas (**vídeo). É de grande importância para a cidade de Santa Gertrudes que haja uma continuidade no projeto que já vem apresentando resultados, já que em 2015 formamos duas equipes formadas por jovens de Santa Gertrudes que representaram a cidade nos Jogos Regionais em S. J. do Rio Pardo e na V Copa de Basquete do Estado de São Paulo Sub-16 em Piracicaba.<br></p><p style=""text-align: center;""><strong><strong>Uma oportunidade unica.....nos ajude a não perde-la</strong></strong></p><p>Para isso precisamos da sua ajuda para a compra de novas tabelas. Essas tabelas (oficiais) custam em media 30 Mil reais o PAR, porem tive a proposta de comprar duas tabelas usadas (**fotos) de um clube que esta colocando-as a venda por 4,5 Mil o PAR.</p><p>Portanto peço a você que nos ajude, para darmos melhores condições de treino para esses garotos colherem frutos de seus esforços. Obrigado!!!!</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31833/foto_3.JPG""><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/31834/foto_5.JPG"" style=""line-height: 1.6em;""></p><p><strong><u></u></strong></p><p><i><u></u></i></p>",BasqueteSantaGertrudes,//www.youtube.com/embed/4VYxDeF9pbM,https://www.youtube.com/watch?v=4VYxDeF9pbM,Esporte,21,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12246/11755736_1471368276494751_4173034251993998119_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12246/project_thumb_thumb_11755736_1471368276494751_4173034251993998119_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12246/project_thumb_small_11755736_1471368276494751_4173034251993998119_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12246/project_thumb_large_11755736_1471368276494751_4173034251993998119_n.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/12246/project_thumb_video_cover_11755736_1471368276494751_4173034251993998119_n.jpg,11.75000000000000000000,705.0,12,12,failed,aon,finished,"2016-01-30 01:59:59.999999","2016-01-29 23:59:59.999999","2015-11-30 18:09:56.022612","2015-11-30 16:09:56.022612",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",1,"{""city"" : ""Santa Gertrudes"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 412787, ""name"" : ""Fernando Pereira""}",2,,f,f,2,f,f,f
