project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
24407,24407,514904,"ELES Plural","Conscientizando o bailarino dentro do estilo de dança proposto!","<p>Produção e Realização: <br>teatro, cenário, equipamento, filmagem e fotografia, equipe de produção, cachê artístico, passagem, hospedagem, transporte, alimentação _ R$ 21.000, 00<br></p><p>Brindes e Envio:<br>cópias do calendário, cópias do DVD, frete para envio _ R$ 5.250,00</p><p>Diversos:<br>publicidade _ R$ 4.200,00</p><p><span class=""redactor-invisible-space""></span></p><p><span class=""redactor-invisible-space""><br></span></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/38949/GRAFICO.jpg""></p><p style=""text-align: center;""><span class=""redactor-invisible-space"">Caso tenha alguma dúvida, você pode falar direto conosco </span>em   nossa  página  do   facebook <br> <a href=""https://www.facebook.com/profile.php?id=100011278748961"">https://www.facebook.com/profile.php?id=1000112787...</a></p><p><span></span></p><p style=""text-align: justify;"" rel=""text-align: justify;""><span class=""redactor-invisible-space""><strong>Faça parte, contribua</strong><strong>! </strong>Mas caso não possa agora, tudo bem você continua uma boa pessoa e pode nos ajudar compartilhando esta campanha com seus amigos!</span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space"">Você pode compartilhar a campanha em suas redes e perfis? <strong>Nos ajudaria bastante!</strong></span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space"">Preparamos alguns textos que você pode usar!</span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space""><strong>Texto 1</strong></span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space""><em>""É tudo ou nada! Faça parte da disseminação da dança em nosso país! Contribua com esse propósito no Cartase <a href=""http://www.catarse.me/elesplural"" target=""_blank"" rel=""nofollow"">www.catarse.me/elesplural</a><a class=""_58cn"" href=""https://www.facebook.com/hashtag/elesplural?source=feed_text&story_id=1669257633325744"" data-ft=""{&quot;tn&quot;:&quot;*N&quot;,&quot;type&quot;:104}""><span class=""_58cl"">‪   #‎<span class=""_58cm"">elesplural‬</span></span></a></em><em>""</em></span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space""><strong>Texto 2</strong></span></p><p rel=""text-align: center;""><span class=""redactor-invisible-space""><em>""Dança é expressão! Contribua para que a dança faça parte da vida de todos! É simples acesse <a href=""http://www.catarse.me/elesplural"" target=""_blank"" rel=""nofollow"">www.catarse.me/elesplural</a><a class=""_58cn"" href=""https://www.facebook.com/hashtag/elesplural?source=feed_text&story_id=1669257633325744"" data-ft=""{&quot;tn&quot;:&quot;*N&quot;,&quot;type&quot;:104}""><span class=""_58cl"">‪   #‎<span class=""_58cm"">elesplural‬</span></span></a></em><em>""</em></span></p><p rel=""text-align: center;""><strong>Texto 3</strong><br></p><p rel=""text-align: center;"">Todo dia é dia de dançar! Contribua para a disseminação dessa ideia! Você pode ajudar acessando o link <em><a href=""http://www.catarse.me/elesplural"" target=""_blank"" rel=""nofollow"">www.catarse.me/elesplural</a><a class=""_58cn"" href=""https://www.facebook.com/hashtag/elesplural?source=feed_text&story_id=1669257633325744"" data-ft=""{&quot;tn&quot;:&quot;*N&quot;,&quot;type&quot;:104}""><span class=""_58cl"">‪ #‎<span class=""_58cm"">elesplural‬</span></span></a></em><em>""</em></p><p><span class=""redactor-invisible-space""></span></p>",35000.0,"<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/38947/carlos.png"" alt="""" width=""146"" height=""139"" style=""float: right; width: 146px; height: 139px; margin: 0px 0px 10px 10px;""></p><p style=""margin-left: 20px; text-align: justify;"">Olá, Eu sou Carlos Clark, <br>Iniciei meus estudos em 1980 e a paixão pela dança foi nata. Em 1985 fui ao Estados Unidos aprimorar os estilos que eu já fazia. Hoje dirijo um grupo de dança indiana com foco no Bollywood.<span></span></p><p style=""margin-left: 20px; text-align: justify;"" rel=""margin-left: 20px; text-align: justify;""><span></span>Pensando nas necessidades e dificuldades, que tive que enfrentar sozinho quando decidi seguir a carreira de bailarino, imaginei que os homens (ELES), isolados como vinham sendo, sentiam a mesma necessidade de alguém que pudesse nortear nessa trajetória. Foi aí que decidi dar início ao ELES Plural, em 2013, com a intenção de conscientizar os bailarinos da ética e da responsabilidade que é carregar o título e estilo Racks El Sharke. </p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/38944/71476_654635691278450_8661604810565289123_n.jpg"" width=""266"" height=""330"" alt="""" style=""width: 266px; height: 330px; display: block; margin: auto;""></p><p style=""margin-left: 20px; text-align: justify;"" rel=""margin-left: 20px; text-align: justify;"">Trata-se de um projeto que visa orientar e unir os bailarinos de dança oriental. Homens de várias partes do Brasil já fazem parte do ELES Plural. Uma vez ao ano, realizamos um encontro, é como uma escola sazonal masculina, que reúne profissionais da dança trazendo novas ideias que possam acrescentar na vida dos bailarinos. Neste ano, nosso encontro ocorrerá no dia 07 de maio em Belo Horizonte.<br></p><p style=""margin-left: 20px; text-align: justify;"">É aí que você pode nos ajudar!</p><p style=""margin-left: 20px; text-align: justify;"">Precisamos da sua colaboração para colocar em cena este projeto e ajudar a pagar custos como locação do teatro,  cenário, equipamentos, filmagem, fotografia, etc. Temos que pensar também na equipe de produção, passagem dos profissionais convidados, cachê artístico, hospedagem, transporte, alimentação e ainda na divulgação<span class=""redactor-invisible-space"" style=""line-height: 1.6em; background-color: initial;""> do evento para que mais bailarinos venham fazer parte do nosso projeto.</span></p><p style=""margin-left: 20px; text-align: justify;"">Para agradecer a sua contribuição, preparamos várias recompensas bem legais que você pode conferir aqui ao lado! </p><p style=""margin-left: 20px; text-align: justify;""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/39425/gtr.jpg""></p><p><span class=""redactor-invisible-space""><br></span></p>",elesplural,//www.youtube.com/embed/UDGu5gGLE_E,https://youtu.be/UDGu5gGLE_E,"Teatro e Dança",19,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24407/carlosokokokoko.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24407/project_thumb_thumb_carlosokokokoko.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24407/project_thumb_small_carlosokokokoko.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24407/project_thumb_large_carlosokokokoko.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/24407/project_thumb_video_cover_carlosokokokoko.jpg,0.21428571428571428600,75.0,3,3,failed,aon,finished,"2016-05-05 02:59:59.999999","2016-05-04 23:59:59.999999","2016-03-05 16:21:07.062027","2016-03-05 13:21:07.062027",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",1,"{""city"" : ""Belo Horizonte"", ""state_acronym"" : ""MG"", ""state"" : ""Minas Gerais""}","{""id"" : 514904, ""name"" : ""Carlos Alberto Rodrigues Clark""}",2,,f,f,2,f,f,f
