project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
14777,14777,431657,"Black Power","Cabelo crespo e cacheado como forma de emponderamento. Resistência. Ato político.","<p>O orçamento será distribuído em <strong>4 partes</strong>: <strong>Produção</strong>,<strong> Brindes</strong>, <strong>Pós produção</strong> e a<strong> taxa do Catarse.<br></strong></p><ul><li><strong></strong> Para a produção será destinado <strong>60%</strong> do valor que inclui gastos com equipamentos, locação e transporte dos modelos;</li><li> Na pós-produção será destinado<strong> 10%</strong> do valor para diagramação do fotolivro, edição e tratamento de imagens e vídeos;</li><li> Para os brindes será destinado<strong> 17%</strong>;</li><li> O catarse cobra uma taxa de <strong>13%</strong> do valor total do projeto que é destinado a manutenção e operação do site.</li></ul><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/18466/graph__1_.png""></p>",8127.0,"<blockquote class=""fontsize-base quote"">   O <strong>empoderamento</strong> parte da ideia de dar às pessoas o poder, a liberdade e a informação que lhes permitem tomar decisões e participar ativamente da organização</blockquote><blockquote class=""fontsize-base quote""><strong></strong></blockquote><p><strong> O que é o projeto?</strong></p><p style=""margin-left: 20px;"">A imagem da mulher e do homem crespo na mídia ultimamente mudou. Tempos atrás esse tipo de cabelo não era bem visto pela sociedade e em alguns locais ainda não é, porém com a grande rede de informações que se propagaram em blogs e vlogs no youtube esse grupo começou a se emponderar das informações obtidas que antes não eram disseminada pela grande mídia, contudo, ainda é espalhado informações de que cabelo crespo e cacheado é a ""última moda"" é estiloso ou exótico.</p><p style=""margin-left: 20px;"">Com a ajuda de vocês quero construir um fotolivro com fotografias que mostrem a beleza natural do que é ser crespa ou cacheada. Que ter cachos independente da textura é algo totalmente natural em um país miscigenado e esconder nossas raízes para seguir o padrão de beleza não é bom para a auto-estima. </p><p style=""margin-left: 20px;"">Pretendo contribuir imageticamente para reafirmar a presença deste grupo que não é a ""última moda"", mais que está resistindo e mostrando suas origens com muito orgulho. As fotografias serão disponibilizadas gratuitamente na rede. Quem contribuir, irá receber o fotolivro como um dos brindes e terá imagens exclusivas dos ensaios e uma breve história do modelo com o cabelo. Além das fotografias pretendo coletar vídeos de making off e disponibiliza-lós no youtube.</p><p><span></span></p><p><strong>Porque ajudar?</strong></p><p style=""margin-left: 20px;"" rel=""margin-left: 20px;"">Black Power está em estaca zero, preciso do seu apoio para tirar-ló do papel e começar a produzir. O projeto trará reflexões sobre o tema e <strong>ajudará a preencher a falta de imagens reais.</strong> Geralmente os cabelos crespos e cacheados são representados ""bem maquiados"" sem volume, sem frizz e outras características que são naturais.</p><p><strong>Como apoiar?</strong></p><ul><ul><li>Cadastre-se ou faça login na plataforma do catarse e apoie o projeto escolhendo o valor que puder contribuir  de acordo com a quantia você receberá um brinde.</li><li>Divulgue e compartilhe o projeto com seus amigos!</li></ul></ul><p><strong><br></strong></p><p><strong>Quem sou ?</strong><br></p><p style=""margin-left: 20px;"">Me chamo Rafaela Mourão, mas pode me chamar de Rafa ok? sou um fotografa cacheada em formação cheia de ideias e sonhos, com muita vontade de ajudar os outros através do meu trabalho. Apaixonada pelo faço especialmente por este tema. Algumas retratos que já produzi, confira mais algumas fotos em <a href=""https://500px.com/rafa_mourao"">https://500px.com/rafa_mourao</a> .</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/19435/RafaMourao__24_.jpg"" width=""281"" height=""209"" style=""width: 281px; height: 209px;"">                       <img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/19436/RafaMourao__18_.jpg"" width=""309"" height=""206"" style=""line-height: 1.6em; width: 309px; height: 206px;""></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/19437/29592f053c5e205763fbd909dcd82630.jpg"" width=""283"" height=""248"" style=""width: 283px; height: 248px;"">            <img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/19440/f143260a1e96abd30c87da1808524404.jpg"" width=""349"" height=""236"" style=""width: 349px; height: 236px;""></p><p style=""margin-left: 20px;""><br></p>",blackpower,//player.vimeo.com/video/136517177,https://vimeo.com/136517177,Fotografia,17,,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/video_thumbnail/14777/project_thumb_thumb_open-uri20150817-3-1sxuw53,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/video_thumbnail/14777/project_thumb_small_open-uri20150817-3-1sxuw53,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/video_thumbnail/14777/project_thumb_large_open-uri20150817-3-1sxuw53,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/video_thumbnail/14777/project_thumb_video_cover_open-uri20150817-3-1sxuw53,1.72265288544358311800,140.0,1,1,failed,aon,finished,"2015-09-23 02:59:59","2015-09-22 23:59:59","2015-08-22 19:12:28.926217","2015-08-22 16:12:28.926217",,t,t,f,31,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 31, ""unit"" : ""days""}",0,"{""city"" : ""Carapicuíba"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 431657, ""name"" : ""Rafa Mourão""}",0,,f,f,0,f,f,f
