project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
37416,37416,43668,"NAO SOU COXINHA ","VEM COLABORAR PORQUE ESSE FILME CELEBRA A VIDA ,O ENCONTRO ,O AMOR .","<p>20 POR CENTO PRA PAGAR OS ATORES </p><p>30 POR CENTO PRA PAGAR DIRETOR</p><p>DIRETOR DE FOTOGRAFIA </p><p>OPERADOR DE SOM</p><p>PRODUTOR</p><p>DIRETOR DE ARTE</p><p>18 POR CENTO PRAS RECOMPENSAS</p><p>15 POR CENTO ALIMENTAÇÃO ,TRANSPORTE DA EQUIPE </p><p>E O RESTANTE TAXA DO CATARSE .<br></p>",80000.0,"<p style=""text-align: center;"">NÃO QUERO SER COXINHA</p><p style=""text-align: center;"">por rogerio rodrigues de oliveira</p><p style=""text-align: center;"">O PROJETO</p><p style=""text-align: center;"">O termo coxinha surgiu pra designar caras , imaturos , inseguros , sem atitude e sem pegada , eles que quero falar , que são muito certinhos , muito bobinhos ,e deles que vamos abordar nesse filme de 30 minutos .</p><p style=""text-align: center;""><br></p><p style=""text-align: center;"">O filme e feito pela nova geração do cinema , que não procura formulas prontas ,</p><p style=""text-align: center;"">nos viemos pra provocar reflexão ,questionar ,transgredir ,minha reflexão nesse filme e entender porque as mulheres estão cansadas de relações superficiais e sem significado , e então as mulheres ficam cada vez mais descompromissadas porque não querem o parceiro ideal , mas sim um homem maduro e de atitude. </p><p class=""fontsize-larger fontweight-semibold"">como me disse uma amiga ,conversando comigo sobre relacionamento ,a ideia surgiu dessa conversa, o problema e a ilusão que a pessoa e perfeita, não da pra fantasiar e nem criar expectativas irreais .</p><p class=""fontsize-larger fontweight-semibold"">6 PONTOS  PRINCIPAIS PORQUE  HÁ PESSOA AMADA VAI EMBORA </p><p class=""fontsize-larger fontweight-semibold"">fiz uma pesquisa porque as mulheres   vão embora.</p><p class=""fontsize-larger fontweight-semibold"">Eis o resultado ;;</p><p class=""fontsize-larger fontweight-semibold"">a relação caiu na rotina </p><p class=""fontsize-larger fontweight-semibold"">ele não se esforça mais pra me conquistar no dia a dia .</p><p class=""fontsize-larger fontweight-semibold"">ela quer respirar , não quer se envolver profundamente </p><p class=""fontsize-larger fontweight-semibold"">O SER AMADO TEM SEGREDOS.</p><p class=""fontsize-larger fontweight-semibold""> OMITE UMA REALIDADE QUE NÃO  QUER COMPARTILHAR.</p><p class=""fontsize-larger fontweight-semibold"">perdeu o desejo sexual pelo parceiro </p><p class=""fontsize-larger fontweight-semibold"">SINOPSE DO FILME </p><p class=""fontsize-larger fontweight-semibold"">TIAGO tem 41 anos ,ficou casado 10  anos com BARBARA não teve filhos teve ,outros relacionamentos, que não acabaram bem.</p><p class=""fontsize-larger fontweight-semibold"">este relacionamento estava indo bem nossas  familías já se conheciam.</p><p class=""fontsize-larger fontweight-semibold"">Sempre saiam pra restaurantes , viagens ,parques ,  e em pouco tempo  estava dormindo na casa dela. afinidade era otíma.</p><p class=""fontsize-larger fontweight-semibold"">um dia ela me chamou e decidiu terminar ,  dizendo que estava sufocada , disse que eu era bacana ,companheiro  mas que não dava pra ficarmos juntos mais .</p><p class=""fontsize-larger fontweight-semibold"">propus namorar sem dormir na casa dela , ela  disse que não  ,  então devolveu minhas coisas ..</p><p class=""fontsize-larger fontweight-semibold""><br></p><p class=""fontsize-larger fontweight-semibold"">fiquei muito chateado ,porque não entendi porque ela foi embora.</p><p class=""fontsize-larger fontweight-semibold"">DESCRIÇÃO DO FILME </p><p class=""fontsize-larger fontweight-semibold"">SÃO 10 DIAS DE GRAVAÇÕES.<br> </p><p class=""fontsize-larger fontweight-semibold"">ATORES SÃO 4 </p><p class=""fontsize-larger fontweight-semibold"">1 HOMEM E 3 MULHERES , VALOR POR DIA , 200 CADA VALOR TOTAL 8000</p><p class=""fontsize-larger fontweight-semibold"">MONTADORA DO FILME 5000</p><p class=""fontsize-larger fontweight-semibold"">DIRETORA DE ARTE 8000</p><p class=""fontsize-larger fontweight-semibold"">DIRETORA DE CASTING 4000</p><p class=""fontsize-larger fontweight-semibold"">DIRETOR DE CENA 7000</p><p class=""fontsize-larger fontweight-semibold"">OPERADOR DE SOM 5000</p><p class=""fontsize-larger fontweight-semibold"">DIRETOR DE FOTOGRAFIA 7000</p><p class=""fontsize-larger fontweight-semibold"">MAIS ALIMENTAÇÃO ,TRANSPORTE PRA AS LOCAÇÕES ,OBJETOS DE CENA ,1 8 000 , MAIS FIGURANTES ,ALUGUEL DE 7 CASAS .E  A ENTREGA DOS BRINDES OS FILMES PARA OS FINANCIADORES ,CAMISETAS , E UMA AMPLIAÇÃO FOTOGRAFÍCA   <br></p><p class=""fontsize-larger fontweight-semibold""><br></p>",nao_sou_coxinha_48d8,,,"Cinema e Vídeo",13,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37416/Chrysanthemum.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37416/project_thumb_thumb_Chrysanthemum.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37416/project_thumb_small_Chrysanthemum.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37416/project_thumb_large_Chrysanthemum.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/37416/project_thumb_video_cover_Chrysanthemum.jpg,0,0,0,0,failed,flex,finished,"2016-09-23 02:59:59.999999","2016-09-22 23:59:59.999999","2016-07-14 17:42:08.041484","2016-07-14 14:42:08.041484",,t,t,f,70,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 70, ""unit"" : ""days""}",0,"{""city"" : ""São Paulo"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 43668, ""name"" : ""Rogerio Rodrigues""}",0,,f,f,0,f,f,f
