project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
34216,34216,578876,"Ajudando Gatinhos + Photobook Cosplay Sensual","Mora no Rio de Janeiro e quero adotar um gatinho ou cachorrinho?www.facebook.com/AnimaisParaAdocaoRj","<p>Como havia dito, o dinheiro será dividido para o Photoshoot e os gatinhos.</p><p><strong></strong><span></span><strong>Photoshoot</strong></p><ul><li>fotografo</li><li>make</li><li>confecção dos cosplays</li><li>materiais ( lente, peruca, aviamento da roupa, e.v.a, etc... )</li><li>cenário ( motel, objetos para o cenário, etc ... )</li></ul><p><strong>Gatinhos</strong></p><ul><li>Porta para o terraço ( local onde fica a maioria dos gatos, a porta que temos os gatos quebraram uma parte dela e conseguem passar D: )</li><li><span></span>Tela para o terraço e janelas </li><li>ração</li><li>remédios</li><li>produtos de limpeza</li><li>Fraldas ( temos uma gatinha paraplégica )</li></ul><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/63039/13754547_1012440175542920_9026832443233945393_n.jpg""></p><p>Metade da metade dos gatos! rs<br></p><p><span></span></p><ul><li><span></span></li></ul><ol></ol>",2500.0,"<p>Oiee !!<br>Sou a Hoku, tenho 24 anos, moro no Rio de Janeiro  e faço cosplay a 10 anos ! o/<br>Como a maioria já sabe eu faço ensaios sensuais e nu.<br><br>Sempre tive essa vontade de juntar o nu com o cosplay, fazer alguns ensaios com cosplay bem sexy e sensuais !</p><p>A maioria sabe também que minha mãe é protetora de animais.</p><p>No momento temos 35 gatos em casa, gastamos por mês em volta de R$ 600/R$ 700 com ração Golden para gatos castrados fora remédios, produtos de limpeza, etc... <br><br>O projeto seria para promover/divulgar meus ensaios e ajudar aqui em casa com a ração, areia, remédios, etc ...<br>PRINCIPALMENTE !! com a mudança do terraço !<br>Quero mudar a tela, pois esta ficando velha e arrebentando e trocar a porta ( eles quebraram a porta de madeira;-;).</p><p>Pois eu tenho uns vizinhos muito ruins que já envenenou 5 gatos nossos e conseguiram matar 3. Eles ficam soltos pela casa, acabam destruindo algumas coisas e alguns conseguem sair, dai o vizinho vai lá e faz essa ruindade.</p><hr><p>Eu coloquei na minha pagina do facebook 5 personagens.</p><ol><li>Inori Yuzuriha - Guilty Crown</li><li>Dva - Overwatch</li><li>Catwoman- Batman</li><li>Shiro - no game no life</li><li>Panty - panty and stocking with garterbelt<span class=""redactor-invisible-space"" style=""font-size: 18px; line-height: 27px;"">.</span></li></ol><p><span class=""redactor-invisible-space""><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/60071/13495170_1062037850511953_2522594862858444757_n.jpg""><br></span></p><p><span class=""redactor-invisible-space"">As 3 personagens escolhidas por vocês serão usadas nos ensaios.</span></p><p><span class=""redactor-invisible-space"">Os ensaios serão feitos por um fotografo profissional, com um cenário bem legal e que combine com as 3 personagens escolhidas .</span></p><p><span class=""redactor-invisible-space""></span>Quando o Projeto for encerrado, vou começar a confeccionar os cosplayers das 3 personagens escolhidas.<br>O Prazo de entrega das fotos é de 30 dias uteis assim que o projeto for encerrado!!<br><br>Participe da votação de Personagens! <a href=""https://www.facebook.com/deusahoku7/photos/a.488147861234291.1073741830.434566136592464/1062037850511953/?type=3&theater"">https://www.facebook.com/deusahoku7/photos/a.48814...</a></p><p><br></p><p><strong>Caso passe da meta, Vamos ter um ensaio extra do Cosplay da Jinx - League of Legends!! &lt;3 o/</strong></p><p><strong></strong></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/63036/b759613f-d6b9-4e8a-a3b5-6efee5639b5d.jpg""></p><p><span class=""redactor-invisible-space"">______________________________</span></p><p style=""text-align: center;""><strong><strong>Esse projeto é Tudo ou Nada!</strong></strong></p><p style=""text-align: center;""><strong><strong></strong></strong><strong><br></strong><strong><strong>Dessa maneira, os apoiadores só vão receber os recompensas <span class=""fontweight-semibold"">caso atinja ou supere a meta de arrecadação</span>. Caso contrário, todos os apoiadores serão reembolsados e ninguém recebera recompensas e nem eu o apoio de vocês. </strong></strong></p>",projetodahoku,,,Fotografia,17,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34216/3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34216/project_thumb_thumb_3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34216/project_thumb_small_3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34216/project_thumb_large_3.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/34216/project_thumb_video_cover_3.jpg,51.60000000000000000000,1290.0,10,10,online,aon,published,"2016-10-19 01:59:59.999999","2016-10-18 23:59:59.999999","2016-08-19 16:57:33.463788","2016-08-19 13:57:33.463788",,t,f,t,60,"{""total"" : 23, ""unit"" : ""days""}","{""total"" : 36, ""unit"" : ""days""}",0,"{""city"" : ""Rio de Janeiro"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 578876, ""name"" : ""Hoku""}",8,,f,f,0,f,f,f
