project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
30654,30654,555248,"design hostel  albergue","Hostel  211  este você ajudou a construir aqui você pode ficar, com muito orgulho isto também é seu.","<p>O projeto todo está orçado em R$ 134.000,00, dos quais já foram gastos até aqui R$ 68.000,00 com infraestrutura necessárias como  poste padrão cpfl :R$ 1.200,00;  instalação de caixa de gordura industrial e caixa de entrada padrão sanasa R$ 1.600,00; substituição integral de toda fiação elétrica e tomadas de acordo com as exigências do corpo de bombeiro; R$ 23.000,00;  taxas e documentação junto à prefeitura para alvará de funcionamento; vistoria e autorização da vigilância sanitária; abertura de dois banheiros adicionais (faltando acabamento) R$ 17.000,00; instalação de um deck de madeira de 47 mts com toldo e cobertura; R$ 25.200,00.</p><p>Agora é concluir; Piso porcelanato em toda a área interna da casa orçado em R$ 20.000,00, com mão de obra inclusa; pintar e cimentar toda a área externa dos fundos de mais 70 mt, orçado em R$ 3.000,00; colocar um toldo de cobertura sobre esta área, a custo de R$ 6.000,00; concluir a reforma de todos os banheiros existentes na casa, com duchas, bacias; e divisórias com iluminação adequada e dar acesso para portadores de necessidades especiais; R$ 18.000,00 com mão de obra inclusa, e a aquisição de 15 camas beliche; 30 colchões; 30 armários; 90 jogos de cama; 90 travesseiros;  tv; geladeira;  forno de micro ondas; fogão e utensílios domésticos no valor de R$ 27.000,00.<br></p><p><br></p><p><br></p><p><br></p>",74000.0,"<p style=""text-align: justify;"">Quem procura um local para se hospedar, quer no mínimo uma boa cama, uma boa ducha,  um lugar limpo e agradável. </p><p style=""text-align: justify;"">Se for acompanhado de um atendimento exclusivo<span class=""redactor-invisible-space""> </span>então isto se transforma em uma experiência única e inesquecível.</p><p style=""text-align: justify;"" rel=""text-align: justify;"">Transformar o descanso do viajante, estudante, jovens turistas, empresários, numa experiência aconchegante é o projeto que comecei e agora preciso concluir.</p><p style=""text-align: justify;"">O sonho já está na metade, iniciado em novembro de 2015, quando o espaço começou a ser recuperado.</p><p style=""text-align: justify;"">O local fica numa área de turismo em campinas, ao lado da lagoa do taquaral, acesso fácil de entrada para quem vem do sul de minas e interior do estado de São Paulo, caminho obrigatório para o circuito das águas, região de muito turismo, próximo a diversas universidades, públicas e privadas, hospitais e shoppings, ponto ideal para um hostel que agregue pessoas, amigos em que seja agradável a um custo acessível.</p><p style=""text-align: justify;"">Agora é concluir o que já começou, equipando quartos, cozinha, dando acabamentos de primeira nos banheiros e na área de laser, aproveitando todos os recursos aqui arrecadados para abrir o tão sonhado hostel e começar a receber os novos amigos.</p><p style=""text-align: justify;"">O prazo de término está previsto para até dezembro de 2016, época em que se começa vestibulares, férias, festas e viagens.</p><p style=""text-align: justify;"">Fica aqui o convite a todos aqueles que direta ou indiretamente puderem contribuir com esta meta vir conhecer este sonho de vida se surpreender com os resultados desta campanha. Muito obrigado.</p><p style=""text-align: justify;""><br></p>",albergue,,,Eventos,10,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/30654/images__1_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/30654/project_thumb_thumb_images__1_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/30654/project_thumb_small_images__1_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/30654/project_thumb_large_images__1_.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/30654/project_thumb_video_cover_images__1_.jpg,0,0,0,0,failed,flex,finished,"2016-06-29 02:59:59.999999","2016-06-28 23:59:59.999999","2016-04-29 15:12:15.498761","2016-04-29 12:12:15.498761",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",0,"{""city"" : ""Campinas"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 555248, ""name"" : ""Brainer""}",0,,f,f,0,f,f,f
