project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
23738,23738,501321,"Nudus Magazine","10 Homens + Nu = Amor. Compre já a sua Nudus Magazine!","<ul><li><strong>Impressão/Gráfica: R$ 8.500</strong></li><li><strong>Diagramação: R$ 1.500</strong></li><li><strong>Correios/Envelopes: R$ 3.100</strong></li><li><strong>Tratamento de imagens: R$ 2.000</strong></li><li><strong>13% para o Catarse: R$ 1.963</strong></li></ul><p><strong>TOTAL: R$ 17.063</strong></p>",17063.0,"<p style=""text-align: center;"" rel=""text-align: center;""><strong></strong><br>A <strong>Nudus Magazine</strong> surgiu de um projeto de conclusão de curso de fotografia feito pelo fotógrafo <strong>André Carlos,  </strong><br>que sempre buscou exaltar a beleza masculina de uma forma natural e sem pré-conceitos. Com seu trabalho sempre mais <br>voltado para o nu, <strong>André</strong> finalmente resolveu por a <strong>Nudus</strong> em prática. <br>Na primeira edição serão 60 páginas e 10 meninos, a maioria bem próxima do fotógrafo, <br>que resolveram se despir para o mundo a favor do projeto, sendo 8 meninos de Brasília e 2 de Goiânia. <br>O frete ja está incluido ao valor e na Nudus você que escolhe qual modelo quer na capa, essas são as opções:<br><br><br><strong>1) Capa com Lucas Kubitschek</strong><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64689""><img style=""width: 470px; height: 470px; margin: auto; display: block;"" alt=""Lucas Kubitschek"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35671/CAPA_NUDUS-4.jpg"" height=""470"" width=""470""></a>     <strong></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><br><strong></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong>2) Capa com Luis Paulo</strong><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64690""><img style=""width: 469px; height: 470px; margin: auto; display: block;"" alt=""Luis Paulo"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35672/CAPA_NUDUS.jpg"" height=""470"" width=""469""></a><strong><br></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong>3) <strong>Capa com Gabriel Sampaio<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64691""><img style=""width: 475px; height: 477px; margin: auto; display: block;"" alt=""Gabriel Sampaio"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35674/CAPA_NUDUS-6.jpg"" height=""477"" width=""475""></a><br><br>4) Capa com Victor Castro<a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64692""><img style=""width: 474px; height: 475px; margin: auto; display: block;"" alt=""Victor Castro"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35675/CAPA_NUDUS-3.jpg"" height=""475"" width=""474""></a><br></strong></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong><strong>5) Capa com Felipe Gabriel<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64693""><img style=""width: 473px; height: 472px; margin: auto; display: block;"" alt=""Felipe Gabriel"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35676/CAPA_NUDUS-5.jpg"" height=""472"" width=""473""></a><br><br>6) Capa com Athos<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64694""><img style=""width: 482px; height: 482px; margin: auto; display: block;"" alt=""Athos"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35677/CAPA_NUDUS-7.jpg"" height=""482"" width=""482""></a><br></strong></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong><strong>7) Capa com Danillo<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64695""><img style=""width: 485px; height: 484px; margin: auto; display: block;"" alt=""Danillo"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35678/CAPA_NUDUS-8.jpg"" height=""484"" width=""485""></a><br><br>8) Capa com Victor Hugo<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64696""><img style=""width: 493px; height: 495px; margin: auto; display: block;"" alt=""Victor Hugo"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35679/CAPA_NUDUS-10.jpg"" height=""495"" width=""493""></a><br><br>9) Capa com Thyers<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64697""><img style=""width: 497px; height: 499px; margin: auto; display: block;"" alt=""Thyers"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35680/CAPA_NUDUS-9.jpg"" height=""499"" width=""497""></a><br></strong></strong></p><p style=""text-align: center;"" rel=""text-align: center;""><strong><strong>10) Capa com Marcelo<br><a href=""https://www.catarse.me/projects/23738/contributions/new?reward_id=64698""><img style=""width: 495px; height: 494px; display: block; margin: auto;"" alt=""Marcelo"" src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/35681/CAPA_NUDUS-2.jpg"" height=""494"" width=""495""></a><br><br></strong><br></strong><br></p>",nudusmagazine,//player.vimeo.com/video/152157716,https://vimeo.com/152157716,Fotografia,17,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/23738/capacatarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/23738/project_thumb_thumb_capacatarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/23738/project_thumb_small_capacatarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/23738/project_thumb_large_capacatarse.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/23738/project_thumb_video_cover_capacatarse.png,128.3947723143644100,21908.0,325,313,successful,aon,finished,"2016-03-22 02:59:59.999999","2016-03-21 23:59:59.999999","2016-01-21 13:35:24.220358","2016-01-21 11:35:24.220358",,t,t,f,60,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 60, ""unit"" : ""days""}",13,"{""city"" : ""Brasília"", ""state_acronym"" : ""DF"", ""state"" : ""Distrito Federal""}","{""id"" : 501321, ""name"" : ""André Carlos""}",25,,f,f,325,f,f,f
