project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
41953,41953,636576,"Ciclo de Palestras - 2016 ",""" Defesa de direitos a moradia no Brasil "" ","<p>O valor total arrecadado será utilizado para produção de vídeo institucional emotivo com aproximadamente 3 minutos, com o objetivo de divulgar a causa da ONG gerar conversões junto ao público alvo para cadastro no Programa Sócio Assistencial.  O vídeo que anexamos foi desenvolvido pela ISO 26000, com quem trabalhamos em parceria a fim de adequarmos nosso modelo de gestão social alinhado a princípios do Certificado ISO sobre responsabilidade social no Brasil e no mundo. </p><p> O vídeo será usado em diversos meios, como website, apresentações, meios digitais palestras e outros. O vídeo deverá explicar o sistema de uma maneira que a pessoa veja como ele pode fazer diferença para os problemas da realidade brasileira. </p><p>Contará com locução, trilha sonora, ilustrações originais, animação motion graphics e imagens de bancos de imagem. Este orçamento inclui reunião de briefing, e sobre as melhores opções para a produção e uso do vídeo, e dicas práticas para aumentar o impacto do video marketing.</p><p><br>_________ESCOPO DETALHADO:<br>- Reunião de Briefing à distância;     - Criação e redação de roteiro para o vídeo;     - Produção/mixagem de trilha sonora;   - Seleção e cachê de locutor;  - Gravação de locutor em estúdio;  - Ilustrações originais; - Criação de animações motion graphics;     - Imagens de bancos (iStockPhotos);     - Edição do vídeo;     - Tratamento de cor em profundidade 32bits;     - Entrega em todos os formatos digitais necessários, com resolução máxima Full HD.</p><p><br>________ITENS INCLUSOS:<br>- Ilhas de edição de última geração;   - Equipe consagrada no mercado nacional;     - Equipamentos de gravação de áudio; - Outros acessórios necessários à produção;     - Direitos autorais de todo material utilizado para a ONG - Familia Brasil<br></p>",17870.0,"<p style=""margin-left: 200px;""><strong>Ciclo de Palestras - 2016 </strong></p><p>Terá inicio na segunda quinzena do mês de novembro deste ano, o primeiro ciclo de palestras em locais públicos; para comunidades e famílias com renda de zero até 05 salários mínimos que não conseguem acesso a bens e serviços públicos. </p><p>O projeto Ciclo de palestras tem por objetivo promover conhecimento; informação  sobre direitos já adquiridos e protegidos por leis no Brasil, oferecendo o acesso a políticas públicas nos segmentos: moradia, família, economia, politica e religião. </p><p>As palestras serão realizadas mensalmente, sempre em locais públicos a começar pela cidade de Sorocaba, onde localiza-se o escritório sede da ONG Família Brasil principal responsável pela execução deste projeto </p><p>O projeto Ciclo de palestras - 2016 terá seu inicio na cidade de Sorocaba e logo após a primeira; divulgação da agenda das próximas; informando data, horário e locais pré agendados, para os demais municípios; alcance para região sudoeste do estado de S. Paulo envolvendo as cidades de Iperó, Votorantim, S. Pirapora, Capivari e S. Roque</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",ciclo_de_palestras_2016_433c,//www.youtube.com/embed/IJUm3JqF-Ro,https://youtu.be/IJUm3JqF-Ro,Eventos,10,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41953/LOGO.jpeg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41953/project_thumb_thumb_LOGO.jpeg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41953/project_thumb_small_LOGO.jpeg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41953/project_thumb_large_LOGO.jpeg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/41953/project_thumb_video_cover_LOGO.jpeg,0.41969781757134862900,75.0,2,2,online,aon,published,"2016-11-14 01:59:59.999999","2016-11-13 23:59:59.999999","2016-09-14 23:15:03.823768","2016-09-14 20:15:03.823768",,t,f,t,60,"{""total"" : 49, ""unit"" : ""days""}","{""total"" : 10, ""unit"" : ""days""}",0,"{""city"" : ""Sorocaba"", ""state_acronym"" : ""SP"", ""state"" : ""São Paulo""}","{""id"" : 636576, ""name"" : ""ONG - Familia Brasil""}",1,,f,f,0,f,f,f
