project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
10493,10493,389118,"Ainda não lhe fiz uma canção de amor","Duas vidas, uma história e um pouco do que ainda não se viveu. ","<p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/486/OR_AMENTPMGUR.png""></p><p><br></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/487/parceiros_offsetIMGUR.png""></p>",2600.0,"<p><strong><br></strong></p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/34/870KKEG.png""></p><p><strong>Greg</strong> e <strong>Alessandro</strong> estão no quarto se olhando. O sentimento de culpa e nostalgia daquele momento até pode marcar para sempre a vida dos dois, mas é apenas uma passagem para permitir que o amor caminhe livremente entre eles, sem amarras, sem estradas. Eles se olham. Eles se sentem. Eles se amam, independente das fotos nunca reveladas ou das canções nunca escritas. <a href=""https://www.facebook.com/aindanaolhefizumacancaodeamor"" target=""_blank"">Ainda não lhe fiz uma canção de amor</a> é a história de Greg (23), músico amante do jazz, e de Alessandro (30), fotógrafo.</p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/26/MAnpLYC.png""></p><p>Fazer um filme não é fácil, nem barato. Por trás das imagens que vão para a tela existe uma equipe esforçada e numerosa a fim de fazer com que tudo dê certo. Precisamos desse mínimo recurso (<strong>R$ 2.600</strong>) para profissionalizar ao máximo a produção do curta, viabilizando toda a parte técnica da produção, como: elementos de direção de arte, locações, figurinos, locomoção e alimentação da nossa equipe durante os dias de filmagem, uso de equipamentos, cópias do curta em DVD, banners, cartazes...Tudo vai depender da grana que vamos conseguir arrecadar por aqui! </p><p><img src=""https://s3.amazonaws.com/cdn.catarse/uploads/redactor_rails/picture/data/27/Us7LIQK.png""></p><p>... Por que há cerca de 3 anos Natal vive um despertar bonito de se ver: o aumento da produção cinematográfica de ficção. A nossa cidade está cheia de gente competente e ansiosa para fazer o cinema potiguar acontecer ainda mais, e <a class=""alt-link"" target=""_blank"" href=""https://www.facebook.com/aindanaolhefizumacancaodeamor"">Ainda Não lhe fiz uma canção de amor</a> surge para fortalecer esse processo. {Uma cidade vista na tela é uma cidade lembrada}!</p><p>... Por que nunca é demais falar sobre toda forma de amor, ainda mais quando um estudo recente divulgado pelo Brasil Post, posiciona o Rio Grande do Norte como o <a class=""alt-link"" target=""_blank"" href=""http://www.brasilpost.com.br/2014/02/28/estados-gay-mulher-negro_n_4876455.html?utm_hp_ref=pais#slide=3480522"">3º estado mais perigoso do Brasil para homossexuais</a>.</p><p>... Por que você será papel fundamental no fortalecimento da produção artística da cidade!</p><p>... Por que você vai ver um filme <strong>lindo</strong>. A gente promete <strong>\\O/</strong></p><p><strong>PLANO DE MARKETING PARA MARCAS APOIADORAS/PATROCINADORAS</strong></p><p>Caso você tenha uma empresa e queira contribuir com a produção do filme, a sua marca automaticamente será contemplada nas seguintes formas de divulgação:</p><ul><li>Postagens personalizadas sobre a empresa na página do filme no Facebook. </li><li>Citação da marca em banners e cartazes promocionais do curta.</li><li>Divulgação da marca no teaser e trailer do filme</li><li>Citação da marca nos releases enviados à imprensa e nas matérias resultantes. </li><li>Marca inserida no início do filme em “Apoio/Patrocínio"", e nos créditos finais. (Investir no cinema independente é aumentar o alcance de público para a sua marca! :D)</li></ul><p>Nosso curta metragem pretende rodar em festivais, fortalecendo a presença do cinema potiguar no mundo inteiro, e consequentemente contribuindo para que a sua marque alcance novos públicos. A expectativa inicial é de que <a class=""alt-link"" target=""_blank"" href=""https://www.facebook.com/aindanaolhefizumacancaodeamor"">Ainda não lhe fiz uma canção de amor</a> seja exibido em 50 mostras e festivais nacionais e pelo menos duas internacionais até 2017. </p><p><strong>FICHA TÉCNICA</strong></p><p>Direção/Roteiro: Henrique Arruda | Assistente de direção: Dhara Ferraz |  Direção de fotografia/imagens: Rodrigo Sena | Trilha sonora: Luiz Gadelha | Preparação de elenco: Henrique Fontes | Arte: Ana Clara Monteiro | Direção de arte/figurino: Gabrielle Barros | Montagem: Pipa Dantas | Still: Paulo Fuga | Produção de set: Camilla Natasha | Diretora de produção: Suerda Morais | Coordenador de produção: Davis Josino Nascimento | Assistente de produção: Emilly Lacerda | Co-produção: CASU Filmes </p><p><strong>PREVISÃO DE ESTREIA</strong> Novembro de 2015</p>",aindanaolhefizumacancaodeamor,//player.vimeo.com/video/122188427,https://vimeo.com/122188427,"Cinema e Vídeo",13,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10493/logo_piquixota.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10493/project_thumb_thumb_logo_piquixota.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10493/project_thumb_small_logo_piquixota.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10493/project_thumb_large_logo_piquixota.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/10493/project_thumb_video_cover_logo_piquixota.png,121.5384615384615400,3160.0,48,45,successful,aon,finished,"2015-05-27 02:59:59","2015-05-26 23:59:59","2015-04-02 00:55:00.301294","2015-04-01 21:55:00.301294",,t,t,f,55,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 55, ""unit"" : ""days""}",7,"{""city"" : ""Natal"", ""state_acronym"" : ""RN"", ""state"" : ""Rio Grande do Norte""}","{""id"" : 389118, ""name"" : ""Henrique Arruda""}",0,,f,f,7,f,f,f
