project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
40600,40600,627211,"Ajude o Canal da Juliana Padilha","Ajude a Juliana Padilha a dar continuidade aos vídeos do Break feminino!","<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64669/gr%C3%A1fico_catarse.jpg"" width=""713"" height=""382"" style=""width: 713px; height: 382px;""></p><p>60% será destinado à compra do equipamento (câmera);</p><p>27% será destinado às recompensas (custos com os itens + valor do frete)</p><p>13% à taxa do Catarse.</p>",1930.0,"<p style=""text-align: justify;"">Oi, meus amores, tudo bem?</p><p style=""text-align: justify;"">Eu sou a Juliana Padilha, mas se você já me conhece deve saber que me tratam carinhosamente de Jú! Eu sempre convido vocês para assistir aos meus vídeos no YouTube. Mas hoje estou aqui para convidá-las para participar do meu financiamento coletivo a fim de que eu possa exatamente continuar a fazer isso. </p><p style=""text-align: justify;"">Antes, porém, de detalhar esse assunto, quero falar sobre esse meu trabalho.</p><p style=""text-align: justify;"">Hoje, o meu canal do Youtube é motivo de muito orgulho para mim. Graças a ele, tenho tido a incrível e grata satisfação de inspirar pessoas, melhorando a auto-estima delas e, consequentemente levando-as a assumir novas posturas. Além disso, o canal, que tem o meu nome e existe há dois anos, também vem me proporcionando importantes realizações pessoais, pois me dá a oportunidade de fazer o que gosto, transmitir informações às pessoas e interagir com elas através da troca de experiências. Sabe aquela coisa de fazer o que ama e ainda por cima poder ser reconhecida por isso e ter pessoas que se identificam? É isso!</p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64829/Screenshot_2016-08-29-13-58-08-1.png"" width=""537"" height=""417"" style=""width: 537px; height: 417px;""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64830/Screenshot_2016-08-29-13-58-38-1.png""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/64831/Screenshot_2016-08-30-19-08-40-1.png""></p><p style=""text-align: justify;"">O canal aborda temas como estética, por exemplo, voltados para o empoderamento  e  a melhoria da auto-estima principalmente da mulher negra. Veja alguns dos vídeos:</p><p style=""text-align: justify;""><a href=""https://www.youtube.com/watch?v=Ijk_IxxmzI4"" target=""_blank"">Box braids: Medos e inseguranças</a></p><p style=""text-align: justify;""><a href=""https://www.youtube.com/watch?v=ztbtyRwyPoM"" target=""_blank"">Tem que ter cachos definidos pra ser bonito?</a></p><p style=""text-align: justify;""><a href=""https://www.youtube.com/watch?v=7WJs6xOd5TM"" target=""_blank"">Você entrou na transição pelo motivo certo?</a></p><p style=""text-align: justify;"">Porém, como já deve ser do conhecimento de algumas de vocês, atualmente me encontro com dificuldades de continuar desenvolvendo esse trabalho que me traz tanta satisfação. Há cerca de uma semana, devido a um acidente que danificou a minha câmera, estou impossibilitada de gravar os vídeos. Quem acompanha meu trabalho sabe o quanto isso me deixou triste. Infelizmente, no momento não tenho condições de comprar outra e por isso, estou aqui para convidar vocês a participarem desse meu financiamento coletivo. E assim poder dar continuidade a essa atividade que é tão importante para mim e para quem acompanha.</p><p style=""text-align: justify;""><strong>Por que apoiar?</strong></p><p style=""text-align: justify;"">Além de uma câmera nova voltar a viabilizar o meu trabalho, a melhor qualidade do equipamento possibilitará a produção de conteúdos com mais qualidade. Desejo avançar cada vez mais com o canal e evoluir com ele. Mas sabemos que é complicado conseguir de fato uma evolução quando não se tem condições de dispor as ferramentas adequadas. </p><p style=""text-align: justify;"">Além disso, acredito que representatividade feminina e negra é importante nesse meio tão democrático que é a internet e pode fazer diferença fora do mundo virtual também.</p><p style=""text-align: justify;""><strong>Como posso apoiar?</strong></p><p style=""text-align: justify;"">Esse financiamento coletivo funciona como uma vaquinha virtual! Você colabora com um valor e ainda pode ganhar uma singela recompensa! :)</p><p style=""text-align: justify;"">Existem duas formas de ajudar: cartão de crédito ou boleto bancário. <strong>B</strong><strong>asta clicar em ""Apoiar esse projeto""</strong> e seguir as instruções. É bem rápido e fácil!</p><p style=""text-align: justify;""><strong>IMPORTANTE:</strong></p><p style=""text-align: justify;"">Esse financiamento é <strong>TUDO OU NADA! </strong>Ou seja, caso a meta não seja alcançada, todo o valor arrecadado será devolvido aos apoiadores e o financiamento não será realizado.</p>",julianapadilha,//www.youtube.com/embed/f4ezZqypL4s,https://www.youtube.com/watch?v=f4ezZqypL4s,"Cinema e Vídeo",13,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40600/avatar.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40600/project_thumb_thumb_avatar.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40600/project_thumb_small_avatar.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40600/project_thumb_large_avatar.png,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/40600/project_thumb_video_cover_avatar.png,7.25388601036269430100,140.0,3,3,online,aon,published,"2016-10-17 01:59:59.999999","2016-10-16 23:59:59.999999","2016-09-01 21:29:39.825722","2016-09-01 18:29:39.825722",,t,f,t,45,"{""total"" : 21, ""unit"" : ""days""}","{""total"" : 23, ""unit"" : ""days""}",0,"{""city"" : ""Magé"", ""state_acronym"" : ""RJ"", ""state"" : ""Rio de Janeiro""}","{""id"" : 627211, ""name"" : ""Juliana Padilha""}",0,,f,f,0,f,f,f
