project_id,id,user_id,name,headline,budget,goal,about_html,permalink,video_embed_url,video_url,category_name,category_id,original_image,thumb_image,small_image,large_image,video_cover_image,progress,pledged,total_contributions,total_contributors,state,mode,state_order,expires_at,zone_expires_at,online_date,zone_online_date,sent_to_analysis_at,is_published,is_expired,open_for_contributions,online_days,remaining_time,elapsed_time,posts_count,address,user,reminder_count,is_owner_or_admin,user_signed_in,in_reminder,total_posts,can_request_transfer,is_admin_role,contributed_by_friends
16036,16036,431082,"[Livro] Ciberfeminismo: tecnologia e empoderamento","// Ciberfeminismo // Um livro sobre o empoderamento feminino através da tecnologia. Jan 2017","<p>Onde serão utilizados os valores arrecadados</p><ul><li>50% Impressão</li><li>30% Correios</li><li>13% Catarse</li><li>07% Recompensas</li><li><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/66380/Captura_de_Tela_2016-09-08_a%CC%80s_13.32.48.png""></li></ul>",5000.0,"<p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/66371/3.jpg""><br></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/66401/1.jpg""></p><p><img src=""https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/redactor_rails/picture/data/66402/4.jpg""></p><p>Desde que deixou os laboratórios das universidades e outros centros de pesquisa e tecnologia – tradicionalmente ocupados por homens cis, brancos, hetero, e membros da elite econômica –, a Internet se constrói como um local que, ao mesmo tempo, abriga (re)produção de discursos misóginos e tem o potencial de ser uma ferramenta poderosa para o enfrentamento daqueles mesmos discursos. </p><p>A coletânea que apresentamos agora começou a tomar forma em 2015, quando a <a href=""http://fb.com/editoramonstrodosmares"" target=""_blank"">Editora Monstro dos Mares</a> realizou uma chamada pública de artigos sobre o ciberfeminismo. Os textos recebidos foram selecionados e organizados em um panorama que mostra alguns desdobramentos da militância feminista no ciberespaço, que o compreendem como zona fértil para a proliferação do poder feminino através da apropriação dos meios tecnológicos e sua transformação em ferramentas de luta. </p><p>Autoras:</p><p style=""margin-left: 40px;"">&lt;<strong>Claire</strong> L. Evans&gt; <br>&lt;<strong>Talita</strong> Santos Barbosa&gt; <br>&lt;<strong>Tatiana</strong> Wells&gt; <br>&lt;<strong>Jarid</strong> Arraes&gt; <br>&lt;<strong>Fhaêsa </strong>Nielsen&gt; <br>&lt;<strong>Caroline</strong> Franck + <strong>Cássia</strong> Rodrigues Gonçalves + <strong>Êmili</strong> Leite Peruzzo&gt; <br>&lt;<strong>Izabela</strong> Paiva&gt; <br>&lt;<strong>Graziela</strong> Natasha Massonetto&gt; <br>&lt;<strong>Priscila</strong> Bellini&gt; <br>&lt;<strong>Soraya</strong> Roberta, [S. R.]&gt; <br>&lt;<strong>Angélica</strong> Schenerock&gt; </p><p rel=""margin-left: 40px;"">Organização:</p><p rel=""margin-left: 40px;"" style=""margin-left: 40px;"">&lt;<strong>Claudia</strong> Mayer&gt;</p><p>Ao apoiar esta campanha você não estará apenas “comprando um livro”. Cada contribuição tornará possível a produção de mais livros. Quando você receber o seu, outro será destinado a coletivos de militância, bibliotecas autônomas, e outras pessoas que, ao entrar em contato com a tinta no papel, farão a diferença que o mundo precisa hoje. </p><p><span></span></p><p>(As colaborações que não compõe a versão impressa da coletânea serão disponibilizados para download quando do lançamento do livro.)</p><hr><p><span class=""redactor-invisible-space""></span></p><ul></ul><p><strong>Ciberfeminismo: Tecnologia e Empoderamento<br></strong>A5 (148.5 x 210 mm)<br>100 páginas (apróx)<br>Capa em papel branco offset 230gr<br>Miolo em papel branco offset 75gr<br></p><p>PREVISÃO PARA JANEIRO DE 2017<br>Com seu apoio poderá ser antes =)</p>",livrociberfeminismo,,"","Ciência e Tecnologia",18,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/16036/capinha.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/16036/project_thumb_thumb_capinha.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/16036/project_thumb_small_capinha.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/16036/project_thumb_large_capinha.jpg,https://s3-sa-east-1.amazonaws.com/cdn.br.catarse/uploads/project/uploaded_image/16036/project_thumb_video_cover_capinha.jpg,5.50000000000000000000,275.0,6,6,online,flex,published,,,"2016-09-17 16:25:44.909439","2016-09-17 13:25:44.909439",,t,f,t,,"{""total"" : 0, ""unit"" : ""seconds""}","{""total"" : 7, ""unit"" : ""days""}",0,"{""city"" : ""Porto Alegre"", ""state_acronym"" : ""RS"", ""state"" : ""Rio Grande do Sul""}","{""id"" : 431082, ""name"" : ""Editora Monstro dos Mares""}",3,,f,f,0,f,f,f
