project_id,source
14270,"[{""paid_at"" : ""2015-06-05"", ""total"" : 1, ""total_amount"" : 50.0}, {""paid_at"" : ""2015-06-09"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-06-13"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-07-03"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-07-07"", ""total"" : 1, ""total_amount"" : 490.0}]"
