project_id,source
31046,"[{""paid_at"" : ""2016-05-09"", ""total"" : 2, ""total_amount"" : 300.0}, {""paid_at"" : ""2016-05-10"", ""total"" : 1, ""total_amount"" : 80.0}, {""paid_at"" : ""2016-05-11"", ""total"" : 5, ""total_amount"" : 125.0}, {""paid_at"" : ""2016-05-12"", ""total"" : 3, ""total_amount"" : 90.0}, {""paid_at"" : ""2016-05-13"", ""total"" : 5, ""total_amount"" : 130.0}, {""paid_at"" : ""2016-05-14"", ""total"" : 3, ""total_amount"" : 110.0}, {""paid_at"" : ""2016-05-15"", ""total"" : 2, ""total_amount"" : 70.0}, {""paid_at"" : ""2016-05-16"", ""total"" : 6, ""total_amount"" : 190.0}, {""paid_at"" : ""2016-05-17"", ""total"" : 5, ""total_amount"" : 200.0}, {""paid_at"" : ""2016-05-18"", ""total"" : 2, ""total_amount"" : 30.0}, {""paid_at"" : ""2016-05-19"", ""total"" : 9, ""total_amount"" : 235.0}, {""paid_at"" : ""2016-05-20"", ""total"" : 6, ""total_amount"" : 100.0}, {""paid_at"" : ""2016-05-21"", ""total"" : 2, ""total_amount"" : 60.0}, {""paid_at"" : ""2016-05-24"", ""total"" : 1, ""total_amount"" : 15.0}]"
