project_id,source
11280,"[{""paid_at"" : ""2015-03-21"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-03-28"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-03-30"", ""total"" : 1, ""total_amount"" : 20.0}, {""paid_at"" : ""2015-04-20"", ""total"" : 1, ""total_amount"" : 20.0}]"
