project_id,source
1242,"[{""paid_at"" : ""2013-01-24"", ""total"" : 6, ""total_amount"" : 205.0}, {""paid_at"" : ""2013-01-25"", ""total"" : 3, ""total_amount"" : 265.0}, {""paid_at"" : ""2013-01-28"", ""total"" : 2, ""total_amount"" : 70.0}, {""paid_at"" : ""2013-01-29"", ""total"" : 1, ""total_amount"" : 65.0}, {""paid_at"" : ""2013-01-30"", ""total"" : 3, ""total_amount"" : 150.0}, {""paid_at"" : ""2013-01-31"", ""total"" : 1, ""total_amount"" : 35.0}, {""paid_at"" : ""2013-02-01"", ""total"" : 1, ""total_amount"" : 65.0}, {""paid_at"" : ""2013-02-03"", ""total"" : 1, ""total_amount"" : 65.0}, {""paid_at"" : ""2013-02-05"", ""total"" : 7, ""total_amount"" : 1332.0}, {""paid_at"" : ""2013-02-06"", ""total"" : 10, ""total_amount"" : 386.0}, {""paid_at"" : ""2013-02-07"", ""total"" : 11, ""total_amount"" : 610.0}, {""paid_at"" : ""2013-02-08"", ""total"" : 3, ""total_amount"" : 238.0}]"
